feature,icc_A,n_A,n_missing_A_R1,reason
wavelet-HLH_glcm_MCC,0.6939819492694682,22,0,ICC_A<=0.75
wavelet-HLH_glcm_MaximumProbability,0.6358229022997129,22,0,ICC_A<=0.75
wavelet-HLH_glcm_SumAverage,0.36755112835195564,22,0,ICC_A<=0.75
wavelet-HLH_glcm_SumEntropy,0.5207652609526078,22,0,ICC_A<=0.75
wavelet-HLH_glcm_SumSquares,0.1293895041182856,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,0.5807057738576487,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_GrayLevelVariance,0.11756468996596486,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_HighGrayLevelRunEmphasis,0.22546375024628873,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_LongRunEmphasis,0.7168272188582645,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,0.2296563673623105,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,0.513069244998354,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,0.49964939840499706,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_RunEntropy,0.4230543692726049,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_RunLengthNonUniformity,0.7065161865476551,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,0.6992942988052809,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_RunPercentage,0.7146370365114426,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_RunVariance,0.7298725805384989,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_ShortRunEmphasis,0.7010423086674035,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis,0.2233285591900745,22,0,ICC_A<=0.75
wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis,0.4950411666045512,22,0,ICC_A<=0.75
wavelet-HLH_glszm_GrayLevelNonUniformity,0.7476695964512431,22,0,ICC_A<=0.75
wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,0.5108505845024531,22,0,ICC_A<=0.75
wavelet-HLH_glszm_GrayLevelVariance,0.12392843638280689,22,0,ICC_A<=0.75
wavelet-HLH_glszm_HighGrayLevelZoneEmphasis,0.22467349998747962,22,0,ICC_A<=0.75
wavelet-HLH_glszm_LargeAreaEmphasis,0.550401478625448,22,0,ICC_A<=0.75
wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.7066640533445508,22,0,ICC_A<=0.75
wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis,0.6168939521554875,22,0,ICC_A<=0.75
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,0.4807956811734891,22,0,ICC_A<=0.75
wavelet-HLH_glszm_SizeZoneNonUniformity,0.5720345936130302,22,0,ICC_A<=0.75
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.09670448734770516,22,0,ICC_A<=0.75
wavelet-HLH_glszm_SmallAreaEmphasis,0.1071946652980655,22,0,ICC_A<=0.75
wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis,0.1941649414882016,22,0,ICC_A<=0.75
wavelet-HLH_glszm_SmallAreaLowGrayLevelEmphasis,0.47090707258321235,22,0,ICC_A<=0.75
wavelet-HLH_glszm_ZoneEntropy,0.5097466248389636,22,0,ICC_A<=0.75
wavelet-HLH_glszm_ZonePercentage,0.6185040523086194,22,0,ICC_A<=0.75
wavelet-HLH_glszm_ZoneVariance,0.5498778818504824,22,0,ICC_A<=0.75
wavelet-HLH_gldm_DependenceEntropy,0.34536265222917417,22,0,ICC_A<=0.75
wavelet-HLH_gldm_DependenceNonUniformity,0.6364567659704397,22,0,ICC_A<=0.75
wavelet-HLH_gldm_DependenceNonUniformityNormalized,0.5684328055685582,22,0,ICC_A<=0.75
wavelet-HLH_gldm_GrayLevelVariance,0.11720847506377309,22,0,ICC_A<=0.75
wavelet-HLH_gldm_HighGrayLevelEmphasis,0.22548285285916325,22,0,ICC_A<=0.75
wavelet-HLH_gldm_LargeDependenceEmphasis,0.7251554385921839,22,0,ICC_A<=0.75
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.2789776079808345,22,0,ICC_A<=0.75
wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.5300738299029256,22,0,ICC_A<=0.75
wavelet-HLH_gldm_LowGrayLevelEmphasis,0.5008317908581456,22,0,ICC_A<=0.75
wavelet-HLH_gldm_SmallDependenceEmphasis,0.5811246278633299,22,0,ICC_A<=0.75
wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis,0.16016864954926707,22,0,ICC_A<=0.75
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.4019206199639327,22,0,ICC_A<=0.75
wavelet-HLH_ngtdm_Coarseness,0.6916625166427081,22,0,ICC_A<=0.75
wavelet-HLH_ngtdm_Complexity,0.04869435497847199,22,0,ICC_A<=0.75
wavelet-HLH_ngtdm_Contrast,0.43428190306374853,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_10Percentile,0.7037493699766891,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_90Percentile,0.7088711846088387,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_Energy,0.5476027365580884,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_Entropy,0.5104233093205074,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_InterquartileRange,0.7156922166496216,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_Kurtosis,0.5936959944122356,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_Maximum,0.6770972901160048,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_MeanAbsoluteDeviation,0.7059247169896651,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_Mean,-0.3988207037993662,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_Median,0.3449942026610226,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_Minimum,0.5556158286071998,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_Range,0.6358229622979908,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_RobustMeanAbsoluteDeviation,0.7120175251145865,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_RootMeanSquared,0.697011492958774,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_Skewness,0.7344403568222432,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_TotalEnergy,0.5476027365580884,22,0,ICC_A<=0.75
wavelet-HHL_firstorder_Uniformity,0.21819636941295661,22,0,ICC_A<=0.75
wavelet-HHL_glcm_Autocorrelation,0.40360148105159316,22,0,ICC_A<=0.75
wavelet-HHL_glcm_ClusterProminence,0.5180137461178654,22,0,ICC_A<=0.75
wavelet-HHL_glcm_ClusterShade,-0.014781341841091724,22,0,ICC_A<=0.75
wavelet-HHL_glcm_Correlation,0.12686158955527005,22,0,ICC_A<=0.75
wavelet-HHL_glcm_DifferenceAverage,0.7175713339438021,22,0,ICC_A<=0.75
wavelet-HHL_glcm_DifferenceEntropy,0.5361295474437023,22,0,ICC_A<=0.75
wavelet-HHL_glcm_DifferenceVariance,0.7288601507403784,22,0,ICC_A<=0.75
wavelet-HHL_glcm_Id,0.4204691340766862,22,0,ICC_A<=0.75
wavelet-HHL_glcm_Idm,0.38262377937331193,22,0,ICC_A<=0.75
wavelet-HHL_glcm_Idmn,0.449522441612357,22,0,ICC_A<=0.75
wavelet-HHL_glcm_Idn,0.4894842420762329,22,0,ICC_A<=0.75
wavelet-HHL_glcm_InverseVariance,0.6649324597075826,22,0,ICC_A<=0.75
wavelet-HHL_glcm_JointAverage,0.547167130625163,22,0,ICC_A<=0.75
wavelet-HHL_glcm_JointEnergy,0.04314334745775637,22,0,ICC_A<=0.75
wavelet-HHL_glcm_JointEntropy,0.5002407373910035,22,0,ICC_A<=0.75
wavelet-HHL_glcm_MCC,0.41845127208544436,22,0,ICC_A<=0.75
wavelet-HHL_glcm_MaximumProbability,0.11605462463560794,22,0,ICC_A<=0.75
wavelet-HHL_glcm_SumAverage,0.5471671306251635,22,0,ICC_A<=0.75
wavelet-HHL_glcm_SumEntropy,0.5273258825160564,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_GrayLevelNonUniformity,0.5743840413888939,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized,0.22124849535417787,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_GrayLevelVariance,0.7486559093780027,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_HighGrayLevelRunEmphasis,0.4084888320632875,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_LongRunEmphasis,0.025660016560589523,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_LongRunHighGrayLevelEmphasis,0.41767133744415685,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis,0.015254157624723957,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_LowGrayLevelRunEmphasis,0.2088770123254806,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_RunEntropy,0.6570910275002559,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_RunLengthNonUniformity,0.7219390094613276,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_RunLengthNonUniformityNormalized,0.2518231291045813,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_RunPercentage,0.18012910254216247,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_RunVariance,0.02778169889491272,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_ShortRunEmphasis,0.14257073535795572,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_ShortRunHighGrayLevelEmphasis,0.4066897889717003,22,0,ICC_A<=0.75
wavelet-HHL_glrlm_ShortRunLowGrayLevelEmphasis,0.30877660338439616,22,0,ICC_A<=0.75
wavelet-HHL_glszm_GrayLevelNonUniformity,0.7417200653384539,22,0,ICC_A<=0.75
wavelet-HHL_glszm_GrayLevelNonUniformityNormalized,0.1562024500717346,22,0,ICC_A<=0.75
wavelet-HHL_glszm_GrayLevelVariance,0.6634090442142525,22,0,ICC_A<=0.75
wavelet-HHL_glszm_HighGrayLevelZoneEmphasis,0.40922897615399717,22,0,ICC_A<=0.75
wavelet-HHL_glszm_LargeAreaEmphasis,-0.007642576651925486,22,0,ICC_A<=0.75
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.38644984337944466,22,0,ICC_A<=0.75
wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,-0.0021030596304124722,22,0,ICC_A<=0.75
wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,0.18769311460280788,22,0,ICC_A<=0.75
wavelet-HHL_glszm_SizeZoneNonUniformity,0.6577922835601757,22,0,ICC_A<=0.75
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,0.26395801584132417,22,0,ICC_A<=0.75
wavelet-HHL_glszm_SmallAreaEmphasis,0.17592764376589407,22,0,ICC_A<=0.75
wavelet-HHL_glszm_SmallAreaHighGrayLevelEmphasis,0.40862109225030524,22,0,ICC_A<=0.75
wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,0.3438030071489261,22,0,ICC_A<=0.75
wavelet-HHL_glszm_ZoneEntropy,0.5298992760261886,22,0,ICC_A<=0.75
wavelet-HHL_glszm_ZonePercentage,0.7350743375975365,22,0,ICC_A<=0.75
wavelet-HHL_glszm_ZoneVariance,-0.0076622054425415555,22,0,ICC_A<=0.75
wavelet-HHL_gldm_DependenceEntropy,0.5390799207716953,22,0,ICC_A<=0.75
wavelet-HHL_gldm_DependenceNonUniformity,0.6937947442572909,22,0,ICC_A<=0.75
wavelet-HHL_gldm_DependenceNonUniformityNormalized,0.7446407148517441,22,0,ICC_A<=0.75
wavelet-HHL_gldm_DependenceVariance,0.21525716287208235,22,0,ICC_A<=0.75
wavelet-HHL_gldm_GrayLevelNonUniformity,0.3534565205077772,22,0,ICC_A<=0.75
wavelet-HHL_gldm_HighGrayLevelEmphasis,0.40839791709697976,22,0,ICC_A<=0.75
wavelet-HHL_gldm_LargeDependenceEmphasis,0.055016807545135826,22,0,ICC_A<=0.75
wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,0.5104219677301037,22,0,ICC_A<=0.75
wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis,-0.0018166377141624955,22,0,ICC_A<=0.75
wavelet-HHL_gldm_LowGrayLevelEmphasis,0.2112137705147713,22,0,ICC_A<=0.75
wavelet-HHL_gldm_SmallDependenceEmphasis,0.6836827114463365,22,0,ICC_A<=0.75
wavelet-HHL_gldm_SmallDependenceHighGrayLevelEmphasis,0.402791897181164,22,0,ICC_A<=0.75
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.41240182329043384,22,0,ICC_A<=0.75
wavelet-HHL_ngtdm_Busyness,0.05065806248747396,22,0,ICC_A<=0.75
wavelet-HHL_ngtdm_Coarseness,0.6730791069076925,22,0,ICC_A<=0.75
wavelet-HHL_ngtdm_Complexity,0.43187397371810526,22,0,ICC_A<=0.75
wavelet-HHL_ngtdm_Contrast,0.6890210722726031,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_10Percentile,0.7315654684523829,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_90Percentile,0.7287473724583757,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_Energy,0.5747582518531409,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_Entropy,0.5913989184020486,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_InterquartileRange,0.7300878989001285,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_Kurtosis,0.3797536135501214,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_Maximum,0.6286273286511801,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_MeanAbsoluteDeviation,0.7301718064776469,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_Mean,0.054129861537918086,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_Median,0.14780380352696182,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_Minimum,0.5302639957321587,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_Range,0.6065212346773826,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_RobustMeanAbsoluteDeviation,0.72589574614724,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_RootMeanSquared,0.7311353495804351,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_Skewness,0.32609799259427097,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_TotalEnergy,0.5747582518531409,22,0,ICC_A<=0.75
wavelet-HHH_firstorder_Uniformity,0.36643868818323555,22,0,ICC_A<=0.75
wavelet-HHH_glcm_Autocorrelation,0.41726094314926904,22,0,ICC_A<=0.75
wavelet-HHH_glcm_ClusterProminence,0.7429221671064036,22,0,ICC_A<=0.75
wavelet-HHH_glcm_ClusterShade,0.26507692013866346,22,0,ICC_A<=0.75
wavelet-HHH_glcm_Correlation,0.4124292489384593,22,0,ICC_A<=0.75
wavelet-HHH_glcm_DifferenceAverage,0.7367124712882857,22,0,ICC_A<=0.75
wavelet-HHH_glcm_DifferenceEntropy,0.6097671058813727,22,0,ICC_A<=0.75
wavelet-HHH_glcm_Id,0.49676767614857914,22,0,ICC_A<=0.75
wavelet-HHH_glcm_Idm,0.449526128568719,22,0,ICC_A<=0.75
wavelet-HHH_glcm_Idmn,0.5011871849435954,22,0,ICC_A<=0.75
wavelet-HHH_glcm_Idn,0.44474891370634234,22,0,ICC_A<=0.75
wavelet-HHH_glcm_Imc1,0.6676643206850663,22,0,ICC_A<=0.75
wavelet-HHH_glcm_InverseVariance,0.5697066686699356,22,0,ICC_A<=0.75
wavelet-HHH_glcm_JointAverage,0.5112575600645728,22,0,ICC_A<=0.75
wavelet-HHH_glcm_JointEnergy,0.13958153313912575,22,0,ICC_A<=0.75
wavelet-HHH_glcm_JointEntropy,0.5657109736905759,22,0,ICC_A<=0.75
wavelet-HHH_glcm_MCC,0.1582881708256198,22,0,ICC_A<=0.75
wavelet-HHH_glcm_MaximumProbability,0.1881395726413153,22,0,ICC_A<=0.75
wavelet-HHH_glcm_SumAverage,0.5112575600645727,22,0,ICC_A<=0.75
wavelet-HHH_glcm_SumEntropy,0.5831428585782459,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_GrayLevelNonUniformity,0.6902408355333852,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_GrayLevelNonUniformityNormalized,0.4077051848708541,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_HighGrayLevelRunEmphasis,0.42309582066313894,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_LongRunEmphasis,0.1404778220613768,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.40355462354664706,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,0.3289301663331253,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,0.4287824323515169,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_RunEntropy,0.66789110431831,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_RunLengthNonUniformity,0.724885103813989,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,0.36389433388835435,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_RunPercentage,0.30382898565559224,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_RunVariance,0.11562301916132638,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_ShortRunEmphasis,0.29432599791791975,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_ShortRunHighGrayLevelEmphasis,0.42741294197310725,22,0,ICC_A<=0.75
wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,0.43678778576649896,22,0,ICC_A<=0.75
wavelet-HHH_glszm_GrayLevelNonUniformity,0.738077910312019,22,0,ICC_A<=0.75
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,0.42149609977304736,22,0,ICC_A<=0.75
wavelet-HHH_glszm_GrayLevelVariance,0.710988062682244,22,0,ICC_A<=0.75
wavelet-HHH_glszm_HighGrayLevelZoneEmphasis,0.424137513204351,22,0,ICC_A<=0.75
wavelet-HHH_glszm_LargeAreaEmphasis,0.03562572631775883,22,0,ICC_A<=0.75
wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,0.16819068806050935,22,0,ICC_A<=0.75
wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,0.0020140881336898663,22,0,ICC_A<=0.75
wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,0.43618063503505156,22,0,ICC_A<=0.75
wavelet-HHH_glszm_SizeZoneNonUniformity,0.6834060189482152,22,0,ICC_A<=0.75
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,0.28774451938684564,22,0,ICC_A<=0.75
wavelet-HHH_glszm_SmallAreaEmphasis,0.23234855685089356,22,0,ICC_A<=0.75
wavelet-HHH_glszm_SmallAreaHighGrayLevelEmphasis,0.4302861746117806,22,0,ICC_A<=0.75
wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,0.4510527221677131,22,0,ICC_A<=0.75
wavelet-HHH_glszm_ZoneEntropy,0.6785778479274627,22,0,ICC_A<=0.75
wavelet-HHH_glszm_ZonePercentage,0.7281263243222689,22,0,ICC_A<=0.75
wavelet-HHH_glszm_ZoneVariance,0.035549780054746724,22,0,ICC_A<=0.75
wavelet-HHH_gldm_DependenceEntropy,0.6014870987060588,22,0,ICC_A<=0.75
wavelet-HHH_gldm_DependenceNonUniformity,0.7027602504744933,22,0,ICC_A<=0.75
wavelet-HHH_gldm_DependenceNonUniformityNormalized,0.7033218894291591,22,0,ICC_A<=0.75
wavelet-HHH_gldm_DependenceVariance,0.21051492836085353,22,0,ICC_A<=0.75
wavelet-HHH_gldm_GrayLevelNonUniformity,0.6041795992184444,22,0,ICC_A<=0.75
wavelet-HHH_gldm_HighGrayLevelEmphasis,0.42304421794608493,22,0,ICC_A<=0.75
wavelet-HHH_gldm_LargeDependenceEmphasis,0.15946723569711788,22,0,ICC_A<=0.75
wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.2974547271143908,22,0,ICC_A<=0.75
wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.11384307826769963,22,0,ICC_A<=0.75
wavelet-HHH_gldm_LowGrayLevelEmphasis,0.4288755048524466,22,0,ICC_A<=0.75
wavelet-HHH_gldm_SmallDependenceEmphasis,0.6688171571889729,22,0,ICC_A<=0.75
wavelet-HHH_gldm_SmallDependenceHighGrayLevelEmphasis,0.48421833440512985,22,0,ICC_A<=0.75
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.39591327885923694,22,0,ICC_A<=0.75
wavelet-HHH_ngtdm_Busyness,0.4580071470015989,22,0,ICC_A<=0.75
wavelet-HHH_ngtdm_Coarseness,0.6625281687785738,22,0,ICC_A<=0.75
wavelet-HHH_ngtdm_Complexity,0.6106754328781209,22,0,ICC_A<=0.75
wavelet-LLL_firstorder_Energy,0.580998660466304,22,0,ICC_A<=0.75
wavelet-LLL_firstorder_Kurtosis,0.521956152129256,22,0,ICC_A<=0.75
wavelet-LLL_firstorder_Minimum,0.43466882631829284,22,0,ICC_A<=0.75
wavelet-LLL_firstorder_Range,0.6841710912880761,22,0,ICC_A<=0.75
wavelet-LLL_firstorder_Skewness,0.6728447736567771,22,0,ICC_A<=0.75
wavelet-LLL_firstorder_TotalEnergy,0.5809986604663041,22,0,ICC_A<=0.75
wavelet-LLL_firstorder_Variance,0.7238357498244622,22,0,ICC_A<=0.75
wavelet-LLL_glcm_Autocorrelation,0.74880673110279,22,0,ICC_A<=0.75
wavelet-LLL_glcm_ClusterProminence,0.43903947637358726,22,0,ICC_A<=0.75
wavelet-LLL_glcm_ClusterShade,0.37869556870466176,22,0,ICC_A<=0.75
wavelet-LLL_glcm_ClusterTendency,0.732649153516051,22,0,ICC_A<=0.75
wavelet-LLL_glcm_Contrast,0.6632891471402091,22,0,ICC_A<=0.75
wavelet-LLL_glcm_DifferenceEntropy,0.7256093107703822,22,0,ICC_A<=0.75
wavelet-LLL_glcm_DifferenceVariance,0.6060404650873403,22,0,ICC_A<=0.75
wavelet-LLL_glcm_Idmn,0.737999528043785,22,0,ICC_A<=0.75
wavelet-LLL_glcm_Imc1,0.5681103400914043,22,0,ICC_A<=0.75
wavelet-LLL_glcm_SumSquares,0.7287692897193196,22,0,ICC_A<=0.75
wavelet-LLL_glrlm_GrayLevelVariance,0.7056521701134416,22,0,ICC_A<=0.75
wavelet-LLL_glrlm_HighGrayLevelRunEmphasis,0.7211080302661129,22,0,ICC_A<=0.75
wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis,0.7294795780130764,22,0,ICC_A<=0.75
wavelet-LLL_glrlm_LowGrayLevelRunEmphasis,0.6889240864293213,22,0,ICC_A<=0.75
wavelet-LLL_glrlm_RunEntropy,0.718743333127811,22,0,ICC_A<=0.75
wavelet-LLL_glrlm_RunLengthNonUniformity,0.6075121752008946,22,0,ICC_A<=0.75
wavelet-LLL_glrlm_ShortRunHighGrayLevelEmphasis,0.7135857695491837,22,0,ICC_A<=0.75
wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,0.7360311796648349,22,0,ICC_A<=0.75
wavelet-LLL_glszm_GrayLevelNonUniformity,0.5661554778605485,22,0,ICC_A<=0.75
wavelet-LLL_glszm_GrayLevelVariance,0.5731359128703188,22,0,ICC_A<=0.75
wavelet-LLL_glszm_HighGrayLevelZoneEmphasis,0.569400050847146,22,0,ICC_A<=0.75
wavelet-LLL_glszm_LowGrayLevelZoneEmphasis,0.663436565310442,22,0,ICC_A<=0.75
wavelet-LLL_glszm_SizeZoneNonUniformity,0.5291744174635679,22,0,ICC_A<=0.75
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,0.01658507666122549,22,0,ICC_A<=0.75
wavelet-LLL_glszm_SmallAreaEmphasis,0.013244071376297208,22,0,ICC_A<=0.75
wavelet-LLL_glszm_SmallAreaHighGrayLevelEmphasis,0.5014819936046141,22,0,ICC_A<=0.75
wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,0.6852914684929995,22,0,ICC_A<=0.75
wavelet-LLL_glszm_ZonePercentage,0.6831096440677437,22,0,ICC_A<=0.75
wavelet-LLL_gldm_DependenceEntropy,0.7365859392389689,22,0,ICC_A<=0.75
wavelet-LLL_gldm_DependenceNonUniformity,0.5922610750158531,22,0,ICC_A<=0.75
wavelet-LLL_gldm_GrayLevelVariance,0.7245970746497371,22,0,ICC_A<=0.75
wavelet-LLL_gldm_HighGrayLevelEmphasis,0.733899678703861,22,0,ICC_A<=0.75
wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis,0.7226803600144871,22,0,ICC_A<=0.75
wavelet-LLL_gldm_LowGrayLevelEmphasis,0.6770887301808723,22,0,ICC_A<=0.75
wavelet-LLL_gldm_SmallDependenceEmphasis,0.6977405081940679,22,0,ICC_A<=0.75
wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.6434012144948277,22,0,ICC_A<=0.75
wavelet-LLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.7207995388332867,22,0,ICC_A<=0.75
wavelet-LLL_ngtdm_Coarseness,0.6783626622897689,22,0,ICC_A<=0.75
wavelet-LLL_ngtdm_Complexity,0.5844066994831855,22,0,ICC_A<=0.75
