feature,icc_A,n_A,icc_B,n_B,pass_icc,n_missing_A_R1,candidate
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity,0.5986337910157238,22,0.5284120139175155,8,False,0,False
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.9082481235705969,22,0.9028280158546466,8,True,0,True
log-sigma-3-0-mm-3D_glrlm_RunPercentage,0.9224192004456133,22,0.8863991335543518,8,True,0,True
log-sigma-3-0-mm-3D_glrlm_RunVariance,0.9418964482852813,22,0.8248423702107411,8,True,0,True
log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,0.9061129600168417,22,0.8913128991640196,8,True,0,True
log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.7231258993567417,22,0.8039877626055447,8,False,0,False
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.7229017646188435,22,0.5840560204127561,8,False,0,False
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,0.6226399781092633,22,0.4782058378077444,8,False,0,False
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.9514487306471863,22,0.6924984442912282,8,True,0,True
log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,0.8039574906295239,22,0.30683597429503096,8,True,0,True
log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.7477856474319188,22,0.5980167336606554,8,False,0,False
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,0.920754837705914,22,0.5233759019522597,8,True,0,True
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.939616856483557,22,0.4701644186557065,8,True,0,True
log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.9670616066280411,22,0.9220129580825276,8,True,0,True
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.7531202804467044,22,0.8808927904691957,8,True,0,True
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,0.6638588735378823,22,0.5310846082045407,8,False,0,False
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.3341090594962966,22,0.7763150764866159,8,False,0,False
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,0.36594268758364146,22,0.6954448532778699,8,False,0,False
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.709611290092378,22,0.6641608620732865,8,False,0,False
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.7973084468017338,22,0.7067884127410884,8,True,0,True
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,0.8690524858005139,22,0.5026033999785009,8,True,0,True
log-sigma-3-0-mm-3D_glszm_ZonePercentage,0.7650549431395359,22,0.9233952130372638,8,True,0,True
log-sigma-3-0-mm-3D_glszm_ZoneVariance,0.9194263244445429,22,0.511282492431338,8,True,0,True
log-sigma-3-0-mm-3D_gldm_DependenceEntropy,0.7907092183726993,22,0.3219489687448727,8,True,0,True
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,0.5940420614272901,22,0.4721297154122186,8,False,0,False
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.9143542770498801,22,0.8810232127785285,8,True,0,True
log-sigma-3-0-mm-3D_gldm_DependenceVariance,0.9313245297204106,22,0.8487130009605114,8,True,0,True
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,0.8679797612930299,22,0.5178591313607669,8,True,0,True
log-sigma-3-0-mm-3D_gldm_GrayLevelVariance,0.6675870188137851,22,0.6058630395274209,8,False,0,False
log-sigma-3-0-mm-3D_gldm_HighGrayLevelEmphasis,0.7361645422566887,22,0.8281825122059829,8,False,0,False
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,0.9294841138825245,22,0.8689694830798663,8,True,0,True
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.9095714376630536,22,0.7708160669638768,8,True,0,True
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.7545112421369269,22,0.5923492590143773,8,True,0,True
log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis,0.7026775337358601,22,0.5133306522424572,8,False,0,False
log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis,0.8102061812853137,22,0.9370117084729161,8,True,0,True
log-sigma-3-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.6564598000672369,22,0.7467532035058216,8,False,0,False
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.8129016157150459,22,0.200993041446964,8,True,0,True
log-sigma-3-0-mm-3D_ngtdm_Busyness,0.8308142427777273,22,0.6775654349484015,8,True,0,True
log-sigma-3-0-mm-3D_ngtdm_Coarseness,0.5400009150329149,22,0.25603686656492114,8,False,0,False
log-sigma-3-0-mm-3D_ngtdm_Complexity,0.7160987352480679,22,0.43481101454285337,8,False,0,False
log-sigma-3-0-mm-3D_ngtdm_Contrast,0.879919882066789,22,0.7282733858301214,8,True,0,True
log-sigma-3-0-mm-3D_ngtdm_Strength,0.6584724980140935,22,0.7872928935501596,8,False,0,False
