feature,stage,reason
log-sigma-1-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,icc,ICC_A=0.492 ≤ 0.75
log-sigma-1-0-mm-3D_glszm_ZoneEntropy,icc,ICC_A=0.317 ≤ 0.75
log-sigma-1-0-mm-3D_glszm_ZonePercentage,icc,ICC_A=0.741 ≤ 0.75
log-sigma-1-0-mm-3D_glszm_ZoneVariance,icc,ICC_A=0.733 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_DependenceEntropy,icc,ICC_A=0.272 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,icc,ICC_A=0.747 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis,icc,ICC_A=0.399 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,icc,ICC_A=0.746 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,icc,ICC_A=0.453 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,icc,ICC_A=0.570 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis,icc,ICC_A=0.507 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,icc,ICC_A=0.383 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,icc,ICC_A=0.477 ≤ 0.75
log-sigma-1-0-mm-3D_ngtdm_Busyness,icc,ICC_A=0.671 ≤ 0.75
log-sigma-1-0-mm-3D_ngtdm_Coarseness,icc,ICC_A=0.691 ≤ 0.75
log-sigma-1-0-mm-3D_ngtdm_Complexity,icc,ICC_A=0.550 ≤ 0.75
log-sigma-1-0-mm-3D_ngtdm_Strength,icc,ICC_A=0.640 ≤ 0.75
log-sigma-2-0-mm-3D_shape_Elongation,icc,ICC_A=0.470 ≤ 0.75
log-sigma-2-0-mm-3D_shape_Flatness,icc,ICC_A=0.617 ≤ 0.75
log-sigma-2-0-mm-3D_shape_Maximum2DDiameterRow,icc,ICC_A=0.739 ≤ 0.75
log-sigma-2-0-mm-3D_shape_Maximum2DDiameterSlice,icc,ICC_A=0.650 ≤ 0.75
log-sigma-2-0-mm-3D_shape_Maximum3DDiameter,icc,ICC_A=0.739 ≤ 0.75
log-sigma-2-0-mm-3D_shape_MeshVolume,icc,ICC_A=0.728 ≤ 0.75
log-sigma-2-0-mm-3D_shape_MinorAxisLength,icc,ICC_A=0.666 ≤ 0.75
log-sigma-2-0-mm-3D_shape_Sphericity,icc,ICC_A=0.511 ≤ 0.75
log-sigma-2-0-mm-3D_shape_SurfaceArea,icc,ICC_A=0.744 ≤ 0.75
log-sigma-2-0-mm-3D_shape_SurfaceVolumeRatio,icc,ICC_A=0.502 ≤ 0.75
log-sigma-2-0-mm-3D_shape_VoxelVolume,icc,ICC_A=0.729 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_Energy,icc,ICC_A=0.719 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_Maximum,icc,ICC_A=0.632 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_Median,icc,ICC_A=0.696 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_Range,icc,ICC_A=0.704 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_TotalEnergy,icc,ICC_A=0.719 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_ClusterProminence,icc,ICC_A=0.606 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_ClusterShade,icc,ICC_A=0.605 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_Contrast,icc,ICC_A=0.715 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_Correlation,icc,ICC_A=0.580 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_DifferenceVariance,icc,ICC_A=0.701 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_Imc1,icc,ICC_A=0.586 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_Imc2,icc,ICC_A=0.679 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_MCC,icc,ICC_A=0.507 ≤ 0.75
log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance,icc,ICC_A=0.745 ≤ 0.75
log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,icc,ICC_A=0.717 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,icc,ICC_A=0.667 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,icc,ICC_A=0.726 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_GrayLevelVariance,icc,ICC_A=0.583 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,icc,ICC_A=0.729 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,icc,ICC_A=0.720 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,icc,ICC_A=0.578 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,icc,ICC_A=0.581 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,icc,ICC_A=0.689 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_ZonePercentage,icc,ICC_A=0.729 ≤ 0.75
log-sigma-2-0-mm-3D_gldm_DependenceNonUniformity,icc,ICC_A=0.699 ≤ 0.75
log-sigma-2-0-mm-3D_gldm_SmallDependenceEmphasis,icc,ICC_A=0.712 ≤ 0.75
log-sigma-2-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,icc,ICC_A=0.657 ≤ 0.75
log-sigma-2-0-mm-3D_ngtdm_Busyness,icc,ICC_A=0.673 ≤ 0.75
log-sigma-2-0-mm-3D_ngtdm_Coarseness,icc,ICC_A=0.654 ≤ 0.75
log-sigma-2-0-mm-3D_ngtdm_Complexity,icc,ICC_A=0.654 ≤ 0.75
log-sigma-2-0-mm-3D_ngtdm_Strength,icc,ICC_A=0.311 ≤ 0.75
log-sigma-3-0-mm-3D_shape_Elongation,icc,ICC_A=0.470 ≤ 0.75
log-sigma-3-0-mm-3D_shape_Flatness,icc,ICC_A=0.617 ≤ 0.75
log-sigma-3-0-mm-3D_shape_Maximum2DDiameterRow,icc,ICC_A=0.739 ≤ 0.75
log-sigma-3-0-mm-3D_shape_Maximum2DDiameterSlice,icc,ICC_A=0.650 ≤ 0.75
log-sigma-3-0-mm-3D_shape_Maximum3DDiameter,icc,ICC_A=0.739 ≤ 0.75
log-sigma-3-0-mm-3D_shape_MeshVolume,icc,ICC_A=0.728 ≤ 0.75
log-sigma-3-0-mm-3D_shape_MinorAxisLength,icc,ICC_A=0.666 ≤ 0.75
log-sigma-3-0-mm-3D_shape_Sphericity,icc,ICC_A=0.511 ≤ 0.75
log-sigma-3-0-mm-3D_shape_SurfaceArea,icc,ICC_A=0.744 ≤ 0.75
log-sigma-3-0-mm-3D_shape_SurfaceVolumeRatio,icc,ICC_A=0.502 ≤ 0.75
log-sigma-3-0-mm-3D_shape_VoxelVolume,icc,ICC_A=0.729 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_Energy,icc,ICC_A=0.718 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_Entropy,icc,ICC_A=0.616 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_InterquartileRange,icc,ICC_A=0.619 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_Maximum,icc,ICC_A=0.661 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_MeanAbsoluteDeviation,icc,ICC_A=0.592 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_Range,icc,ICC_A=0.744 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,icc,ICC_A=0.654 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_TotalEnergy,icc,ICC_A=0.718 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_Uniformity,icc,ICC_A=0.694 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_Variance,icc,ICC_A=0.490 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_ClusterProminence,icc,ICC_A=0.355 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_ClusterShade,icc,ICC_A=0.453 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_ClusterTendency,icc,ICC_A=0.530 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_Contrast,icc,ICC_A=0.585 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_Correlation,icc,ICC_A=0.619 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_DifferenceAverage,icc,ICC_A=0.626 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_DifferenceEntropy,icc,ICC_A=0.643 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_DifferenceVariance,icc,ICC_A=0.594 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_Id,icc,ICC_A=0.698 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_Idm,icc,ICC_A=0.711 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_Imc1,icc,ICC_A=0.467 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_Imc2,icc,ICC_A=0.627 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_InverseVariance,icc,ICC_A=0.692 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_JointEnergy,icc,ICC_A=0.732 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_JointEntropy,icc,ICC_A=0.667 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_MCC,icc,ICC_A=0.631 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_SumEntropy,icc,ICC_A=0.624 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_SumSquares,icc,ICC_A=0.532 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,icc,ICC_A=0.691 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,icc,ICC_A=0.680 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance,icc,ICC_A=0.479 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis,icc,ICC_A=0.748 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,icc,ICC_A=0.719 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,icc,ICC_A=0.723 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_RunEntropy,icc,ICC_A=0.627 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity,icc,ICC_A=0.716 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,icc,ICC_A=0.712 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_RunPercentage,icc,ICC_A=0.723 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,icc,ICC_A=0.722 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,icc,ICC_A=0.725 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,icc,ICC_A=0.619 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,icc,ICC_A=0.567 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_GrayLevelVariance,icc,ICC_A=0.471 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,icc,ICC_A=0.721 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,icc,ICC_A=0.677 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,icc,ICC_A=0.734 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,icc,ICC_A=0.549 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,icc,ICC_A=0.567 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,icc,ICC_A=0.684 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_ZonePercentage,icc,ICC_A=0.610 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,icc,ICC_A=0.698 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,icc,ICC_A=0.635 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,icc,ICC_A=0.707 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_GrayLevelVariance,icc,ICC_A=0.490 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,icc,ICC_A=0.702 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis,icc,ICC_A=0.713 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis,icc,ICC_A=0.627 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,icc,ICC_A=0.603 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,icc,ICC_A=0.719 ≤ 0.75
log-sigma-3-0-mm-3D_ngtdm_Busyness,icc,ICC_A=0.649 ≤ 0.75
log-sigma-3-0-mm-3D_ngtdm_Coarseness,icc,ICC_A=0.500 ≤ 0.75
log-sigma-3-0-mm-3D_ngtdm_Complexity,icc,ICC_A=0.668 ≤ 0.75
log-sigma-3-0-mm-3D_ngtdm_Strength,icc,ICC_A=0.277 ≤ 0.75
log-sigma-1-0-mm-3D_shape_Maximum2DDiameterColumn,correlation,|r|=0.941 与 log-sigma-1-0-mm-3D_shape_MajorAxisLength
log-sigma-1-0-mm-3D_firstorder_Variance,correlation,|r|=0.926 与 log-sigma-1-0-mm-3D_firstorder_Uniformity
log-sigma-1-0-mm-3D_glcm_DifferenceAverage,correlation,|r|=0.905 与 log-sigma-1-0-mm-3D_firstorder_Uniformity
log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,correlation,|r|=0.919 与 log-sigma-1-0-mm-3D_firstorder_Uniformity
log-sigma-1-0-mm-3D_glcm_Id,correlation,|r|=0.918 与 log-sigma-1-0-mm-3D_glcm_Contrast
log-sigma-1-0-mm-3D_glcm_Idm,correlation,|r|=0.913 与 log-sigma-1-0-mm-3D_glcm_Contrast
log-sigma-1-0-mm-3D_glcm_InverseVariance,correlation,|r|=0.913 与 log-sigma-1-0-mm-3D_glcm_Contrast
log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_glcm_Contrast
log-sigma-1-0-mm-3D_glrlm_GrayLevelVariance,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_glcm_Imc1
log-sigma-1-0-mm-3D_glszm_GrayLevelVariance,correlation,|r|=0.984 与 log-sigma-1-0-mm-3D_glcm_Imc1
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,correlation,|r|=0.918 与 log-sigma-1-0-mm-3D_glcm_JointEnergy
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,correlation,|r|=0.939 与 log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity
log-sigma-1-0-mm-3D_gldm_DependenceVariance,correlation,|r|=0.952 与 log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity
log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_glcm_Imc1
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,correlation,|r|=0.950 与 log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity
log-sigma-2-0-mm-3D_shape_LeastAxisLength,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_shape_LeastAxisLength
log-sigma-2-0-mm-3D_shape_MajorAxisLength,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_shape_MajorAxisLength
log-sigma-2-0-mm-3D_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_firstorder_Entropy
log-sigma-2-0-mm-3D_glcm_SumAverage,correlation,|r|=0.938 与 log-sigma-2-0-mm-3D_glcm_MaximumProbability
log-sigma-2-0-mm-3D_glcm_SumEntropy,correlation,|r|=0.979 与 log-sigma-2-0-mm-3D_glcm_Idn
log-sigma-2-0-mm-3D_glcm_SumSquares,correlation,|r|=0.979 与 log-sigma-2-0-mm-3D_glcm_JointEnergy
log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,correlation,|r|=0.992 与 log-sigma-2-0-mm-3D_firstorder_Entropy
log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,correlation,|r|=0.977 与 log-sigma-2-0-mm-3D_glcm_Idn
log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,correlation,|r|=0.934 与 log-sigma-2-0-mm-3D_glcm_MaximumProbability
log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,correlation,|r|=0.946 与 log-sigma-2-0-mm-3D_glcm_MaximumProbability
log-sigma-2-0-mm-3D_glrlm_RunEntropy,correlation,|r|=0.968 与 log-sigma-2-0-mm-3D_glcm_Idn
log-sigma-2-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,correlation,|r|=0.999 与 log-sigma-2-0-mm-3D_glrlm_RunVariance
log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized,correlation,|r|=0.958 与 log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis
log-sigma-2-0-mm-3D_gldm_DependenceVariance,correlation,|r|=0.933 与 log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis
log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,correlation,|r|=0.990 与 log-sigma-2-0-mm-3D_firstorder_Entropy
log-sigma-2-0-mm-3D_gldm_GrayLevelVariance,correlation,|r|=1.000 与 log-sigma-2-0-mm-3D_glrlm_RunPercentage
log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis,correlation,|r|=0.999 与 log-sigma-2-0-mm-3D_glrlm_RunVariance
log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis,correlation,|r|=0.963 与 log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_shape_LeastAxisLength,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_shape_LeastAxisLength
log-sigma-3-0-mm-3D_shape_MajorAxisLength,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_shape_MajorAxisLength
log-sigma-3-0-mm-3D_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_firstorder_Entropy
log-sigma-3-0-mm-3D_firstorder_90Percentile,correlation,|r|=0.953 与 log-sigma-2-0-mm-3D_glcm_Idmn
log-sigma-3-0-mm-3D_firstorder_Mean,correlation,|r|=0.958 与 log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_firstorder_Median,correlation,|r|=0.965 与 log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_firstorder_RootMeanSquared,correlation,|r|=0.956 与 log-sigma-2-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_glrlm_RunVariance,correlation,|r|=0.936 与 log-sigma-3-0-mm-3D_firstorder_Skewness
log-sigma-3-0-mm-3D_glszm_ZoneVariance,correlation,|r|=0.945 与 log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis
log-sigma-3-0-mm-3D_gldm_DependenceVariance,correlation,|r|=0.907 与 log-sigma-3-0-mm-3D_firstorder_Skewness
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,correlation,|r|=0.926 与 log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis
