feature,stage,reason
wavelet-HHL_glrlm_LowGrayLevelRunEmphasis,icc,ICC_A=0.037 ≤ 0.75
wavelet-HHL_glrlm_RunEntropy,icc,ICC_A=0.654 ≤ 0.75
wavelet-HHL_glrlm_RunLengthNonUniformityNormalized,icc,ICC_A=0.118 ≤ 0.75
wavelet-HHL_glrlm_RunPercentage,icc,ICC_A=0.069 ≤ 0.75
wavelet-HHL_glrlm_RunVariance,icc,ICC_A=0.009 ≤ 0.75
wavelet-HHL_glrlm_ShortRunEmphasis,icc,ICC_A=0.075 ≤ 0.75
wavelet-HHL_glrlm_ShortRunLowGrayLevelEmphasis,icc,ICC_A=0.053 ≤ 0.75
wavelet-HHL_glszm_GrayLevelNonUniformity,icc,ICC_A=0.728 ≤ 0.75
wavelet-HHL_glszm_GrayLevelNonUniformityNormalized,icc,ICC_A=0.104 ≤ 0.75
wavelet-HHL_glszm_LargeAreaEmphasis,icc,ICC_A=0.000 ≤ 0.75
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,icc,ICC_A=-0.002 ≤ 0.75
wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,icc,ICC_A=0.000 ≤ 0.75
wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,icc,ICC_A=0.030 ≤ 0.75
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,icc,ICC_A=0.577 ≤ 0.75
wavelet-HHL_glszm_SmallAreaEmphasis,icc,ICC_A=0.424 ≤ 0.75
wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,icc,ICC_A=0.057 ≤ 0.75
wavelet-HHL_glszm_ZoneEntropy,icc,ICC_A=0.413 ≤ 0.75
wavelet-HHL_glszm_ZonePercentage,icc,ICC_A=0.520 ≤ 0.75
wavelet-HHL_glszm_ZoneVariance,icc,ICC_A=0.000 ≤ 0.75
wavelet-HHL_gldm_DependenceEntropy,icc,ICC_A=0.558 ≤ 0.75
wavelet-HHL_gldm_DependenceNonUniformityNormalized,icc,ICC_A=0.661 ≤ 0.75
wavelet-HHL_gldm_DependenceVariance,icc,ICC_A=0.019 ≤ 0.75
wavelet-HHL_gldm_GrayLevelNonUniformity,icc,ICC_A=0.106 ≤ 0.75
wavelet-HHL_gldm_LargeDependenceEmphasis,icc,ICC_A=0.016 ≤ 0.75
wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis,icc,ICC_A=0.001 ≤ 0.75
wavelet-HHL_gldm_LowGrayLevelEmphasis,icc,ICC_A=0.038 ≤ 0.75
wavelet-HHL_gldm_SmallDependenceEmphasis,icc,ICC_A=0.559 ≤ 0.75
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,icc,ICC_A=0.329 ≤ 0.75
wavelet-HHL_ngtdm_Busyness,icc,ICC_A=0.034 ≤ 0.75
wavelet-HHL_ngtdm_Coarseness,icc,ICC_A=0.678 ≤ 0.75
wavelet-HHL_ngtdm_Contrast,icc,ICC_A=0.535 ≤ 0.75
wavelet-HHH_shape_Elongation,icc,ICC_A=0.470 ≤ 0.75
wavelet-HHH_shape_Flatness,icc,ICC_A=0.617 ≤ 0.75
wavelet-HHH_shape_Maximum2DDiameterRow,icc,ICC_A=0.739 ≤ 0.75
wavelet-HHH_shape_Maximum2DDiameterSlice,icc,ICC_A=0.650 ≤ 0.75
wavelet-HHH_shape_Maximum3DDiameter,icc,ICC_A=0.739 ≤ 0.75
wavelet-HHH_shape_MeshVolume,icc,ICC_A=0.728 ≤ 0.75
wavelet-HHH_shape_MinorAxisLength,icc,ICC_A=0.666 ≤ 0.75
wavelet-HHH_shape_Sphericity,icc,ICC_A=0.511 ≤ 0.75
wavelet-HHH_shape_SurfaceArea,icc,ICC_A=0.744 ≤ 0.75
wavelet-HHH_shape_SurfaceVolumeRatio,icc,ICC_A=0.502 ≤ 0.75
wavelet-HHH_shape_VoxelVolume,icc,ICC_A=0.729 ≤ 0.75
wavelet-HHH_firstorder_Energy,icc,ICC_A=0.729 ≤ 0.75
wavelet-HHH_firstorder_Entropy,icc,ICC_A=0.690 ≤ 0.75
wavelet-HHH_firstorder_Kurtosis,icc,ICC_A=0.397 ≤ 0.75
wavelet-HHH_firstorder_Maximum,icc,ICC_A=0.699 ≤ 0.75
wavelet-HHH_firstorder_Mean,icc,ICC_A=-0.104 ≤ 0.75
wavelet-HHH_firstorder_Median,icc,ICC_A=-0.000 ≤ 0.75
wavelet-HHH_firstorder_Skewness,icc,ICC_A=0.304 ≤ 0.75
wavelet-HHH_firstorder_TotalEnergy,icc,ICC_A=0.729 ≤ 0.75
wavelet-HHH_firstorder_Uniformity,icc,ICC_A=0.259 ≤ 0.75
wavelet-HHH_glcm_ClusterProminence,icc,ICC_A=0.710 ≤ 0.75
wavelet-HHH_glcm_ClusterShade,icc,ICC_A=0.457 ≤ 0.75
wavelet-HHH_glcm_Correlation,icc,ICC_A=0.358 ≤ 0.75
wavelet-HHH_glcm_DifferenceEntropy,icc,ICC_A=0.701 ≤ 0.75
wavelet-HHH_glcm_Id,icc,ICC_A=0.485 ≤ 0.75
wavelet-HHH_glcm_Idm,icc,ICC_A=0.359 ≤ 0.75
wavelet-HHH_glcm_Idmn,icc,ICC_A=0.497 ≤ 0.75
wavelet-HHH_glcm_Idn,icc,ICC_A=0.447 ≤ 0.75
wavelet-HHH_glcm_Imc1,icc,ICC_A=0.627 ≤ 0.75
wavelet-HHH_glcm_InverseVariance,icc,ICC_A=0.457 ≤ 0.75
wavelet-HHH_glcm_JointEnergy,icc,ICC_A=0.042 ≤ 0.75
wavelet-HHH_glcm_JointEntropy,icc,ICC_A=0.644 ≤ 0.75
wavelet-HHH_glcm_MCC,icc,ICC_A=0.269 ≤ 0.75
wavelet-HHH_glcm_MaximumProbability,icc,ICC_A=0.035 ≤ 0.75
wavelet-HHH_glcm_SumEntropy,icc,ICC_A=0.678 ≤ 0.75
wavelet-HHH_glrlm_GrayLevelNonUniformity,icc,ICC_A=0.427 ≤ 0.75
wavelet-HHH_glrlm_GrayLevelNonUniformityNormalized,icc,ICC_A=0.309 ≤ 0.75
wavelet-HHH_glrlm_LongRunEmphasis,icc,ICC_A=0.085 ≤ 0.75
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,icc,ICC_A=0.747 ≤ 0.75
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,icc,ICC_A=0.140 ≤ 0.75
wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,icc,ICC_A=0.303 ≤ 0.75
wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,icc,ICC_A=0.285 ≤ 0.75
wavelet-HHH_glrlm_RunPercentage,icc,ICC_A=0.205 ≤ 0.75
wavelet-HHH_glrlm_RunVariance,icc,ICC_A=0.056 ≤ 0.75
wavelet-HHH_glrlm_ShortRunEmphasis,icc,ICC_A=0.223 ≤ 0.75
wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,icc,ICC_A=0.348 ≤ 0.75
wavelet-HHH_glszm_GrayLevelNonUniformity,icc,ICC_A=0.745 ≤ 0.75
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,icc,ICC_A=0.279 ≤ 0.75
wavelet-HHH_glszm_LargeAreaEmphasis,icc,ICC_A=0.000 ≤ 0.75
wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,icc,ICC_A=-0.004 ≤ 0.75
wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,icc,ICC_A=0.000 ≤ 0.75
wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,icc,ICC_A=0.277 ≤ 0.75
wavelet-HHH_glszm_SmallAreaEmphasis,icc,ICC_A=0.700 ≤ 0.75
wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,icc,ICC_A=0.346 ≤ 0.75
wavelet-HHH_glszm_ZoneEntropy,icc,ICC_A=0.557 ≤ 0.75
wavelet-HHH_glszm_ZonePercentage,icc,ICC_A=0.646 ≤ 0.75
wavelet-HHH_glszm_ZoneVariance,icc,ICC_A=-0.000 ≤ 0.75
wavelet-HHH_gldm_DependenceVariance,icc,ICC_A=0.064 ≤ 0.75
wavelet-HHH_gldm_GrayLevelNonUniformity,icc,ICC_A=0.313 ≤ 0.75
wavelet-HHH_gldm_LargeDependenceEmphasis,icc,ICC_A=0.066 ≤ 0.75
wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,icc,ICC_A=0.464 ≤ 0.75
wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis,icc,ICC_A=0.021 ≤ 0.75
wavelet-HHH_gldm_LowGrayLevelEmphasis,icc,ICC_A=0.305 ≤ 0.75
wavelet-HHH_gldm_SmallDependenceEmphasis,icc,ICC_A=0.673 ≤ 0.75
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,icc,ICC_A=0.599 ≤ 0.75
wavelet-HHH_ngtdm_Busyness,icc,ICC_A=0.228 ≤ 0.75
wavelet-HHH_ngtdm_Coarseness,icc,ICC_A=0.671 ≤ 0.75
wavelet-HHH_ngtdm_Contrast,icc,ICC_A=0.698 ≤ 0.75
wavelet-HHH_ngtdm_Strength,icc,ICC_A=0.656 ≤ 0.75
wavelet-LLL_shape_Elongation,icc,ICC_A=0.470 ≤ 0.75
wavelet-LLL_shape_Flatness,icc,ICC_A=0.617 ≤ 0.75
wavelet-LLL_shape_Maximum2DDiameterRow,icc,ICC_A=0.739 ≤ 0.75
wavelet-LLL_shape_Maximum2DDiameterSlice,icc,ICC_A=0.650 ≤ 0.75
wavelet-LLL_shape_Maximum3DDiameter,icc,ICC_A=0.739 ≤ 0.75
wavelet-LLL_shape_MeshVolume,icc,ICC_A=0.728 ≤ 0.75
wavelet-LLL_shape_MinorAxisLength,icc,ICC_A=0.666 ≤ 0.75
wavelet-LLL_shape_Sphericity,icc,ICC_A=0.511 ≤ 0.75
wavelet-LLL_shape_SurfaceArea,icc,ICC_A=0.744 ≤ 0.75
wavelet-LLL_shape_SurfaceVolumeRatio,icc,ICC_A=0.502 ≤ 0.75
wavelet-LLL_shape_VoxelVolume,icc,ICC_A=0.729 ≤ 0.75
wavelet-LLL_firstorder_Energy,icc,ICC_A=0.712 ≤ 0.75
wavelet-LLL_firstorder_Kurtosis,icc,ICC_A=0.503 ≤ 0.75
wavelet-LLL_firstorder_Maximum,icc,ICC_A=0.729 ≤ 0.75
wavelet-LLL_firstorder_Median,icc,ICC_A=0.683 ≤ 0.75
wavelet-LLL_firstorder_Minimum,icc,ICC_A=0.708 ≤ 0.75
wavelet-LLL_firstorder_RootMeanSquared,icc,ICC_A=0.742 ≤ 0.75
wavelet-LLL_firstorder_Skewness,icc,ICC_A=0.671 ≤ 0.75
wavelet-LLL_firstorder_TotalEnergy,icc,ICC_A=0.712 ≤ 0.75
wavelet-LLL_glcm_Autocorrelation,icc,ICC_A=0.672 ≤ 0.75
wavelet-LLL_glcm_ClusterProminence,icc,ICC_A=0.348 ≤ 0.75
wavelet-LLL_glcm_ClusterShade,icc,ICC_A=0.562 ≤ 0.75
wavelet-LLL_glcm_Contrast,icc,ICC_A=0.508 ≤ 0.75
wavelet-LLL_glcm_Correlation,icc,ICC_A=0.744 ≤ 0.75
wavelet-LLL_glcm_DifferenceAverage,icc,ICC_A=0.526 ≤ 0.75
wavelet-LLL_glcm_DifferenceEntropy,icc,ICC_A=0.453 ≤ 0.75
wavelet-LLL_glcm_DifferenceVariance,icc,ICC_A=0.553 ≤ 0.75
wavelet-LLL_glcm_Id,icc,ICC_A=0.596 ≤ 0.75
wavelet-LLL_glcm_Idm,icc,ICC_A=0.596 ≤ 0.75
wavelet-LLL_glcm_Imc1,icc,ICC_A=0.534 ≤ 0.75
wavelet-LLL_glcm_Imc2,icc,ICC_A=0.609 ≤ 0.75
wavelet-LLL_glcm_InverseVariance,icc,ICC_A=0.616 ≤ 0.75
wavelet-LLL_glcm_JointAverage,icc,ICC_A=0.687 ≤ 0.75
wavelet-LLL_glcm_JointEnergy,icc,ICC_A=0.687 ≤ 0.75
wavelet-LLL_glcm_JointEntropy,icc,ICC_A=0.649 ≤ 0.75
wavelet-LLL_glcm_MCC,icc,ICC_A=0.601 ≤ 0.75
wavelet-LLL_glcm_SumAverage,icc,ICC_A=0.687 ≤ 0.75
wavelet-LLL_glrlm_GrayLevelNonUniformity,icc,ICC_A=0.734 ≤ 0.75
wavelet-LLL_glrlm_HighGrayLevelRunEmphasis,icc,ICC_A=0.689 ≤ 0.75
wavelet-LLL_glrlm_LongRunEmphasis,icc,ICC_A=0.512 ≤ 0.75
wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis,icc,ICC_A=0.723 ≤ 0.75
wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,icc,ICC_A=0.558 ≤ 0.75
wavelet-LLL_glrlm_LowGrayLevelRunEmphasis,icc,ICC_A=0.579 ≤ 0.75
wavelet-LLL_glrlm_RunLengthNonUniformity,icc,ICC_A=0.732 ≤ 0.75
wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,icc,ICC_A=0.567 ≤ 0.75
wavelet-LLL_glrlm_RunPercentage,icc,ICC_A=0.544 ≤ 0.75
wavelet-LLL_glrlm_RunVariance,icc,ICC_A=0.462 ≤ 0.75
wavelet-LLL_glrlm_ShortRunEmphasis,icc,ICC_A=0.565 ≤ 0.75
wavelet-LLL_glrlm_ShortRunHighGrayLevelEmphasis,icc,ICC_A=0.681 ≤ 0.75
wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,icc,ICC_A=0.582 ≤ 0.75
wavelet-LLL_glszm_GrayLevelNonUniformity,icc,ICC_A=0.731 ≤ 0.75
wavelet-LLL_glszm_GrayLevelNonUniformityNormalized,icc,ICC_A=0.621 ≤ 0.75
wavelet-LLL_glszm_GrayLevelVariance,icc,ICC_A=0.689 ≤ 0.75
wavelet-LLL_glszm_LargeAreaEmphasis,icc,ICC_A=0.631 ≤ 0.75
wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis,icc,ICC_A=0.148 ≤ 0.75
wavelet-LLL_glszm_LowGrayLevelZoneEmphasis,icc,ICC_A=0.550 ≤ 0.75
wavelet-LLL_glszm_SizeZoneNonUniformity,icc,ICC_A=0.731 ≤ 0.75
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,icc,ICC_A=0.503 ≤ 0.75
wavelet-LLL_glszm_SmallAreaEmphasis,icc,ICC_A=0.489 ≤ 0.75
wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,icc,ICC_A=0.556 ≤ 0.75
wavelet-LLL_glszm_ZonePercentage,icc,ICC_A=0.543 ≤ 0.75
wavelet-LLL_glszm_ZoneVariance,icc,ICC_A=0.624 ≤ 0.75
wavelet-LLL_gldm_DependenceNonUniformity,icc,ICC_A=0.746 ≤ 0.75
wavelet-LLL_gldm_DependenceNonUniformityNormalized,icc,ICC_A=0.549 ≤ 0.75
wavelet-LLL_gldm_DependenceVariance,icc,ICC_A=0.503 ≤ 0.75
wavelet-LLL_gldm_GrayLevelNonUniformity,icc,ICC_A=0.733 ≤ 0.75
wavelet-LLL_gldm_HighGrayLevelEmphasis,icc,ICC_A=0.684 ≤ 0.75
wavelet-LLL_gldm_LargeDependenceEmphasis,icc,ICC_A=0.540 ≤ 0.75
wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis,icc,ICC_A=0.322 ≤ 0.75
wavelet-LLL_gldm_LowGrayLevelEmphasis,icc,ICC_A=0.581 ≤ 0.75
wavelet-LLL_gldm_SmallDependenceEmphasis,icc,ICC_A=0.520 ≤ 0.75
wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis,icc,ICC_A=0.619 ≤ 0.75
wavelet-LLL_gldm_SmallDependenceLowGrayLevelEmphasis,icc,ICC_A=0.575 ≤ 0.75
wavelet-LLL_ngtdm_Busyness,icc,ICC_A=0.543 ≤ 0.75
wavelet-LLL_ngtdm_Coarseness,icc,ICC_A=0.622 ≤ 0.75
wavelet-LLL_ngtdm_Complexity,icc,ICC_A=0.682 ≤ 0.75
wavelet-LLL_ngtdm_Strength,icc,ICC_A=0.487 ≤ 0.75
wavelet-LLH_shape_Maximum2DDiameterColumn,correlation,|r|=0.941 与 wavelet-LLH_shape_MajorAxisLength
wavelet-LLH_firstorder_Range,correlation,|r|=0.915 与 wavelet-LLH_firstorder_MeanAbsoluteDeviation
wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation,correlation,|r|=0.924 与 wavelet-LLH_firstorder_Mean
wavelet-LLH_firstorder_RootMeanSquared,correlation,|r|=0.976 与 wavelet-LLH_firstorder_Minimum
wavelet-LLH_firstorder_Uniformity,correlation,|r|=0.950 与 wavelet-LLH_firstorder_Kurtosis
wavelet-LLH_firstorder_Variance,correlation,|r|=0.939 与 wavelet-LLH_firstorder_Mean
wavelet-LLH_glcm_Autocorrelation,correlation,|r|=0.966 与 wavelet-LLH_firstorder_Skewness
wavelet-LLH_glcm_ClusterTendency,correlation,|r|=0.948 与 wavelet-LLH_firstorder_Mean
wavelet-LLH_glcm_Contrast,correlation,|r|=0.930 与 wavelet-LLH_firstorder_Mean
wavelet-LLH_glcm_DifferenceAverage,correlation,|r|=0.985 与 wavelet-LLH_firstorder_Mean
wavelet-LLH_glcm_DifferenceEntropy,correlation,|r|=0.973 与 wavelet-LLH_firstorder_Kurtosis
wavelet-LLH_glcm_DifferenceVariance,correlation,|r|=0.908 与 wavelet-LLH_firstorder_Mean
wavelet-LLH_glcm_InverseVariance,correlation,|r|=0.947 与 wavelet-LLH_glcm_Idmn
wavelet-LLH_glcm_JointAverage,correlation,|r|=0.999 与 wavelet-LLH_firstorder_Skewness
wavelet-LLH_glcm_JointEnergy,correlation,|r|=0.944 与 wavelet-LLH_glcm_Idmn
wavelet-LLH_glcm_SumAverage,correlation,|r|=0.999 与 wavelet-LLH_firstorder_Skewness
wavelet-LLH_glcm_SumEntropy,correlation,|r|=0.984 与 wavelet-LLH_firstorder_Kurtosis
wavelet-LLH_glcm_SumSquares,correlation,|r|=0.998 与 wavelet-LLH_glcm_MaximumProbability
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,correlation,|r|=0.999 与 wavelet-LLH_glcm_Idmn
wavelet-LLH_glrlm_GrayLevelVariance,correlation,|r|=1.000 与 wavelet-LLH_glcm_Idn
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis,correlation,|r|=0.998 与 wavelet-LLH_glcm_Imc1
wavelet-LLH_glrlm_LongRunEmphasis,correlation,|r|=0.909 与 wavelet-LLH_glcm_Idmn
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,correlation,|r|=0.997 与 wavelet-LLH_glcm_Imc1
wavelet-LLH_glrlm_RunEntropy,correlation,|r|=0.985 与 wavelet-LLH_firstorder_Kurtosis
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,correlation,|r|=0.919 与 wavelet-LLH_glcm_Idmn
wavelet-LLH_glrlm_RunPercentage,correlation,|r|=0.916 与 wavelet-LLH_glcm_Idmn
wavelet-LLH_glrlm_RunVariance,correlation,|r|=0.901 与 wavelet-LLH_glcm_Idmn
wavelet-LLH_glrlm_ShortRunEmphasis,correlation,|r|=0.918 与 wavelet-LLH_glcm_Idmn
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,correlation,|r|=0.998 与 wavelet-LLH_glcm_Imc1
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,correlation,|r|=0.965 与 wavelet-LLH_firstorder_Kurtosis
wavelet-LLH_glszm_GrayLevelVariance,correlation,|r|=0.983 与 wavelet-LLH_glcm_Idn
wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,correlation,|r|=0.996 与 wavelet-LLH_glcm_Imc1
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,correlation,|r|=0.991 与 wavelet-LLH_glcm_Imc1
wavelet-LLH_glszm_ZonePercentage,correlation,|r|=0.964 与 wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis
wavelet-LLH_gldm_DependenceNonUniformityNormalized,correlation,|r|=0.951 与 wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis
wavelet-LLH_gldm_DependenceVariance,correlation,|r|=0.937 与 wavelet-LLH_glszm_LowGrayLevelZoneEmphasis
wavelet-LLH_gldm_GrayLevelVariance,correlation,|r|=1.000 与 wavelet-LLH_glcm_Idn
wavelet-LLH_gldm_HighGrayLevelEmphasis,correlation,|r|=0.998 与 wavelet-LLH_glcm_Imc1
wavelet-LLH_gldm_LargeDependenceEmphasis,correlation,|r|=0.963 与 wavelet-LLH_glszm_LowGrayLevelZoneEmphasis
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,correlation,|r|=0.938 与 wavelet-LLH_glcm_Imc1
wavelet-LLH_gldm_SmallDependenceEmphasis,correlation,|r|=0.960 与 wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis
wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,correlation,|r|=0.962 与 wavelet-LLH_glcm_Imc1
wavelet-LLH_ngtdm_Contrast,correlation,|r|=0.917 与 wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis
wavelet-LHL_shape_LeastAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_LeastAxisLength
wavelet-LHL_shape_MajorAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_MajorAxisLength
wavelet-LHL_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 wavelet-LLH_firstorder_10Percentile
wavelet-LHH_shape_LeastAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_LeastAxisLength
wavelet-LHH_shape_MajorAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_MajorAxisLength
wavelet-LHH_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 wavelet-LLH_firstorder_10Percentile
wavelet-HLL_shape_LeastAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_LeastAxisLength
wavelet-HLL_shape_MajorAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_MajorAxisLength
wavelet-HLL_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 wavelet-LLH_firstorder_10Percentile
wavelet-HLL_glszm_GrayLevelNonUniformity,correlation,|r|=0.975 与 wavelet-LHH_ngtdm_Strength
wavelet-HLL_glszm_SizeZoneNonUniformity,correlation,|r|=0.995 与 wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis
wavelet-HLL_gldm_DependenceNonUniformity,correlation,|r|=0.997 与 wavelet-LHH_ngtdm_Strength
wavelet-HLH_shape_LeastAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_LeastAxisLength
wavelet-HLH_shape_MajorAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_MajorAxisLength
wavelet-HLH_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 wavelet-LLH_firstorder_10Percentile
wavelet-HLH_firstorder_Entropy,correlation,|r|=0.908 与 wavelet-HLL_glcm_DifferenceEntropy
wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation,correlation,|r|=0.907 与 wavelet-HLL_glcm_InverseVariance
wavelet-HLH_glcm_DifferenceEntropy,correlation,|r|=0.905 与 wavelet-HLL_glcm_DifferenceEntropy
wavelet-HLH_glcm_Imc2,correlation,|r|=0.969 与 wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis
wavelet-HLH_glcm_InverseVariance,correlation,|r|=0.926 与 wavelet-HLH_glcm_Idm
wavelet-HLH_glcm_SumEntropy,correlation,|r|=0.905 与 wavelet-HLL_glcm_DifferenceEntropy
wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,correlation,|r|=0.925 与 wavelet-HLH_glcm_Idm
wavelet-HLH_glrlm_LongRunEmphasis,correlation,|r|=0.911 与 wavelet-HLH_glcm_Idm
wavelet-HLH_glrlm_RunEntropy,correlation,|r|=0.904 与 wavelet-HLL_glcm_DifferenceEntropy
wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,correlation,|r|=0.912 与 wavelet-HLH_glcm_Idm
wavelet-HLH_glrlm_RunPercentage,correlation,|r|=0.912 与 wavelet-HLH_glcm_Idm
wavelet-HLH_glrlm_RunVariance,correlation,|r|=0.910 与 wavelet-HLH_glcm_Idm
wavelet-HLH_glrlm_ShortRunEmphasis,correlation,|r|=0.913 与 wavelet-HLH_glcm_Idm
wavelet-HLH_glszm_GrayLevelNonUniformity,correlation,|r|=0.962 与 wavelet-LHH_ngtdm_Strength
wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,correlation,|r|=0.912 与 wavelet-HLH_glcm_SumSquares
wavelet-HLH_glszm_SizeZoneNonUniformity,correlation,|r|=0.996 与 wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,correlation,|r|=0.916 与 wavelet-HLL_gldm_LowGrayLevelEmphasis
wavelet-HLH_glszm_SmallAreaEmphasis,correlation,|r|=0.912 与 wavelet-HLL_gldm_LowGrayLevelEmphasis
wavelet-HLH_glszm_ZonePercentage,correlation,|r|=0.917 与 wavelet-HLH_glszm_GrayLevelVariance
wavelet-HLH_gldm_DependenceNonUniformity,correlation,|r|=0.997 与 wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis
wavelet-HLH_gldm_DependenceNonUniformityNormalized,correlation,|r|=0.927 与 wavelet-HLL_gldm_LowGrayLevelEmphasis
wavelet-HLH_gldm_DependenceVariance,correlation,|r|=0.911 与 wavelet-HLH_glszm_GrayLevelVariance
wavelet-HLH_gldm_LargeDependenceEmphasis,correlation,|r|=0.922 与 wavelet-HLH_gldm_GrayLevelVariance
wavelet-HLH_gldm_SmallDependenceEmphasis,correlation,|r|=0.915 与 wavelet-HLL_gldm_LowGrayLevelEmphasis
wavelet-HHL_shape_LeastAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_LeastAxisLength
wavelet-HHL_shape_MajorAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_MajorAxisLength
wavelet-HHL_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 wavelet-LLH_firstorder_10Percentile
wavelet-HHL_firstorder_10Percentile,correlation,|r|=0.929 与 wavelet-HLH_glszm_GrayLevelVariance
wavelet-HHL_firstorder_MeanAbsoluteDeviation,correlation,|r|=0.933 与 wavelet-HLH_glcm_MaximumProbability
wavelet-HHL_glcm_ClusterTendency,correlation,|r|=0.905 与 wavelet-HLH_glcm_MaximumProbability
wavelet-HHL_glcm_Contrast,correlation,|r|=0.910 与 wavelet-HLH_glcm_MaximumProbability
wavelet-HHL_glcm_DifferenceAverage,correlation,|r|=0.935 与 wavelet-HLH_glcm_MaximumProbability
wavelet-HHL_glcm_SumSquares,correlation,|r|=0.908 与 wavelet-HLH_glcm_MaximumProbability
wavelet-HHL_glrlm_RunLengthNonUniformity,correlation,|r|=0.983 与 wavelet-LHH_ngtdm_Strength
wavelet-HHL_glszm_SizeZoneNonUniformity,correlation,|r|=0.995 与 wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis
wavelet-HHL_gldm_DependenceNonUniformity,correlation,|r|=0.997 与 wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis
wavelet-HHH_shape_LeastAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_LeastAxisLength
wavelet-HHH_shape_MajorAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_MajorAxisLength
wavelet-HHH_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 wavelet-LLH_firstorder_10Percentile
wavelet-HHH_firstorder_10Percentile,correlation,|r|=0.934 与 wavelet-HLL_glcm_InverseVariance
