run_id,repeat,fold,population,population_state,training_id_hash,validation_id_hash,eligible_training_id_hash,eligible_validation_id_hash,centers,boundary,n_train_before_eligibility,n_validation_before_eligibility,n_train_after_eligibility,n_validation_after_eligibility,train_events,train_censors,validation_events,validation_censors,train_structural_absence,train_small_roi_1_9,train_extractable,validation_structural_absence,validation_small_roi_1_9,validation_extractable,n_structural_absence,n_small_roi_1_9,n_extractable,inner_5fold_feasible,paired_comparator_run_id,paired_population_equal,R_low_candidate_hash,R_high_candidate_hash,B_data_read,B_reader_invoked,B_source_opened,B_statistics_generated,performance_generated,binding_W04_modeling_protocol_sha256,binding_W03_candidate_freeze_sha256,binding_W07_outer_split_config_sha256,binding_W07_outer_split_artifact_sha256,binding_W07A_protocol_sha256,binding_W07A_amendment_json_sha256,binding_P4R_reconciliation_sha256
M0-R,3,3,main,main,abde2c29057e35bb90a835a991be6954aa1fe223f3457d0b01e7fda8dcee6ab1,1997d04f032f32f3a144587030fffc44fd4a7a9fd8c26c77f6d2f326443e621d,abde2c29057e35bb90a835a991be6954aa1fe223f3457d0b01e7fda8dcee6ab1,1997d04f032f32f3a144587030fffc44fd4a7a9fd8c26c77f6d2f326443e621d,"[2.121887943851978,3.6035286950437753]",2.8627083194478766,314,79,314,79,71,243,18,61,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M1-R,3,3,main,main,abde2c29057e35bb90a835a991be6954aa1fe223f3457d0b01e7fda8dcee6ab1,1997d04f032f32f3a144587030fffc44fd4a7a9fd8c26c77f6d2f326443e621d,abde2c29057e35bb90a835a991be6954aa1fe223f3457d0b01e7fda8dcee6ab1,1997d04f032f32f3a144587030fffc44fd4a7a9fd8c26c77f6d2f326443e621d,"[2.121887943851978,3.6035286950437753]",2.8627083194478766,314,79,314,79,71,243,18,61,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M2-R,3,3,main,main,abde2c29057e35bb90a835a991be6954aa1fe223f3457d0b01e7fda8dcee6ab1,1997d04f032f32f3a144587030fffc44fd4a7a9fd8c26c77f6d2f326443e621d,abde2c29057e35bb90a835a991be6954aa1fe223f3457d0b01e7fda8dcee6ab1,1997d04f032f32f3a144587030fffc44fd4a7a9fd8c26c77f6d2f326443e621d,"[2.121887943851978,3.6035286950437753]",2.8627083194478766,314,79,314,79,71,243,18,61,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M3L_vs_M3H,3,3,dual_radiomics,comparison_only,abde2c29057e35bb90a835a991be6954aa1fe223f3457d0b01e7fda8dcee6ab1,1997d04f032f32f3a144587030fffc44fd4a7a9fd8c26c77f6d2f326443e621d,9b818ebef268a8fb7bf30bb298bffcb26de31461f040f0f738d0323ab6b417bf,b6fc6e02dc89481ac31308f050615cbd66f7a55272ecc2e955f5e8aa9cbe286e,"[2.121887943851978,3.6035286950437753]",2.8627083194478766,314,79,277,70,65,212,15,55,25,12,277,4,5,70,29,17,347,True,M3H_dual_radiomics,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M0,3,4,main,main,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,315,78,72,243,17,61,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M1,3,4,main,main,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,315,78,72,243,17,61,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M2,3,4,main,main,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,315,78,72,243,17,61,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M0_W_available,3,4,W_available,W_available,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,315,78,72,243,17,61,0,0,0,0,0,0,0,0,0,True,M5,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M5,3,4,W_available,W_available,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,315,78,72,243,17,61,0,0,0,0,0,0,0,0,0,True,M0_W_available,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M2_R_low,3,4,R_low,R_low,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,5a2882b718eeb3bb7fab48fbcf951c96301fc4c83fe5aa79ad6d256fb2f83263,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,313,78,71,242,17,61,1,1,313,0,0,78,1,1,391,True,M3L,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M3L,3,4,R_low,R_low,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,5a2882b718eeb3bb7fab48fbcf951c96301fc4c83fe5aa79ad6d256fb2f83263,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,313,78,71,242,17,61,1,1,313,0,0,78,1,1,391,True,M2_R_low,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M2_R_high,3,4,R_high,R_high,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,a42142fd041cf7b7ec3ce2616b5aeefb29815bf98b9e0859d75fd2b3f1b985ff,7feaffd13287c161eb2e72055505bc6448bf36d448b6af0aecc714555893e836,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,285,71,68,217,16,55,19,8,288,4,3,71,23,11,359,True,M3H,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M3H,3,4,R_high,R_high,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,a42142fd041cf7b7ec3ce2616b5aeefb29815bf98b9e0859d75fd2b3f1b985ff,7feaffd13287c161eb2e72055505bc6448bf36d448b6af0aecc714555893e836,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,285,71,68,217,16,55,19,8,288,4,3,71,23,11,359,True,M2_R_high,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M2_dual_radiomics,3,4,dual_radiomics,dual_radiomics,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,257cfda339c88196df6cadbeb30a7b8896d8c6afc63e1c8cfbb16bebce725138,7feaffd13287c161eb2e72055505bc6448bf36d448b6af0aecc714555893e836,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,283,71,67,216,16,55,20,9,286,4,3,71,24,12,357,True,M3L_dual_radiomics,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M3L_dual_radiomics,3,4,dual_radiomics,dual_radiomics,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,257cfda339c88196df6cadbeb30a7b8896d8c6afc63e1c8cfbb16bebce725138,7feaffd13287c161eb2e72055505bc6448bf36d448b6af0aecc714555893e836,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,283,71,67,216,16,55,20,9,286,4,3,71,24,12,357,True,M2_dual_radiomics,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M3H_dual_radiomics,3,4,dual_radiomics,dual_radiomics,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,257cfda339c88196df6cadbeb30a7b8896d8c6afc63e1c8cfbb16bebce725138,7feaffd13287c161eb2e72055505bc6448bf36d448b6af0aecc714555893e836,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,283,71,67,216,16,55,20,9,286,4,3,71,24,12,357,True,M2_dual_radiomics,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M4,3,4,dual_radiomics,dual_radiomics,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,257cfda339c88196df6cadbeb30a7b8896d8c6afc63e1c8cfbb16bebce725138,7feaffd13287c161eb2e72055505bc6448bf36d448b6af0aecc714555893e836,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,283,71,67,216,16,55,20,9,286,4,3,71,24,12,357,True,M2_dual_radiomics,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M0-R,3,4,main,main,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,315,78,72,243,17,61,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M1-R,3,4,main,main,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,315,78,72,243,17,61,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
M2-R,3,4,main,main,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,77d46bab0e410ccae66ed3180e8bb5f32fd0c5f70c81b8f0ca996eecdfc659a9,8ba47a2ed6346c5c1722187688696ace68138c826f7845b60a1c759660b93f33,"[2.0831808850048676,3.4410383583245667]",2.762109621664717,315,78,315,78,72,243,17,61,0,0,0,0,0,0,0,0,0,True,none,True,a5f6b8e571d222ce442b87b54c7fe295ccfce3201cfc1f75c3859a00fcbc46b0,a0bbb4b4ab475fffb725dd2c04c407273cf57c486bd00198e3d77f736e7434ce,False,False,False,False,False,888a4bbc871548fbef9cacc767d00cc9f01ed68d4396e20ee2063a0c098c3dfe,ae3ed731308d4915675678258bc1c23d9a9e9e493fec4dd57745e7049a3b5cb2,535f0aa7caef877727dc08bb70741b1c96ed4542230b5cfbf173eeff48677217,24764ee31381621d6a71098a00277743b126a8f00c382afb89d819357ece6502,adc8665ed5bc639353744bc6f2aa22ab421cf0a88e457057123ee29fbf7bcc70,0ca857a7b22c5b948c675f9970cc07b5a908c3f486be3f5656c86e20b5479f14,374ddc9f6ecd01c04ff957576f032fec18f0ebbb53f6651a725ad0b6aff7786d
