影像号,reader,structural_state,status,failure_class,failure_reason,diagnostics_Configuration_EnabledImageTypes,diagnostics_Configuration_Settings,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Hash,diagnostics_Image-original_Maximum,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Size,diagnostics_Image-original_Spacing,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_CenterOfMass,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Size,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_VoxelNum,diagnostics_Versions_Numpy,diagnostics_Versions_PyRadiomics,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Versions_SimpleITK
IMG-5B9E750116,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,f438dedc5214883dfc8245970dcd85104591fef6,10.143064498901367,3.9749327996413952,0.0,"(46, 42, 37)","(1.0, 0.9999999999999999, 2.0)","(5, 5, 3, 36, 31, 28)","(0.3260757483521992, 31.968993140360894, -12.850012973318439)","(22.184964960713526, 17.104693140794225, 14.374389466978126)",883ae37aebb1d80cabd7a80e1ec83f924df8e911,"(46, 42, 37)","(1.0, 0.9999999999999999, 2.0)",2.0,4709.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-81E9925726,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,b3e22168d518d87571b767e5bfa77047b635d69d,9.184597969055176,4.018375494566389,-0.18321682512760162,"(51, 39, 29)","(1.0, 1.0, 2.0)","(5, 5, 5, 41, 22, 19)","(3.796777237601898, 37.55009172470565, -25.946163326226028)","(29.211513859275055, 15.725373134328358, 12.790618336886993)",7574edc57b1ec5e46afd421f8fc74b1c9e011a62,"(51, 39, 29)","(1.0, 1.0, 2.0)",4.0,2345.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-FE253BFCC1,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,84cc84a3b9921e9d3f7ba1f7cab77227d8179921,8.871962547302246,2.5730963248906207,-0.1889222115278244,"(60, 60, 34)","(1.0, 0.9999999999999999, 2.0)","(7, 5, 1, 48, 50, 32)","(0.6480425243709718, 25.741783002383798, -30.029888476388948)","(31.567462181715683, 28.570985624354037, 15.641595414826647)",d3dd66950b638b0462e1b126013c0106d8a6e2a2,"(60, 60, 34)","(1.0, 0.9999999999999999, 2.0)",1.0,21286.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-7F272E52C4,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,7feaf53bc18206e699c75c924628d285ccb2d857,9.328042030334473,3.0965735170436677,0.12302451580762863,"(41, 50, 26)","(1.0, 0.9999999999999998, 2.0)","(5, 5, 5, 31, 40, 16)","(-0.7175192071540515, 50.981565813265306, -10.855150222700171)","(21.44923932124049, 25.411644236395553, 12.754973668812172)",96cfd9f3301c61d077ac6565f712219afe59272e,"(41, 50, 26)","(1.0, 0.9999999999999998, 2.0)",1.0,6836.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-8EEA8E66A1,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,bdbd434b8cd3085993629c6e5fed91ce5a9eb901,8.043192863464355,2.912813590005153,0.20551598072052002,"(41, 40, 29)","(1.0, 1.0, 2.0)","(5, 5, 5, 31, 30, 19)","(-1.0030384437150026, 63.01767812318981, 60.594638463023756)","(20.422861556284996, 20.472678123189805, 15.267619231511874)",c5a5c5b7da7bd3b38caefebd6cf0c5e114530fd4,"(41, 40, 29)","(1.0, 1.0, 2.0)",1.0,5179.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-2586B3625A,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,b0df429c32886b17f2403790382cccee4e8a7ca8,10.912834167480469,2.803201285192245,0.15896141529083252,"(40, 39, 28)","(1.0, 1.0, 1.9999999999999998)","(5, 5, 5, 30, 27, 18)","(3.0137632104934724, 33.324726608369765, -54.220055590256095)","(19.81886321049344, 15.117426608369769, 9.844472204871956)",0afe77cb4c43c0e04141d0b16a4e8a6c7922d483,"(40, 39, 28)","(1.0, 1.0, 1.9999999999999998)",8.0,1601.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-9E2C4ABE0B,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,dab10ed04a177682575258d1b65eb36e34607eb4,8.41828441619873,3.0871089199512642,0.12249957770109177,"(64, 59, 32)","(0.9999999999999999, 0.9999999999999999, 2.0)","(7, 13, 5, 46, 33, 25)","(-9.971754654870026, 33.47692518906973, 29.498319729543034)","(29.445435827041866, 29.405628002745367, 17.807366735300846)",640c935f65c08959f15aa9a28a99a73cae588255,"(64, 59, 32)","(0.9999999999999999, 0.9999999999999999, 2.0)",1.0,8742.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-56F78D7F71,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,ba9c8cc19c5b34a4786b142381252eb5d5c6b591,10.313605308532715,2.9181992082269685,-0.030791638419032097,"(73, 94, 54)","(1.0, 1.0, 1.9999999999999998)","(5, 5, 5, 63, 84, 44)","(-1.531913336519068, 28.71164143898944, -2.8002980220648013)","(35.804886663480914, 44.740541438989425, 29.70040098896761)",46e705be4c020027bdf8c12cd3d41318a839cffe,"(73, 94, 54)","(1.0, 1.0, 1.9999999999999998)",6.0,48131.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-03F1BA49E0,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,2eccc2a285d27c5f6d02e5645f5fe06b2b56e723,14.34756851196289,3.619021843052121,0.013464725576341152,"(49, 62, 31)","(0.9999999999999999, 0.9999999999999999, 2.0)","(5, 12, 1, 39, 45, 25)","(3.7614324314103236, 28.22461492582978, 14.133744262336599)","(26.294299602297833, 31.922227132125496, 16.601855943437915)",dc663d6780b60ecf5a5357ca87ec75f5f25c5589,"(49, 62, 31)","(0.9999999999999999, 0.9999999999999999, 2.0)",23.0,2263.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-2F73457616,R1,single-H-low,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,beb64e29ad428e14c6e9b994bdaff74c01d1f317,6.74788236618042,1.69307551550346,-0.09026974439620972,"(51, 65, 33)","(0.9999999999999999, 1.0, 1.9999999999999998)","(5, 5, 3, 41, 55, 25)","(-2.493321320227068, 38.037769032026276, 72.63233135300868)","(27.379900526623757, 27.90579286132241, 15.3734640140433)",a4f7344c4f7ac900dbfd96d7cdce8f3d8b296169,"(51, 65, 33)","(0.9999999999999999, 1.0, 1.9999999999999998)",1.0,6836.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-AD2B6907E7,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,85f50194e8b67d8ddf5e5e34b98d6486dd3b537d,6.156097888946533,2.8142992986195186,0.23652756214141846,"(48, 46, 30)","(1.0, 1.0, 1.9999999999999998)","(5, 5, 5, 38, 36, 20)","(-3.1808111512141792, 38.105538227047035, 43.18137650416887)","(24.246308553971488, 22.645366598778004, 15.305117107942973)",6c599cfc65528b46b4542f57845360fa4d1803d6,"(48, 46, 30)","(1.0, 1.0, 1.9999999999999998)",1.0,7856.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-FF74DF2CB0,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,f5d7da3402e3d7f6723c1e7e651f9f93e91c8d0f,8.578643798828125,3.045352065226306,-0.274630069732666,"(40, 46, 30)","(1.0, 1.0, 1.9999999999999998)","(5, 6, 5, 30, 35, 20)","(-7.441732079550352, 64.98782334630353, 34.82793865110246)","(17.673367920449632, 21.142023346303503, 12.948119325551232)",40d06e9e2a89cc268aa668dd323edb9c9c33b6a9,"(40, 46, 30)","(1.0, 1.0, 1.9999999999999998)",1.0,4626.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-CA8DB0E356,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,567707a182b4147eb6206f39750447d5bbb12899,7.880000591278076,2.965808863256291,0.10272929817438126,"(38, 43, 24)","(1.0, 1.0, 2.0)","(5, 5, 3, 28, 33, 16)","(-6.144226726554432, 44.02453063144105, 14.012548526330017)","(19.067858594067452, 20.77326290125965, 11.842340511986997)",5978a68170063e53aaf3fe0193b130092fb9c70b,"(38, 43, 24)","(1.0, 1.0, 2.0)",1.0,2461.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-D0FB6C7AE7,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,f165b025d0bd3cddfceadcee8f816f762e89b7c4,5.924983024597168,2.34786868731021,0.0,"(52, 48, 26)","(1.0, 1.0, 2.0)","(7, 6, 7, 36, 36, 13)","(2.9925578616335216, 26.40853447456297, 7.808266273387176)","(25.607553722596048, 22.80855220316909, 12.82548296071196)",745719b2bb3a02d8ab766af353ff2391d5514700,"(52, 48, 26)","(1.0, 1.0, 2.0)",1.0,4607.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-37A61CD40F,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,c7852248b25acdc5cc14385fd09c3f7634e48a50,9.654202461242676,3.122055669084878,0.3971136808395386,"(56, 51, 33)","(0.9999999999999999, 0.9999999999999999, 2.0)","(5, 5, 5, 46, 41, 23)","(-4.184527169722578, 18.770944163955644, -3.383766962305998)","(28.711890243902438, 20.350332594235034, 16.157566518847005)",04f727851624e7774aaf5bae2841b51cc59777c1,"(56, 51, 33)","(0.9999999999999999, 0.9999999999999999, 2.0)",3.0,7216.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-F9D06E12D1,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,7e164b9e322b33e7d3b27f449f2fae4e58b5cd8d,9.035225868225098,2.3626097370841195,0.02402578666806221,"(68, 50, 33)","(0.9999999999999999, 1.0, 2.0)","(5, 5, 5, 58, 39, 28)","(-9.38543331761197, 57.73082467793567, 53.52424921795426)","(35.383097098953506, 23.56788978672672, 18.919194595310636)",a80d050bae850f29db7edcea9fc5798c0d3273a1,"(68, 50, 33)","(0.9999999999999999, 1.0, 2.0)",3.0,15098.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-924E797A9E,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,ab961e4222d5e153bf43d2669ac82002c4381df6,9.84952449798584,3.5939655574081617,0.13438062369823456,"(50, 45, 31)","(0.9999999999999999, 0.9999999999999999, 1.9999999999999998)","(5, 5, 1, 40, 35, 25)","(-16.61464089700303, 43.51534196285782, -21.9964932715387)","(26.75764603565734, 20.755761704594867, 11.551239310044934)",31c609c9f606baddebcd2f2f0b0fae0075118c2c,"(50, 45, 31)","(0.9999999999999999, 0.9999999999999999, 1.9999999999999998)",5.0,6899.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-A6F90B5698,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,3c1b605548860918a30a5ddeb81f3b9d4cfec950,11.975823402404785,3.9763730098290986,-0.06793979555368423,"(39, 48, 35)","(1.0, 1.0, 1.9999999999999998)","(6, 5, 5, 28, 36, 25)","(-14.381780336581038, 22.935047564216127, -21.55651789193977)","(23.188219663418955, 15.664747564216121, 19.686891054030117)",0a1804d4c371274cb110dd05a052f553ce3d3491,"(39, 48, 35)","(1.0, 1.0, 1.9999999999999998)",8.0,2258.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-38CE1E9C5E,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,b03a050fd1cd75010d7d74c886771214b14479de,10.238032341003418,3.0463945352490316,0.3508172631263733,"(41, 33, 26)","(0.9999999999999999, 1.0, 2.0)","(6, 5, 5, 30, 23, 16)","(-2.373257897936277, 26.619869637060596, -19.197459764859843)","(23.00838135149293, 14.845468831849136, 10.676794133053955)",cca2b89577042c80b62828cf4ac457d71aca055e,"(41, 33, 26)","(0.9999999999999999, 1.0, 2.0)",3.0,1909.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-7692AF5B6E,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,63c446c3c1360873a9dbeae632e431ba9fa46ab9,8.936275482177734,3.5239157232005573,-0.20036549866199493,"(39, 43, 27)","(0.9999999999999999, 1.0, 1.9999999999999998)","(5, 5, 5, 29, 33, 17)","(-37.28789267222015, 32.10724901964598, 0.026378188934984337)","(19.805236834363047, 18.32097675786996, 12.93498087672845)",31414057fd3f47b481c929b32123be722b358942,"(39, 43, 27)","(0.9999999999999999, 1.0, 1.9999999999999998)",1.0,3399.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-185ACED11B,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,5b5a941bf384aefae91082f8a66eba4d856b9938,11.685964584350586,3.65036427956355,0.4321407079696655,"(39, 36, 28)","(1.0, 1.0, 1.9999999999999998)","(6, 5, 5, 28, 26, 18)","(10.171915956801966, 51.89418915021963, -53.534206741444976)","(21.14470284237726, 19.44496124031008, 10.178294573643411)",292a5ed874d397fb59d957d8c18f509e17a24ebd,"(39, 36, 28)","(1.0, 1.0, 1.9999999999999998)",4.0,1935.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-731AEA47FE,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,509b167c478f680cd53d1e551b47f91be89f8dc0,7.886048316955566,2.2418703011757812,-0.43979066610336304,"(53, 62, 34)","(1.0, 1.0, 1.9999999999999998)","(5, 5, 3, 43, 52, 28)","(-10.474039331006729, 10.395380703691245, 9.895397978170799)","(23.766235718580877, 25.558027660853877, 15.361169573060733)",726950b63bcb1712c43732fa83509ed776346ea7,"(53, 62, 34)","(1.0, 1.0, 1.9999999999999998)",1.0,13304.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-E26D72CC96,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,4f171f1c8bc4aeedd17494782b65071caee42b96,9.339715003967285,3.273601430389734,-0.1294047236442566,"(47, 41, 27)","(1.0, 0.9999999999999999, 1.9999999999999998)","(5, 5, 5, 36, 31, 17)","(-18.166118446100583, 51.001966155695925, 33.3044426406951)","(24.63949073039982, 20.46370337279428, 11.730176457449184)",4e86199ebe9ac35fc79fbb45673dca2c1e9e0212,"(47, 41, 27)","(1.0, 0.9999999999999999, 1.9999999999999998)",1.0,4477.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-A3393E0C00,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,2e16d79b156fe8511e1db3effb70122719842b59,10.214588165283203,3.020296926920613,0.2784503102302551,"(41, 36, 24)","(1.0, 1.0, 1.9999999999999998)","(5, 5, 5, 31, 26, 14)","(-6.805161862613861, 45.12523393454339, -41.36698208719439)","(20.99688385269122, 17.928328611898017, 11.36628895184136)",c06994757b7d77230610f8098e5f6838458e811f,"(41, 36, 24)","(1.0, 1.0, 1.9999999999999998)",2.0,3530.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-D06C7EE47C,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,9f9a9e26e8669b85d44799831e48b9bae00690b4,8.489681243896484,3.065992723369026,0.24936985969543457,"(52, 51, 30)","(0.9999999999999999, 1.0, 2.0)","(5, 5, 5, 42, 41, 20)","(3.074772732624485, 35.12554914716034, -17.875018916474794)","(25.675682507583417, 22.758004718570948, 12.992585102797438)",00bc2accb5a4f9956272d21edc6bed207c6ab1f0,"(52, 51, 30)","(0.9999999999999999, 1.0, 2.0)",1.0,11868.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-2760B2A8FA,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,32f12103100c0fd33ffeb25b62d0c0d164b856a5,7.69992733001709,2.5945197149760735,0.30664512515068054,"(41, 40, 28)","(1.0, 0.9999999999999999, 2.0)","(5, 5, 5, 31, 30, 18)","(0.5231217279369211, 47.00059703666243, -9.075882696484623)","(20.314599751140605, 21.776233927830777, 12.548527581916217)",9a8918b5c9b2173b016c5423895df3bfda6772c5,"(41, 40, 28)","(1.0, 0.9999999999999999, 2.0)",1.0,4822.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-02B7360D27,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,e1460cd934cf4fabba543b449de523afc67215c8,13.856200218200684,3.2464236057697957,0.17667743563652039,"(45, 43, 32)","(1.0, 0.9999999999999999, 2.0)","(5, 5, 5, 35, 33, 22)","(-9.637655830402814, 32.8493795187463, 30.048524390324012)","(23.775662903649252, 23.52743502231557, 15.297059595694408)",aba6df3aab5ba9ff00afda5a0760921a96e7769c,"(45, 43, 32)","(1.0, 0.9999999999999999, 2.0)",1.0,7618.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-C518AF9324,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,a926490a6c1748bc00321c0ab904bbdabb0fab84,9.163514137268066,3.522551903193642,0.4792058765888214,"(49, 59, 28)","(1.0, 1.0, 2.0)","(5, 5, 5, 38, 47, 23)","(-0.25444627938280817, 39.3722688476511, -41.42601471055361)","(23.326866404715126, 28.660731827111984, 16.6924115913556)",a86ef0e80217c05037c6d5b2f3928c41d0f1b723,"(49, 59, 28)","(1.0, 1.0, 2.0)",4.0,8144.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
