影像号,reader,structural_state,status,failure_class,failure_reason,diagnostics_Configuration_EnabledImageTypes,diagnostics_Configuration_Settings,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Hash,diagnostics_Image-original_Maximum,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Size,diagnostics_Image-original_Spacing,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_CenterOfMass,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Size,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_VoxelNum,diagnostics_Versions_Numpy,diagnostics_Versions_PyRadiomics,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Versions_SimpleITK
IMG-79A4F0ADA9,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,3f152a2b74e09365a067bab4a04539371183d348,10.87004566192627,3.856721388342102,0.05684062838554382,"(40, 46, 36)","(1.0, 1.0, 1.9999999999999998)","(5, 5, 5, 29, 36, 26)","(-3.3402871270533083, 59.12967720415689, 8.63204924572576)","(19.6552128729467, 22.99597720415689, 18.97787462286289)",71336ec4a690e6232725b124dd335c5e6ca85c97,"(40, 46, 36)","(1.0, 1.0, 1.9999999999999998)",1.0,5966.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-455A5A01E4,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,4175eb78b39973a63c51ff69b448551b2abcbbdb,8.087757110595703,2.2556214021129533,-0.14142200350761414,"(42, 49, 30)","(0.9999999999999999, 1.0, 2.0)","(5, 7, 5, 32, 37, 20)","(7.905317566763598, 37.98158243939384, 6.442115737745219)","(22.340454195535028, 20.56716705157814, 14.901462663587376)",f96e94dd3fa9cdf30324652a0c5d9a09a37fac73,"(42, 49, 30)","(0.9999999999999999, 1.0, 2.0)",1.0,5196.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-24923A3FA1,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,15c1cec6977dcd807807efead3aae5c7762dc417,9.488499641418457,4.064245087200765,-0.06000382825732231,"(41, 35, 27)","(0.9999999999999999, 1.0, 1.9999999999999998)","(5, 8, 5, 30, 22, 17)","(-6.920451615534432, 47.57145453628211, 3.8831835484690416)","(17.566212054553453, 17.90101187857457, 13.360756709194897)",8394bc45d2993aa0e031eb0a0de1764a41f9b357,"(41, 35, 27)","(0.9999999999999999, 1.0, 1.9999999999999998)",5.0,2273.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-76AA075229,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,31aa1e170847fab1907cf2c5c71a657bdb817f2a,10.236237525939941,3.5085610002714174,-0.17367307841777802,"(56, 44, 34)","(1.0, 0.9999999999999999, 1.9999999999999998)","(6, 5, 5, 45, 34, 24)","(-9.099809344190366, 46.32140421617388, 40.62627535767648)","(27.656238974479596, 23.654474891214864, 17.854404327884275)",3abbe8c333e911c462bd6940c0c430a34cced5a9,"(56, 44, 34)","(1.0, 0.9999999999999999, 1.9999999999999998)",4.0,8503.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-94B3FD2C28,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,0a5b3bde725a1807cad22ef12e4486fd558d4638,11.368725776672363,3.748117466449066,0.12411729246377945,"(43, 38, 32)","(1.0, 0.9999999999999999, 2.0)","(6, 5, 5, 32, 28, 22)","(-4.177453935152183, 57.9433394425279, -4.377933639913639)","(20.439469605648355, 19.841053900464956, 15.924057172378165)",e2dcdd56ab361f5a46b4ac7e82561a3d498604ed,"(43, 38, 32)","(1.0, 0.9999999999999999, 2.0)",1.0,5807.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-FC78791CB1,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,6741bf664992ff3bba2e609e1aa21743a8fa2ad1,11.846467971801758,3.93087059162686,-0.0654313936829567,"(55, 65, 38)","(1.0, 1.0, 1.9999999999999998)","(5, 6, 5, 45, 54, 28)","(-16.147246503758584, 39.428828333313504, 4.965974303595473)","(27.077310099398698, 32.203951405080375, 18.840287151797767)",7e1b3ca05844b520c447712e7c1c722278cef1e4,"(55, 65, 38)","(1.0, 1.0, 1.9999999999999998)",1.0,16298.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-833E2B96C5,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,25bde5d745dee65e59b2c0e137a04c13c59cd362,6.731173992156982,2.825491866982124,0.0,"(44, 51, 27)","(1.0, 0.9999999999999999, 2.0)","(12, 16, 0, 12, 9, 19)","(-8.79020362935464, 24.248877277760975, 51.81366957045507)","(16.91304347826087, 21.26086956521739, 13.173913043478262)",4608800985ea8b098e126743788672027e43d999,"(44, 51, 27)","(1.0, 0.9999999999999999, 2.0)",6.0,23.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-23C5F88703,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,11fa14efdf3e1e93a6cedf74adb72267eee31c27,8.20993709564209,2.9320541382887844,0.33552736043930054,"(47, 43, 30)","(1.0, 1.0, 1.9999999999999998)","(9, 7, 5, 32, 31, 20)","(-23.049559845559827, 32.09308069498072, 34.110441698841676)","(18.354440154440155, 25.294980694980694, 17.049420849420848)",b2a99ec28a93e48bf8647b675fd2e3ebba180aa3,"(47, 43, 30)","(1.0, 1.0, 1.9999999999999998)",12.0,1295.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-BE4E03A7EC,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,08c051acea9114f4537c3ea9f83d7da9d02c4307,7.813564300537109,2.546708915266081,0.20429925620555878,"(53, 50, 31)","(1.0, 0.9999999999999999, 2.0)","(16, 21, 6, 17, 8, 11)","(-8.573075875270199, 59.38910810023083, -21.97018507074346)","(19.0, 24.384615384615383, 9.948717948717949)",0e6d09f37508d9eee3053ed7a4a58cda0887faaa,"(53, 50, 31)","(1.0, 0.9999999999999999, 2.0)",4.0,39.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-CF55BF6E7E,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,139e2fdcc0d034fb163d48d59f549e236d80bfbf,11.623190879821777,4.093781859386205,-0.0032114896457642317,"(36, 41, 24)","(1.0, 0.9999999999999999, 2.0)","(5, 9, 5, 26, 27, 14)","(-16.537071820361852, 45.919053272492896, -14.154356722922259)","(18.041313168572483, 22.126890446329767, 10.447436370343047)",edfa4cca19262bbefee14a41470edc903e403994,"(36, 41, 24)","(1.0, 0.9999999999999999, 2.0)",2.0,2711.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-2993B54556,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,dd887021c944f8e1e529e675737d90f170883221,10.390154838562012,3.9078343784493517,0.11346084624528885,"(48, 38, 32)","(1.0, 1.0, 2.0)","(6, 10, 5, 31, 23, 22)","(-17.13849635799747, 49.58385151145147, 40.62304205145264)","(22.712053571428573, 21.1484375, 14.443080357142858)",f7def00adc2b2a4c7db40cc381e942ec66901eb3,"(48, 38, 32)","(1.0, 1.0, 2.0)",6.0,1792.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-4C2D1F3E83,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,f9bbcaca6fb6ad4a85177de29f82fb8f242dad03,11.548237800598145,3.320352846602625,0.3090190589427948,"(30, 33, 23)","(1.0, 1.0, 1.9999999999999998)","(6, 7, 6, 19, 21, 12)","(-8.982797297297274, 36.84044324324325, -4.946732432432441)","(14.342702702702702, 17.563243243243242, 11.663783783783783)",8ee54117cc9d487e1b7e3cb995699e807b14bebc,"(30, 33, 23)","(1.0, 1.0, 1.9999999999999998)",2.0,925.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-64F9D9EAFD,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,743c527d4f3d3de997ab963fd1590c80386f2bd0,13.440780639648438,3.6778408760278567,-0.04530810937285423,"(36, 42, 19)","(1.0, 1.0, 2.0)","(7, 5, 5, 24, 30, 12)","(-5.310671110750331, 64.97338805812477, 15.663859909492881)","(17.483443708609272, 21.32847682119205, 9.491390728476821)",90308b857991407256534efa5957348f4e4f4d68,"(36, 42, 19)","(1.0, 1.0, 2.0)",4.0,755.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-99018A3BBF,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,ff3130f2bfddd76ad3cf20a644bd07afdcee1588,12.56887435913086,4.3352703497962315,-0.26502275466918945,"(46, 51, 34)","(0.9999999999999999, 0.9999999999999999, 2.0)","(5, 5, 5, 36, 41, 28)","(-6.234611683890517, 46.52170941974921, -60.571090870107334)","(22.810685663401603, 27.494390026714157, 18.487177203918076)",91b4ce975b5d16c9c2be840c51250aa4fd677f3d,"(46, 51, 34)","(0.9999999999999999, 0.9999999999999999, 2.0)",2.0,11230.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-50E116010A,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,74cba9b3693a36b2652d0958474caa2fabb03307,11.956924438476562,3.706590890267772,0.019448669627308846,"(58, 49, 38)","(1.0, 1.0, 1.9999999999999998)","(5, 5, 5, 48, 39, 28)","(-3.871311541376695, 28.191163239853925, -8.968204954179015)","(25.647488458623304, 23.829463239853926, 19.643147522910493)",491cbee93d36a27684670e5ed0fb458fdf4c00de,"(58, 49, 38)","(1.0, 1.0, 1.9999999999999998)",3.0,14513.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-B58B195A92,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,794b4b8287bf39375999efcfdf49e072ac8aa075,8.56441593170166,2.7921320454312912,0.0,"(68, 59, 34)","(0.9999999999999999, 1.0, 2.0)","(12, 9, 4, 48, 42, 25)","(9.175819450581084, 40.259353463361855, 17.562531826771462)","(39.443613707165106, 26.022056074766354, 14.292336448598132)",862591e7adb6e84232674ee5fcfda3085f316fdb,"(68, 59, 34)","(0.9999999999999999, 1.0, 2.0)",6.0,8025.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-1B12ABD1BD,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,12e66eae1c08f2139452abf2bab1c613d3a2b151,8.999987602233887,3.8135553359892698,-0.420429527759552,"(42, 91, 29)","(1.0, 1.0, 2.0)","(5, 5, 1, 28, 81, 23)","(10.493624171135648, 30.541097511622347, -21.814287053838356)","(17.526315789473685, 24.134615384615383, 17.469635627530366)",1c7a7a4553412f486c31fcbc1f7e214d73eb0488,"(42, 91, 29)","(1.0, 1.0, 2.0)",7.0,988.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-E32C034F3E,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,be556c199af66c06d4fd51fe8f7599c5441b4139,8.605889320373535,3.1292459653467244,0.0,"(65, 62, 34)","(0.9999999999999999, 1.0, 1.9999999999999998)","(6, 10, 1, 52, 45, 28)","(10.41025214952305, 40.75449958816418, 50.33213163798984)","(25.926985693142576, 34.52787370498273, 11.043660582141095)",98ce3069504bb80caeeca77d975a8abdb7ccbe90,"(65, 62, 34)","(0.9999999999999999, 1.0, 1.9999999999999998)",39.0,4054.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-3764EDD622,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,f1d3a843237bc81239785c8b11a5402f0febc15f,14.737098693847656,3.9263721414267403,-0.33989956974983215,"(75, 75, 39)","(0.9999999999999999, 0.9999999999999999, 2.0)","(5, 5, 5, 64, 65, 29)","(-8.435648917091306, 39.85785161763661, -2.4907929717710786)","(36.44117447846112, 35.74346383094012, 19.373374424275266)",d80a8a4f4f90f55d9a7830ed66afb28b8577b005,"(75, 75, 39)","(0.9999999999999999, 0.9999999999999999, 2.0)",5.0,29528.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-64AB7DEE94,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,c67a8feb15f8b2daaad1c1d742fc019d2fac5305,9.838746070861816,3.025447233515099,0.0018513282993808389,"(59, 64, 38)","(1.0, 1.0, 1.9999999999999998)","(7, 5, 0, 46, 53, 33)","(-8.883785483484036, 18.848126453541227, 13.36344671833104)","(24.964533908459142, 24.433740714114546, 13.917804936496525)",50b15db6c426873e65531a6250e8d865f425200b,"(59, 64, 38)","(1.0, 1.0, 1.9999999999999998)",22.0,8346.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-D41184EA72,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,a73d66da65190680e70bc3bec94ddea00e91f6ac,7.022137641906738,2.6087115690765947,0.0,"(33, 42, 27)","(1.0, 0.9999999999999999, 2.0)","(8, 8, 16, 17, 11, 7)","(4.809858134114956, 52.93088136884816, 45.92594021759969)","(19.457142857142856, 11.514285714285714, 17.6)",74a0ca78b2fed1371f6cc3c7cf2b4b60859c05b2,"(33, 42, 27)","(1.0, 0.9999999999999999, 2.0)",4.0,35.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-7A55781B9B,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,2dc0fdad561f43cdde63608c3f2f176cd8db47bf,8.022188186645508,2.71351622112125,0.11704418808221817,"(45, 46, 34)","(1.0, 1.0, 1.9999999999999998)","(5, 9, 7, 30, 32, 21)","(-13.86400756741082, 39.6650285010148, 17.415090750942294)","(18.178892432589155, 24.483328501014785, 15.831545375471151)",00df52aa29db2065c1e06fe21dd33ca39f9f7c33,"(45, 46, 34)","(1.0, 1.0, 1.9999999999999998)",3.0,3449.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-1956F93A94,R1,dual-habitat,technical_failure,technical_failure,"ValueError: Size of the ROI is too small (minimum size: 10, ROI size: 6",,,,,,,,,,,,,,,,,,,,,,
IMG-A22BE3ED59,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,ece59caa4f78d8395c6e71a6bb8264f3d2e00d25,11.374316215515137,3.5903729234643156,-0.1210087463259697,"(65, 63, 39)","(1.0, 0.9999999999999999, 2.0)","(8, 5, 1, 52, 51, 32)","(-2.3893822786724286, 48.12135638867736, 1.0518083105599914)","(34.84780779657848, 31.86594372253903, 11.12377302047303)",ca204eab2f5e560f106e92decb33777b32a6e118,"(65, 63, 39)","(1.0, 0.9999999999999999, 2.0)",18.0,10697.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-18C4D92767,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,a9dd4c09b9cdb60a06e182dbccd71b7c6db0e0dd,6.865801811218262,2.2829483248103295,0.05222761631011963,"(43, 65, 38)","(1.0, 1.0, 1.9999999999999998)","(25, 31, 8, 4, 16, 4)","(-4.013824959398608, 31.058966666666684, 56.8640733966566)","(27.11111111111111, 38.666666666666664, 9.38888888888889)",cab7fb7c6ab1ee9b94a76a75c8ed7b5aa14e2f11,"(43, 65, 38)","(1.0, 1.0, 1.9999999999999998)",2.0,18.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-6816D8B955,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,ee821cf591062fa610acffb18b540a4d084ea340,11.54985523223877,2.715746870988628,0.2646814286708832,"(40, 52, 33)","(1.0, 1.0, 2.0)","(5, 6, 3, 30, 41, 25)","(-19.763286672007855, 19.026616747791298, -61.99361974259034)","(18.011796246648792, 26.84986595174263, 15.272815013404825)",ccf6d18e42b4f73cfe77b1f7985376f5d5b259d6,"(40, 52, 33)","(1.0, 1.0, 2.0)",2.0,9325.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-492B7B6733,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,29f21a09fc8abe933eb715c6e58cea247872ca8c,8.138586044311523,3.5177356190106366,0.13749699294567108,"(32, 32, 23)","(1.0, 1.0, 2.0)","(5, 5, 5, 22, 22, 13)","(4.237937687220532, 53.916749384143884, -48.07127403305298)","(13.815524193548388, 17.14516129032258, 8.94858870967742)",9241d3fde9de0196d5d0fd5b289192e5c886c3be,"(32, 32, 23)","(1.0, 1.0, 2.0)",2.0,992.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-1C08E2D087,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,65bdc4df47fba0b1632d1c43daf88baab51ad430,10.449858665466309,3.3028932096308665,0.0,"(55, 52, 34)","(1.0, 0.9999999999999999, 2.0)","(5, 7, 1, 43, 40, 28)","(-12.833016611851239, 52.493998821850354, 58.746227606731736)","(28.281280310378275, 27.534917555771095, 9.36760426770126)",e7f5fcfd3438877d27cf1f3946da0d5fe09db6dc,"(55, 52, 34)","(1.0, 0.9999999999999999, 2.0)",21.0,4124.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-DE81D2274C,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,f16737fe9d69f6a15b5d7432694bbb5f5cd553e5,13.344117164611816,3.8760460018597733,0.12382086366415024,"(41, 31, 30)","(1.0, 1.0, 2.0)","(5, 5, 5, 31, 21, 20)","(16.80999831223628, 55.099370886075945, 43.31711139240507)","(20.994198312236286, 16.49367088607595, 15.691455696202532)",fbdedfab7fa0b8236bd6ca0b6660ad6844e935c8,"(41, 31, 30)","(1.0, 1.0, 2.0)",2.0,1896.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
