影像号,reader,structural_state,status,failure_class,failure_reason,diagnostics_Configuration_EnabledImageTypes,diagnostics_Configuration_Settings,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Hash,diagnostics_Image-original_Maximum,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Size,diagnostics_Image-original_Spacing,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_CenterOfMass,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Size,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_VoxelNum,diagnostics_Versions_Numpy,diagnostics_Versions_PyRadiomics,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Versions_SimpleITK
IMG-8E80801B31,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,5b46725c4a995ead6423a110f4e95005bff799a5,10.484166145324707,3.766717226565785,-0.06164180859923363,"(51, 44, 28)","(1.0, 0.9999999999999999, 1.9999999999999998)","(5, 6, 5, 41, 32, 18)","(10.17151106802609, 46.924818056907014, 18.839137774933782)","(23.46326587191572, 22.94898807873579, 12.475464374826727)",d8efe6c13454a46312a4dd92943d719eca4b6c23,"(51, 44, 28)","(1.0, 0.9999999999999999, 1.9999999999999998)",4.0,3607.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-218FC1F5F4,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,e4e90bd9b648969b5989ca9e741210e9dae6aa61,14.184216499328613,4.1122279304916205,-0.012483571656048298,"(48, 46, 28)","(1.0, 1.0, 2.0)","(5, 5, 5, 38, 36, 18)","(-14.550886161879891, 64.06944969538728, 53.23220769364665)","(21.800913838120106, 22.222149695387294, 12.037423846823325)",43d4d964c08eda8de05bc2c7654d7a095ddeb51e,"(48, 46, 28)","(1.0, 1.0, 2.0)",4.0,4596.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-6503C91771,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,e291d83455743ff385e649b6235a0450ca430ce3,6.901783466339111,2.3739908036123656,0.0,"(78, 73, 31)","(1.0, 1.0, 2.0)","(5, 6, 5, 68, 61, 25)","(-0.363100747268966, 28.475933338470682, 44.93740796706635)","(37.744583501547574, 24.802314627910107, 19.993002287713633)",e11b572e5f4d72d42956616679af9f80be82a48f,"(78, 73, 31)","(1.0, 1.0, 2.0)",50.0,7431.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-D53B868EF7,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,f430ee015feb7eddc3fe65e5c0f0695491c858dd,8.68668270111084,3.1999023602467886,0.13835139572620392,"(47, 60, 31)","(0.9999999999999998, 1.0, 2.0)","(6, 7, 3, 35, 45, 20)","(-11.738390175177145, 29.457601171740773, -16.809341918670487)","(19.758474576271187, 27.207097457627118, 8.430084745762711)",889fdb9a803ac55dd3ca16fc70dc6a27fe0f2ea2,"(47, 60, 31)","(0.9999999999999998, 1.0, 2.0)",26.0,1888.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-C9A32358E2,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,7216402b7b14a5947cc3720516339781469e2e57,9.488293647766113,3.358316088066474,0.0,"(62, 57, 34)","(1.0, 0.9999999999999999, 2.0)","(8, 5, 0, 46, 43, 29)","(-26.04958315560103, 43.55353277406738, -23.75268600354967)","(31.906180065415736, 27.627818901704252, 11.333103804441384)",08d857245ed93cd4ea53d0818e8561f3d9d26ac6,"(62, 57, 34)","(1.0, 0.9999999999999999, 2.0)",19.0,5809.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-73EC16A018,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,f0249f9ed07a5a5a9b20ecf8128647a2c9abcf76,6.293940544128418,2.500976021931883,-0.008692232891917229,"(49, 54, 28)","(1.0, 1.0, 2.0)","(24, 15, 0, 8, 19, 20)","(-10.135099766161385, 37.0918994864756, 5.451215782813492)","(25.514285714285716, 19.285714285714285, 11.4)",f16bf17ab24b7c320a3bfcd798d74788133f72dc,"(49, 54, 28)","(1.0, 1.0, 2.0)",8.0,35.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-ABE2BDFA58,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,74ef1250ffd0a0ae17e268abb70dc5470f16821b,14.580245971679688,4.666928148913069,-0.08266755938529968,"(45, 37, 28)","(1.0, 0.9999999999999999, 2.0)","(5, 5, 5, 34, 27, 18)","(-5.062548370053406, 42.674952661356514, 13.104221703346212)","(21.408390194591863, 19.05863027546121, 14.142279504675258)",d6ce2d3f1f338b41fb6783863540d57cf360c98a,"(45, 37, 28)","(1.0, 0.9999999999999999, 2.0)",1.0,3957.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-70A9D26F9D,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,bcab0e0db71df643d707a5e2bc8097cfad9ec09f,9.664109230041504,3.4019057505070434,-0.04996619373559952,"(65, 62, 34)","(1.0, 1.0, 2.0)","(5, 6, 0, 55, 51, 31)","(-4.196784706827913, 41.251810723966074, -24.328258578764725)","(31.464518385728653, 33.09531721393905, 14.203664028682612)",e15c273c1cc9ef49654a8fd52bf98d704ece4fd6,"(65, 62, 34)","(1.0, 1.0, 2.0)",4.0,22871.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-6E71728D0A,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,e41356d7cd2b4704805520fbced4244404c788d9,10.052477836608887,3.859639738642438,0.0,"(34, 30, 31)","(1.0, 1.0, 1.9999999999999998)","(6, 5, 6, 21, 20, 19)","(-11.12977606945191, 53.51572360898392, -30.815800202893094)","(16.00671960904093, 14.21014050091631, 12.227855833842394)",fa99822580c56d10c1c36c8b042bf6e404247b06,"(34, 30, 31)","(1.0, 1.0, 1.9999999999999998)",4.0,1637.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-23A7063684,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,0e55a31f5de5bad72459dc63e7690963d4534bbd,10.50877571105957,2.9751476806572774,-0.009248805232346058,"(48, 48, 30)","(1.0, 1.0, 2.0)","(5, 6, 5, 37, 36, 20)","(-15.558547404844287, 66.43207508650517, 46.49819044982699)","(21.79325259515571, 26.58477508650519, 8.670415224913494)",c900d3cf1a827e397765cc987d7b910fd0fe7785,"(48, 48, 30)","(1.0, 1.0, 2.0)",15.0,1156.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-35F9CC61BB,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,2f3144aeaf7fb16d068a921875e3e7d29264eab5,11.200323104858398,3.5243612345502315,0.6146466732025146,"(33, 37, 30)","(1.0, 1.0, 2.0)","(5, 8, 5, 21, 21, 20)","(1.0380897637795243, 50.98699763779527, 38.05027244094488)","(16.881889763779526, 19.818897637795274, 14.73523622047244)",1cbdf71bd4684d04760770462b4d601ac9154f1b,"(33, 37, 30)","(1.0, 1.0, 2.0)",4.0,1016.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-40F7945830,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,c267112a96c023c47c15370f0b0b6db399836ed2,11.39837646484375,4.094316937692098,-0.03949934244155884,"(52, 49, 34)","(1.0, 1.0, 1.9999999999999998)","(5, 5, 5, 42, 39, 24)","(-5.251917483660105, 41.97074183006538, -5.895292810457526)","(22.38858251633987, 24.39624183006536, 17.42565359477124)",f300723e63569565dc0a38ee778dcbbce1604115,"(52, 49, 34)","(1.0, 1.0, 1.9999999999999998)",5.0,9792.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-86B97F5EA4,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,1a40816b5aee38d188d68f3b4319b931e582364a,10.386229515075684,3.5984052948242344,0.062459878623485565,"(52, 40, 31)","(1.0, 1.0, 1.9999999999999998)","(5, 5, 5, 42, 29, 21)","(-23.344239174352218, 48.39693583662717, -14.38509451032061)","(24.499560825647784, 18.61923583662714, 11.9187527448397)",b2fba8407c28245a75421a57b20a006b0ca42d5b,"(52, 40, 31)","(1.0, 1.0, 1.9999999999999998)",9.0,4554.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-C96DEADDCC,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,e0d61d440f74abd252df5057b93a6ec22aba8cd1,12.55883502960205,4.31616889787628,0.2480051964521408,"(58, 50, 30)","(1.0, 0.9999999999999999, 2.0)","(5, 5, 5, 48, 40, 20)","(-6.077278195798847, 17.015755510288813, 17.460788277905614)","(29.14872877097779, 25.589388001205908, 13.780625062807758)",ba6a25e6cc9bdbf17204296028790d0ad4463429,"(58, 50, 30)","(1.0, 0.9999999999999999, 2.0)",1.0,9951.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-2B3A14E938,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,c45dff7d470bfda74af77baceeb63e33a8f257a7,8.055505752563477,3.3748338579476003,0.2766953706741333,"(53, 52, 29)","(1.0, 0.9999999999999999, 2.0)","(5, 5, 3, 40, 42, 21)","(3.359568637665596, 36.14943572113934, -3.2538095187699874)","(25.04219615509938, 27.617790811339198, 13.494297816878461)",e5a65ef11a9abc5915fcdd16ed402daacd359d7e,"(53, 52, 29)","(1.0, 0.9999999999999999, 2.0)",13.0,6138.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-4A7EB02AA5,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,d9a0a5727c34ffd907e9317ec3652b97e4ea88eb,9.835540771484375,3.6227074084316104,0.22657069563865662,"(27, 31, 20)","(0.9999999999999999, 1.0, 2.0)","(5, 5, 7, 17, 21, 8)","(-14.298441598336389, 32.89774230894173, -42.88273666378467)","(11.38, 15.547272727272727, 11.8)",2e38312eae6cc1ce97daace400a8cff9abbf9163,"(27, 31, 20)","(0.9999999999999999, 1.0, 2.0)",2.0,550.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-75AAF241EB,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,d4226b639aae3c960a0ddbaae4b4ad972403d64c,11.017943382263184,3.2892119898313155,0.12412276118993759,"(49, 59, 33)","(1.0, 1.0, 1.9999999999999998)","(12, 13, 3, 25, 21, 30)","(-0.9501911824234313, 4.0910004853871715, 63.44363374272186)","(25.020725388601036, 24.479274611398964, 14.308290155440414)",14db95cf20c9ca801f1ce81b2bf9068c4ac629ce,"(49, 59, 33)","(1.0, 1.0, 1.9999999999999998)",27.0,386.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-F3334A786F,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,3fb037e87057fb9ec4d69e2f392025ecb8cccdd4,9.911641120910645,3.3741903150617265,-0.1576041728258133,"(69, 65, 33)","(0.9999999999999999, 1.0, 2.0)","(5, 6, 0, 57, 53, 28)","(4.9459288730636715, 44.98633413402257, -12.037253147636736)","(31.052549847816636, 32.002298279396236, 10.216348841542953)",b71acb210ccac8e791e22751e830be25ab46b956,"(69, 65, 33)","(0.9999999999999999, 1.0, 2.0)",13.0,16099.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-221E334705,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,de646088b1ab55f7299bb2d6f2d9fe4cf6126f06,11.562180519104004,4.093635096791967,0.0,"(57, 46, 34)","(1.0, 0.9999999999999999, 2.0)","(7, 5, 5, 45, 36, 24)","(-13.728146138875289, 53.28146508373919, 22.186157816128134)","(29.366257493576935, 23.51013417071082, 16.712389380530972)",8440832289937accea251f6f4bcd365816617243,"(57, 46, 34)","(1.0, 0.9999999999999999, 2.0)",6.0,7006.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-F23C8BACCE,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,62bc1828b47dbfae2dc3abcb4b51216abccf7458,11.362591743469238,4.065209180585137,-0.10165374726057053,"(57, 46, 37)","(0.9999999999999999, 1.0, 2.0)","(5, 5, 5, 47, 36, 27)","(-8.155660767568726, 51.49941857324671, 43.09188405345229)","(27.549725296600048, 20.554821243729595, 20.06226610398917)",9b9f5428397f9f16efc0588f08c05927a4ae7461,"(57, 46, 37)","(0.9999999999999999, 1.0, 2.0)",1.0,12559.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-EB5661F755,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,31121d6b72695cbb1ac2ba0df2747ee75533f8ea,9.779014587402344,3.574457457348311,-0.18339413404464722,"(44, 50, 31)","(1.0, 1.0, 2.0)","(7, 7, 3, 30, 36, 20)","(-0.021499980663183038, 38.32774281056512, 55.4502771633047)","(18.789348549690917, 27.490727532097004, 14.185449358059914)",5c18c970f0678ae109e6a238745776584512d033,"(44, 50, 31)","(1.0, 1.0, 2.0)",8.0,2103.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-4058D9DB94,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,b5b105643d760597b3501b4928544fb97626da7a,7.345914840698242,3.0054271742286756,0.07353848218917847,"(54, 54, 30)","(1.0, 1.0, 2.0)","(12, 12, 5, 35, 26, 20)","(-2.7476409230400165, 22.254196115828975, 9.007448854004032)","(26.5364238410596, 27.364238410596027, 17.85430463576159)",40fb29c7511e7331a5973768fcd3ff425896e880,"(54, 54, 30)","(1.0, 1.0, 2.0)",20.0,302.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-541979D707,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,c7a2b0ee59034594b6e148f995c34147a90512eb,11.116101264953613,4.490625260960784,-0.16753238439559937,"(43, 42, 31)","(1.0, 0.9999999999999999, 1.9999999999999998)","(5, 5, 5, 29, 32, 21)","(35.47729806730642, 37.75789763856208, -4.060898324462144)","(17.52340425531915, 18.290481522956327, 16.067189249720045)",2aa94c51a6f08ee962bf98413502ccae200dec93,"(43, 42, 31)","(1.0, 0.9999999999999999, 1.9999999999999998)",3.0,4465.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-101973A652,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,052eb570e30e65427bd9ef4e7b9d2cdb75fa0766,7.338049411773682,2.415406481464547,0.0,"(59, 65, 34)","(0.9999999999999999, 1.0, 2.0)","(11, 16, 0, 31, 31, 33)","(-13.040327337710057, -2.956507368990856, 51.013414896656265)","(30.80851063829787, 24.4468085106383, 20.02127659574468)",4bf01b56d3f1150c4c4b90e75c880d336c9de55b,"(59, 65, 34)","(0.9999999999999999, 1.0, 2.0)",8.0,94.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-08DAD293D8,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,5e586b315ce45d42ceacad3bfb489add7fb33d91,9.613414764404297,3.155393123628351,-0.1391841471195221,"(54, 55, 34)","(0.9999999999999999, 1.0, 1.9999999999999998)","(7, 7, 3, 40, 37, 28)","(-15.125749140698169, 39.73786415271631, 8.294375320976862)","(27.007278020378457, 27.78311499272198, 7.723435225618632)",e53465c9f06800cd50b863bdacd2034110f141e4,"(54, 55, 34)","(0.9999999999999999, 1.0, 1.9999999999999998)",23.0,1374.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-AF33632FA3,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,d1d9915ff721dd2fd415488a11d5295e0c211235,12.277715682983398,3.7812494662542053,-0.16833578050136566,"(48, 59, 33)","(1.0, 1.0000000000000002, 2.0)","(5, 6, 1, 38, 48, 27)","(-13.97224999568106, 32.53878358523829, 13.291063139529074)","(24.78887381275441, 31.38900949796472, 17.687109905020353)",d8b8075280d84d6e9d058aab518b754159ff2efc,"(48, 59, 33)","(1.0, 1.0000000000000002, 2.0)",6.0,7370.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-C0A4DCF961,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,b3b07d7edfe469a5f2e3a283f4acee4544506189,11.457530975341797,4.432542333574089,-0.20451965928077698,"(45, 45, 29)","(0.9999999999999999, 1.0, 1.9999999999999996)","(6, 5, 3, 34, 35, 21)","(0.8823569821047528, 36.22011455777538, 80.36946160588674)","(21.232061347452984, 24.03779441299982, 13.256162132554318)",6619501caa7c02951fa825a69ece65782963df93,"(45, 45, 29)","(0.9999999999999999, 1.0, 1.9999999999999996)",1.0,5477.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
IMG-E1FBDC8477,R1,dual-habitat,extractable,none,,{'Original': {}},"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 0.248808}",3D,981f448d0d1c7e98eb199d7f6c546425af9b1bd6,12.71245002746582,4.39372335772593,-0.30035361647605896,"(34, 33, 27)","(1.0, 1.0, 2.0)","(5, 6, 5, 24, 22, 17)","(-17.732601176488625, 58.31487153594485, -30.094006260521184)","(16.611607142857142, 18.453125, 12.73139880952381)",0d9208a8181b4c0accfbbd36df9e42d13c3ce951,"(34, 33, 27)","(1.0, 1.0, 2.0)",1.0,2688.0,1.21.6,v3.0.1,1.3.0,3.7.12,2.2.1
