feature,mean_A,std_A
original_glcm_Imc1,-0.08192203122296028,0.02865507336624511
original_firstorder_InterquartileRange,7.180660377358491,3.5278913657353517
original_glszm_LargeAreaEmphasis,823.3746520097486,5279.021630235983
original_glrlm_GrayLevelNonUniformity,618.8050381941047,773.0403171360631
original_glszm_LargeAreaLowGrayLevelEmphasis,12.746931162709355,98.72293207347795
original_glszm_LowGrayLevelZoneEmphasis,0.008808389643213371,0.009851961068118182
original_glcm_JointEnergy,0.006106431556757586,0.005689607545805738
original_glrlm_LowGrayLevelRunEmphasis,0.007049071273411511,0.00645061214262384
original_firstorder_10Percentile,19.654716981132076,4.60307797095517
original_glcm_MaximumProbability,0.014114916098247492,0.011479951289960651
original_firstorder_Entropy,4.346432595590083,0.5563149517811381
original_glrlm_LongRunLowGrayLevelEmphasis,0.009350998389252936,0.01046150824288674
original_gldm_LowGrayLevelEmphasis,0.006973651408315884,0.0063311993010953275
original_ngtdm_Busyness,1.754420581064707,2.9536322709964966
original_glcm_Correlation,0.520142888906212,0.11981122214239964
original_gldm_GrayLevelNonUniformity,695.8323600507985,918.66073269814
original_glrlm_ShortRunLowGrayLevelEmphasis,0.006584406448471101,0.005760363163158991
original_glszm_ZoneVariance,810.5267751361264,5271.339925149866
original_ngtdm_Contrast,0.090010706373647,0.053123493856906595
original_shape_MajorAxisLength,46.228998320405665,12.815792887522871
original_glszm_SmallAreaLowGrayLevelEmphasis,0.006401346382818489,0.0073502053247055995
original_glcm_Imc2,0.6835274965456375,0.11114678824658482
original_firstorder_90Percentile,33.363773584905665,9.596418794768455
original_glcm_MCC,0.5667631034567346,0.1114222216788141
original_shape_LeastAxisLength,25.38934824314812,8.94216306984735
