feature,stage,reason
original_firstorder_RobustMeanAbsoluteDeviation,correlation,|r|=0.911 与 original_firstorder_InterquartileRange
original_firstorder_RootMeanSquared,correlation,|r|=0.985 与 original_firstorder_Entropy
original_firstorder_Uniformity,correlation,|r|=0.945 与 original_firstorder_InterquartileRange
original_glcm_DifferenceEntropy,correlation,|r|=0.962 与 original_firstorder_InterquartileRange
original_glcm_Id,correlation,|r|=0.948 与 original_firstorder_InterquartileRange
original_glcm_Idm,correlation,|r|=0.938 与 original_firstorder_InterquartileRange
original_glcm_InverseVariance,correlation,|r|=0.943 与 original_firstorder_InterquartileRange
original_glcm_JointAverage,correlation,|r|=0.920 与 original_firstorder_Entropy
original_glcm_JointEntropy,correlation,|r|=0.995 与 original_firstorder_InterquartileRange
original_glcm_SumAverage,correlation,|r|=0.920 与 original_firstorder_Entropy
original_glcm_SumEntropy,correlation,|r|=0.995 与 original_firstorder_InterquartileRange
original_glrlm_GrayLevelNonUniformityNormalized,correlation,|r|=1.000 与 original_glrlm_GrayLevelNonUniformity
original_glrlm_LongRunEmphasis,correlation,|r|=0.922 与 original_glrlm_GrayLevelNonUniformity
original_glrlm_RunEntropy,correlation,|r|=0.993 与 original_firstorder_InterquartileRange
original_glrlm_RunLengthNonUniformityNormalized,correlation,|r|=0.939 与 original_glrlm_LowGrayLevelRunEmphasis
original_glrlm_RunPercentage,correlation,|r|=0.928 与 original_glrlm_LowGrayLevelRunEmphasis
original_glrlm_RunVariance,correlation,|r|=0.922 与 original_glrlm_GrayLevelNonUniformity
original_glrlm_ShortRunEmphasis,correlation,|r|=0.928 与 original_glrlm_LowGrayLevelRunEmphasis
original_glszm_GrayLevelNonUniformityNormalized,correlation,|r|=0.981 与 original_glrlm_GrayLevelNonUniformity
original_glszm_ZoneEntropy,correlation,|r|=0.922 与 original_firstorder_InterquartileRange
original_glszm_ZonePercentage,correlation,|r|=0.948 与 original_glrlm_LowGrayLevelRunEmphasis
original_gldm_DependenceNonUniformityNormalized,correlation,|r|=0.956 与 original_glrlm_LowGrayLevelRunEmphasis
original_gldm_DependenceVariance,correlation,|r|=0.961 与 original_glszm_LargeAreaEmphasis
original_gldm_LargeDependenceEmphasis,correlation,|r|=0.949 与 original_glszm_LargeAreaEmphasis
original_gldm_LargeDependenceLowGrayLevelEmphasis,correlation,|r|=0.926 与 original_gldm_GrayLevelNonUniformity
original_gldm_SmallDependenceEmphasis,correlation,|r|=0.953 与 original_glrlm_LowGrayLevelRunEmphasis
