feature,stage,reason
log-sigma-3-0-mm-3D_glcm_DifferenceEntropy,correlation,|r|=0.942 与 log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_glcm_Id,correlation,|r|=0.946 与 log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_glcm_Idm,correlation,|r|=0.942 与 log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_glcm_InverseVariance,correlation,|r|=0.949 与 log-sigma-3-0-mm-3D_glcm_Idn
log-sigma-3-0-mm-3D_glcm_JointEnergy,correlation,|r|=0.905 与 log-sigma-3-0-mm-3D_firstorder_RootMeanSquared
log-sigma-3-0-mm-3D_glcm_JointEntropy,correlation,|r|=0.972 与 log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_glcm_MaximumProbability,correlation,|r|=0.905 与 log-sigma-3-0-mm-3D_firstorder_RootMeanSquared
log-sigma-3-0-mm-3D_glcm_SumEntropy,correlation,|r|=0.971 与 log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,correlation,|r|=0.990 与 log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,correlation,|r|=0.954 与 log-sigma-3-0-mm-3D_firstorder_RootMeanSquared
log-sigma-3-0-mm-3D_glrlm_RunEntropy,correlation,|r|=0.921 与 log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,correlation,|r|=0.941 与 log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis
log-sigma-3-0-mm-3D_glrlm_RunPercentage,correlation,|r|=0.936 与 log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis
log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,correlation,|r|=0.933 与 log-sigma-3-0-mm-3D_firstorder_RootMeanSquared
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,correlation,|r|=0.991 与 log-sigma-2-0-mm-3D_firstorder_Uniformity
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,correlation,|r|=0.945 与 log-sigma-2-0-mm-3D_firstorder_Uniformity
log-sigma-3-0-mm-3D_glszm_ZonePercentage,correlation,|r|=0.908 与 log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_glszm_ZoneVariance,correlation,|r|=0.991 与 log-sigma-2-0-mm-3D_firstorder_Uniformity
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,correlation,|r|=0.906 与 log-sigma-3-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_gldm_DependenceVariance,correlation,|r|=0.913 与 log-sigma-3-0-mm-3D_firstorder_RootMeanSquared
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,correlation,|r|=0.978 与 log-sigma-3-0-mm-3D_gldm_DependenceEntropy
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,correlation,|r|=0.929 与 log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis
log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis,correlation,|r|=0.911 与 log-sigma-3-0-mm-3D_glcm_Idn
