feature,icc_A,n_A,icc_B,n_B,pass
log-sigma-1-0-mm-3D_shape_Elongation,0.4697598842624501,22,0.5738864996852152,8,False
log-sigma-1-0-mm-3D_shape_Flatness,0.616507232972749,22,0.6148435803984232,8,False
log-sigma-1-0-mm-3D_shape_LeastAxisLength,0.7669594053436322,22,0.8118146024205378,8,True
log-sigma-1-0-mm-3D_shape_MajorAxisLength,0.7644796519635452,22,0.5697862559124197,8,True
log-sigma-1-0-mm-3D_shape_Maximum2DDiameterColumn,0.8211426819564499,22,0.4773879265459173,8,True
log-sigma-1-0-mm-3D_shape_Maximum2DDiameterRow,0.7385779235397708,22,0.3607357215725509,8,False
log-sigma-1-0-mm-3D_shape_Maximum2DDiameterSlice,0.6496447982144226,22,0.5852050439216012,8,False
log-sigma-1-0-mm-3D_shape_Maximum3DDiameter,0.739142709602197,22,0.41764856156734387,8,False
log-sigma-1-0-mm-3D_shape_MeshVolume,0.7283102577095294,22,0.5641616353792328,8,False
log-sigma-1-0-mm-3D_shape_MinorAxisLength,0.6657388317444173,22,0.6521972274917414,8,False
log-sigma-1-0-mm-3D_shape_Sphericity,0.5113266810893029,22,0.764270329765584,8,False
log-sigma-1-0-mm-3D_shape_SurfaceArea,0.7442170545138365,22,0.7226857197978283,8,False
log-sigma-1-0-mm-3D_shape_SurfaceVolumeRatio,0.5015427142356769,22,0.11105134467485078,8,False
log-sigma-1-0-mm-3D_shape_VoxelVolume,0.7286509529434513,22,0.5653591439073548,8,False
log-sigma-1-0-mm-3D_firstorder_10Percentile,0.7779835680220009,22,0.29530201342281875,8,True
log-sigma-1-0-mm-3D_firstorder_90Percentile,0.2765426297394928,22,0.5844748858447489,8,False
log-sigma-1-0-mm-3D_firstorder_Energy,0.7284716274107664,22,0.5544479218316803,8,False
log-sigma-1-0-mm-3D_firstorder_Entropy,0.6947974544307396,22,0.42781926385680946,8,False
log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.6548861497537484,22,0.6083916083916082,8,False
log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.4876425935103693,22,0.37406865301613007,8,False
log-sigma-1-0-mm-3D_firstorder_Maximum,0.5248868778280547,22,0.24468664850136235,8,False
log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.6208294013980077,22,0.35522769611355554,8,False
log-sigma-1-0-mm-3D_firstorder_Mean,0.22154721228999047,22,0.5284908408380764,8,False
log-sigma-1-0-mm-3D_firstorder_Median,0.339718106252259,22,0.5783132530120482,8,False
log-sigma-1-0-mm-3D_firstorder_Minimum,0.354279560387571,22,0.22965630114566285,8,False
log-sigma-1-0-mm-3D_firstorder_Range,0.42530683588554946,22,0.26433350488934637,8,False
log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.6314557780260431,22,0.47317403509725,8,False
log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.16794231572387933,22,0.5854515671327626,8,False
log-sigma-1-0-mm-3D_firstorder_Skewness,0.7250876155181314,22,0.8360494907894028,8,False
log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.7284716274107664,22,0.5544479218316805,8,False
log-sigma-1-0-mm-3D_firstorder_Uniformity,0.7307715558848771,22,0.5493172929826432,8,False
log-sigma-1-0-mm-3D_firstorder_Variance,0.5018094767453678,22,0.22492395796376946,8,False
log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.20128490061042192,22,0.18333058649716097,8,False
log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.30292461859739167,22,0.024147956321969782,8,False
log-sigma-1-0-mm-3D_glcm_ClusterShade,0.20483514376209805,22,0.6246192840169511,8,False
log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.5462539266065454,22,0.22814674692952414,8,False
log-sigma-1-0-mm-3D_glcm_Contrast,0.42362239138560853,22,0.2010720131525531,8,False
log-sigma-1-0-mm-3D_glcm_Correlation,0.1597657258381731,22,0.6468647657445663,8,False
log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.6250885404475598,22,0.338987544425465,8,False
log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.69280579633272,22,0.3863342839258718,8,False
log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.3659346818746477,22,0.15266664847335976,8,False
log-sigma-1-0-mm-3D_glcm_Id,0.7645368932244305,22,0.528983901096194,8,True
log-sigma-1-0-mm-3D_glcm_Idm,0.773479721753933,22,0.5585323443047888,8,True
log-sigma-1-0-mm-3D_glcm_Idmn,0.6619689140539611,22,0.2522618386944645,8,False
log-sigma-1-0-mm-3D_glcm_Idn,0.6812224851630536,22,0.2789328572048391,8,False
log-sigma-1-0-mm-3D_glcm_Imc1,0.909063732709359,22,0.3890559419091738,8,True
log-sigma-1-0-mm-3D_glcm_Imc2,0.8705627065789658,22,0.5586392098660267,8,True
log-sigma-1-0-mm-3D_glcm_InverseVariance,0.7753182131830212,22,0.5448336501728993,8,True
log-sigma-1-0-mm-3D_glcm_JointAverage,0.327133401533156,22,0.2880628511138681,8,False
log-sigma-1-0-mm-3D_glcm_JointEnergy,0.7117044932827731,22,0.5660507681269942,8,False
log-sigma-1-0-mm-3D_glcm_JointEntropy,0.6828943393845986,22,0.36979444125725214,8,False
log-sigma-1-0-mm-3D_glcm_MCC,0.5405144634919009,22,0.5324451363511963,8,False
log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.7155875240800322,22,0.5660975605424563,8,False
log-sigma-1-0-mm-3D_glcm_SumAverage,0.3271334015331567,22,0.2880628511138674,8,False
log-sigma-1-0-mm-3D_glcm_SumEntropy,0.6875361329731157,22,0.4346480443667379,8,False
log-sigma-1-0-mm-3D_glcm_SumSquares,0.5212602679164418,22,0.20801042506146233,8,False
log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,0.8798909201992303,22,0.6971898572272456,8,True
log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.728882970813602,22,0.5346350669602392,8,False
log-sigma-1-0-mm-3D_glrlm_GrayLevelVariance,0.4992675494875286,22,0.21932415833395025,8,False
log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.20317698348696897,22,0.17663265107590856,8,False
log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,0.8167207502289943,22,0.7528825138846105,8,True
log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.2045042379825277,22,0.18014853339636344,8,False
log-sigma-1-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.477609944386756,22,0.4357830436952674,8,False
log-sigma-1-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.4682049862245083,22,0.36606198194212564,8,False
log-sigma-1-0-mm-3D_glrlm_RunEntropy,0.6614143160917083,22,0.3145620573257971,8,False
log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformity,0.7017512234696758,22,0.5363191983083051,8,False
log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.8098417942578028,22,0.7668470516390609,8,True
log-sigma-1-0-mm-3D_glrlm_RunPercentage,0.8140385442748026,22,0.7618016224547849,8,True
log-sigma-1-0-mm-3D_glrlm_RunVariance,0.8232127258914406,22,0.7414743078785051,8,True
log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis,0.8095500248940388,22,0.7660922942329909,8,True
log-sigma-1-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.20316896887652156,22,0.17617130614090676,8,False
log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.4649668298457398,22,0.34785060967267073,8,False
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,0.7991200692650926,22,0.5289501527189978,8,True
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.7077463092890584,22,0.3313996004491352,8,False
log-sigma-1-0-mm-3D_glszm_GrayLevelVariance,0.4692127178764443,22,0.1506905360185492,8,False
log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.20125217851682647,22,0.15258564974831842,8,False
log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis,0.8715106231563843,22,0.7457209682029671,8,True
log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.4533574607909642,22,0.355939435425328,8,False
