repeat_id,fold,imputation,radiomics_after_filter,model2_nonzero,model3_radiomics_nonzero
12,3,9,105,11,0
12,3,10,105,11,0
12,3,11,105,11,0
12,3,12,105,11,0
12,3,13,105,11,0
12,3,14,105,11,0
12,3,15,105,11,0
12,3,16,105,11,0
12,3,17,105,11,0
12,3,18,105,11,0
12,3,19,105,11,0
12,3,20,105,11,0
12,4,1,104,0,0
12,4,2,104,0,0
12,4,3,104,0,0
12,4,4,104,0,0
12,4,5,104,0,0
12,4,6,104,0,0
12,4,7,104,0,0
12,4,8,104,0,0
12,4,9,104,0,0
12,4,10,104,0,0
12,4,11,104,0,0
12,4,12,104,0,0
12,4,13,104,0,0
12,4,14,104,0,0
12,4,15,104,0,0
12,4,16,104,0,0
12,4,17,104,0,0
12,4,18,104,0,0
12,4,19,104,0,0
12,4,20,104,0,0
12,5,1,107,0,0
12,5,2,107,0,0
12,5,3,107,0,0
12,5,4,107,0,0
12,5,5,107,0,0
12,5,6,107,0,0
12,5,7,107,0,0
12,5,8,107,0,0
12,5,9,107,0,0
12,5,10,107,0,0
12,5,11,107,0,0
12,5,12,107,0,0
12,5,13,107,0,0
12,5,14,107,0,0
12,5,15,107,0,0
12,5,16,107,0,0
12,5,17,107,0,0
12,5,18,107,0,0
12,5,19,107,0,0
12,5,20,107,0,0
13,1,1,104,6,0
13,1,2,104,6,0
13,1,3,104,6,0
13,1,4,104,6,0
13,1,5,104,6,0
13,1,6,104,6,0
13,1,7,104,6,0
13,1,8,104,6,0
13,1,9,104,6,0
13,1,10,104,6,0
13,1,11,104,6,0
13,1,12,104,6,0
13,1,13,104,6,0
13,1,14,104,6,0
13,1,15,104,6,0
13,1,16,104,6,0
13,1,17,104,6,0
13,1,18,104,6,0
13,1,19,104,6,0
13,1,20,104,6,0
13,2,1,105,6,0
13,2,2,105,6,2
13,2,3,105,6,1
13,2,4,105,6,0
13,2,5,105,6,2
13,2,6,105,6,0
13,2,7,105,6,0
13,2,8,105,6,0
13,2,9,105,6,0
13,2,10,105,6,3
13,2,11,105,6,3
13,2,12,105,6,0
13,2,13,105,6,0
13,2,14,105,6,0
13,2,15,105,6,0
13,2,16,105,6,2
13,2,17,105,6,0
13,2,18,105,6,0
13,2,19,105,6,3
13,2,20,105,6,0
13,3,1,106,9,0
13,3,2,106,9,0
13,3,3,106,9,0
13,3,4,106,9,0
13,3,5,106,9,0
13,3,6,106,9,0
13,3,7,106,9,0
13,3,8,106,9,0
13,3,9,106,9,0
13,3,10,106,9,0
13,3,11,106,9,0
13,3,12,106,9,0
13,3,13,106,9,0
13,3,14,106,9,0
13,3,15,106,9,0
13,3,16,106,9,0
13,3,17,106,9,0
13,3,18,106,9,0
13,3,19,106,9,0
13,3,20,106,9,0
13,4,1,102,0,0
13,4,2,102,0,0
13,4,3,102,0,0
13,4,4,102,0,0
13,4,5,102,0,0
13,4,6,102,0,0
13,4,7,102,0,0
13,4,8,102,0,0
13,4,9,102,0,0
13,4,10,102,0,0
13,4,11,102,0,0
13,4,12,102,0,0
13,4,13,102,0,0
13,4,14,102,0,0
13,4,15,102,0,0
13,4,16,102,0,0
13,4,17,102,0,0
13,4,18,102,0,0
13,4,19,102,0,0
13,4,20,102,0,0
13,5,1,112,0,0
13,5,2,112,0,0
13,5,3,112,0,0
13,5,4,112,0,0
13,5,5,112,0,0
13,5,6,112,0,0
13,5,7,112,0,0
13,5,8,112,0,0
13,5,9,112,0,0
13,5,10,112,0,0
13,5,11,112,0,0
13,5,12,112,0,0
13,5,13,112,0,0
13,5,14,112,0,0
13,5,15,112,0,0
13,5,16,112,0,0
13,5,17,112,0,0
13,5,18,112,0,0
13,5,19,112,0,0
13,5,20,112,0,0
14,1,1,106,10,0
14,1,2,106,10,0
14,1,3,106,10,0
14,1,4,106,10,0
14,1,5,106,10,0
14,1,6,106,10,0
14,1,7,106,10,0
14,1,8,106,10,0
14,1,9,106,10,0
14,1,10,106,10,0
14,1,11,106,10,0
14,1,12,106,10,0
14,1,13,106,10,0
14,1,14,106,10,0
14,1,15,106,10,0
14,1,16,106,10,0
14,1,17,106,10,0
14,1,18,106,10,0
14,1,19,106,10,0
14,1,20,106,10,0
14,2,1,104,0,0
14,2,2,104,0,0
14,2,3,104,0,0
14,2,4,104,0,0
14,2,5,104,0,0
14,2,6,104,0,0
14,2,7,104,0,0
14,2,8,104,0,0
14,2,9,104,0,0
14,2,10,104,0,0
14,2,11,104,0,0
14,2,12,104,0,0
14,2,13,104,0,0
14,2,14,104,0,0
14,2,15,104,0,0
14,2,16,104,0,0
14,2,17,104,0,0
14,2,18,104,0,0
14,2,19,104,0,0
14,2,20,104,0,0
14,3,1,105,3,0
14,3,2,105,3,0
14,3,3,105,3,0
14,3,4,105,3,0
14,3,5,105,3,0
14,3,6,105,3,0
14,3,7,105,3,0
14,3,8,105,3,0
14,3,9,105,3,0
14,3,10,105,3,0
14,3,11,105,3,0
14,3,12,105,3,0
14,3,13,105,3,0
14,3,14,105,3,0
14,3,15,105,3,0
14,3,16,105,3,0
14,3,17,105,3,0
14,3,18,105,3,0
14,3,19,105,3,0
14,3,20,105,3,0
14,4,1,102,0,0
14,4,2,102,0,0
14,4,3,102,0,0
14,4,4,102,0,0
14,4,5,102,0,0
14,4,6,102,0,0
14,4,7,102,0,0
14,4,8,102,0,0
14,4,9,102,0,0
14,4,10,102,0,0
14,4,11,102,0,0
14,4,12,102,0,0
14,4,13,102,0,0
14,4,14,102,0,0
14,4,15,102,0,0
14,4,16,102,0,0
14,4,17,102,0,0
14,4,18,102,0,0
14,4,19,102,0,0
14,4,20,102,0,0
14,5,1,104,0,0
14,5,2,104,0,0
14,5,3,104,0,0
14,5,4,104,0,0
14,5,5,104,0,0
14,5,6,104,0,0
14,5,7,104,0,0
14,5,8,104,0,0
14,5,9,104,0,0
14,5,10,104,0,0
14,5,11,104,0,0
14,5,12,104,0,0
14,5,13,104,0,0
14,5,14,104,0,0
14,5,15,104,0,0
14,5,16,104,0,0
14,5,17,104,0,0
14,5,18,104,0,0
14,5,19,104,0,0
14,5,20,104,0,0
15,1,1,104,2,0
15,1,2,104,2,0
15,1,3,104,2,0
15,1,4,104,2,0
15,1,5,104,2,0
15,1,6,104,2,0
15,1,7,104,2,0
15,1,8,104,2,0
15,1,9,104,2,0
15,1,10,104,2,0
15,1,11,104,2,0
15,1,12,104,2,0
15,1,13,104,2,0
15,1,14,104,2,0
15,1,15,104,2,0
15,1,16,104,2,0
15,1,17,104,2,0
15,1,18,104,2,0
15,1,19,104,2,0
15,1,20,104,2,0
15,2,1,106,0,0
15,2,2,106,0,0
15,2,3,106,0,0
15,2,4,106,0,0
15,2,5,106,0,0
15,2,6,106,0,0
15,2,7,106,0,0
15,2,8,106,0,0
15,2,9,106,0,0
15,2,10,106,0,0
15,2,11,106,0,0
15,2,12,106,0,0
15,2,13,106,0,0
15,2,14,106,0,0
15,2,15,106,0,0
15,2,16,106,0,0
15,2,17,106,0,0
15,2,18,106,0,0
15,2,19,106,0,0
15,2,20,106,0,0
15,3,1,102,9,0
15,3,2,102,9,0
15,3,3,102,9,0
15,3,4,102,9,0
15,3,5,102,9,0
15,3,6,102,9,0
15,3,7,102,9,0
15,3,8,102,9,0
15,3,9,102,9,0
15,3,10,102,9,0
15,3,11,102,9,0
15,3,12,102,9,0
15,3,13,102,9,0
15,3,14,102,9,0
15,3,15,102,9,0
15,3,16,102,9,0
15,3,17,102,9,0
15,3,18,102,9,0
15,3,19,102,9,0
15,3,20,102,9,0
15,4,1,102,0,0
15,4,2,102,0,0
15,4,3,102,0,0
15,4,4,102,0,0
15,4,5,102,0,0
15,4,6,102,0,0
15,4,7,102,0,0
15,4,8,102,0,0
15,4,9,102,0,0
15,4,10,102,0,0
15,4,11,102,0,0
15,4,12,102,0,0
15,4,13,102,0,0
15,4,14,102,0,0
15,4,15,102,0,0
15,4,16,102,0,0
15,4,17,102,0,0
15,4,18,102,0,0
15,4,19,102,0,0
15,4,20,102,0,0
15,5,1,105,0,0
15,5,2,105,0,0
15,5,3,105,0,0
15,5,4,105,0,0
15,5,5,105,0,0
15,5,6,105,0,0
15,5,7,105,0,0
15,5,8,105,0,0
15,5,9,105,0,0
15,5,10,105,0,0
15,5,11,105,0,0
15,5,12,105,0,0
15,5,13,105,0,0
15,5,14,105,0,0
15,5,15,105,0,0
15,5,16,105,0,0
15,5,17,105,0,0
15,5,18,105,0,0
15,5,19,105,0,0
15,5,20,105,0,0
16,1,1,103,0,0
16,1,2,103,0,0
16,1,3,103,0,0
16,1,4,103,0,0
16,1,5,103,0,0
16,1,6,103,0,0
16,1,7,103,0,0
16,1,8,103,0,0
16,1,9,103,0,0
16,1,10,103,0,0
16,1,11,103,0,0
16,1,12,103,0,0
16,1,13,103,0,0
16,1,14,103,0,0
16,1,15,103,0,0
16,1,16,103,0,0
16,1,17,103,0,0
16,1,18,103,0,0
16,1,19,103,0,0
16,1,20,103,0,0
16,2,1,112,0,0
16,2,2,112,0,0
16,2,3,112,0,0
16,2,4,112,0,0
16,2,5,112,0,0
16,2,6,112,0,0
16,2,7,112,0,0
16,2,8,112,0,0
16,2,9,112,0,0
16,2,10,112,0,0
16,2,11,112,0,0
16,2,12,112,0,0
16,2,13,112,0,0
16,2,14,112,0,0
16,2,15,112,0,0
16,2,16,112,0,0
16,2,17,112,0,0
16,2,18,112,0,0
16,2,19,112,0,0
16,2,20,112,0,0
16,3,1,104,0,0
16,3,2,104,0,0
16,3,3,104,0,0
16,3,4,104,0,0
16,3,5,104,0,0
16,3,6,104,0,0
16,3,7,104,0,0
16,3,8,104,0,0
16,3,9,104,0,0
16,3,10,104,0,0
16,3,11,104,0,0
16,3,12,104,0,0
16,3,13,104,0,0
16,3,14,104,0,0
16,3,15,104,0,0
16,3,16,104,0,0
16,3,17,104,0,0
16,3,18,104,0,0
16,3,19,104,0,0
16,3,20,104,0,0
16,4,1,103,5,0
16,4,2,103,5,0
16,4,3,103,5,0
16,4,4,103,5,0
16,4,5,103,5,0
16,4,6,103,5,0
16,4,7,103,5,0
16,4,8,103,5,0
16,4,9,103,5,0
16,4,10,103,5,0
16,4,11,103,5,0
16,4,12,103,5,0
16,4,13,103,5,0
16,4,14,103,5,0
16,4,15,103,5,0
16,4,16,103,5,0
16,4,17,103,5,0
16,4,18,103,5,0
16,4,19,103,5,0
16,4,20,103,5,0
16,5,1,104,0,0
16,5,2,104,0,0
16,5,3,104,0,0
16,5,4,104,0,0
16,5,5,104,0,0
16,5,6,104,0,0
16,5,7,104,0,0
16,5,8,104,0,0
16,5,9,104,0,0
16,5,10,104,0,0
16,5,11,104,0,0
16,5,12,104,0,0
16,5,13,104,0,0
16,5,14,104,0,0
16,5,15,104,0,0
16,5,16,104,0,0
16,5,17,104,0,0
16,5,18,104,0,0
16,5,19,104,0,0
16,5,20,104,0,0
17,1,1,104,0,0
17,1,2,104,0,0
17,1,3,104,0,0
17,1,4,104,0,0
17,1,5,104,0,0
17,1,6,104,0,0
17,1,7,104,0,0
17,1,8,104,0,0
17,1,9,104,0,0
17,1,10,104,0,0
17,1,11,104,0,0
17,1,12,104,0,0
17,1,13,104,0,0
17,1,14,104,0,0
17,1,15,104,0,0
17,1,16,104,0,0
17,1,17,104,0,0
17,1,18,104,0,0
17,1,19,104,0,0
17,1,20,104,0,0
17,2,1,99,0,0
17,2,2,99,0,0
17,2,3,99,0,0
17,2,4,99,0,0
17,2,5,99,0,0
17,2,6,99,0,0
17,2,7,99,0,0
17,2,8,99,0,0
17,2,9,99,0,0
17,2,10,99,0,0
17,2,11,99,0,0
17,2,12,99,0,0
17,2,13,99,0,0
17,2,14,99,0,0
17,2,15,99,0,0
17,2,16,99,0,0
17,2,17,99,0,0
17,2,18,99,0,0
17,2,19,99,0,0
17,2,20,99,0,0
17,3,1,108,0,0
17,3,2,108,0,0
17,3,3,108,0,0
17,3,4,108,0,0
17,3,5,108,0,0
17,3,6,108,0,0
17,3,7,108,0,0
17,3,8,108,0,0
17,3,9,108,0,0
17,3,10,108,0,0
17,3,11,108,0,0
17,3,12,108,0,0
17,3,13,108,0,0
17,3,14,108,0,0
17,3,15,108,0,0
17,3,16,108,0,0
17,3,17,108,0,0
17,3,18,108,0,0
17,3,19,108,0,0
17,3,20,108,0,0
17,4,1,103,0,0
17,4,2,103,0,0
17,4,3,103,0,0
17,4,4,103,0,0
17,4,5,103,0,0
17,4,6,103,0,0
17,4,7,103,0,0
17,4,8,103,0,0
17,4,9,103,0,0
17,4,10,103,0,0
17,4,11,103,0,0
17,4,12,103,0,0
17,4,13,103,0,0
17,4,14,103,0,0
17,4,15,103,0,0
17,4,16,103,0,0
17,4,17,103,0,0
17,4,18,103,0,0
17,4,19,103,0,0
17,4,20,103,0,0
17,5,1,107,8,0
17,5,2,107,8,0
17,5,3,107,8,0
17,5,4,107,8,0
17,5,5,107,8,0
17,5,6,107,8,0
17,5,7,107,8,0
17,5,8,107,8,0
17,5,9,107,8,0
17,5,10,107,8,0
17,5,11,107,8,0
17,5,12,107,8,0
17,5,13,107,8,0
17,5,14,107,8,0
17,5,15,107,8,0
17,5,16,107,8,0
17,5,17,107,8,0
17,5,18,107,8,0
17,5,19,107,8,0
17,5,20,107,8,0
18,1,1,105,0,0
18,1,2,105,0,2
18,1,3,105,0,2
18,1,4,105,0,4
18,1,5,105,0,0
18,1,6,105,0,4
18,1,7,105,0,2
18,1,8,105,0,0
18,1,9,105,0,4
18,1,10,105,0,5
18,1,11,105,0,4
18,1,12,105,0,4
18,1,13,105,0,2
18,1,14,105,0,4
18,1,15,105,0,4
18,1,16,105,0,4
18,1,17,105,0,4
18,1,18,105,0,4
18,1,19,105,0,4
18,1,20,105,0,4
18,2,1,105,0,0
18,2,2,105,0,0
18,2,3,105,0,0
18,2,4,105,0,0
18,2,5,105,0,0
18,2,6,105,0,0
18,2,7,105,0,0
18,2,8,105,0,0
18,2,9,105,0,0
18,2,10,105,0,0
18,2,11,105,0,0
18,2,12,105,0,0
18,2,13,105,0,0
18,2,14,105,0,0
18,2,15,105,0,0
18,2,16,105,0,0
18,2,17,105,0,0
18,2,18,105,0,0
18,2,19,105,0,0
18,2,20,105,0,0
18,3,1,105,3,0
18,3,2,105,3,0
18,3,3,105,3,0
18,3,4,105,3,0
18,3,5,105,3,0
18,3,6,105,3,0
18,3,7,105,3,0
18,3,8,105,3,0
18,3,9,105,3,0
18,3,10,105,3,0
18,3,11,105,3,0
18,3,12,105,3,0
18,3,13,105,3,0
18,3,14,105,3,0
18,3,15,105,3,0
18,3,16,105,3,0
18,3,17,105,3,0
18,3,18,105,3,0
18,3,19,105,3,0
18,3,20,105,3,0
18,4,1,105,0,0
18,4,2,105,0,0
18,4,3,105,0,0
18,4,4,105,0,0
18,4,5,105,0,0
18,4,6,105,0,0
18,4,7,105,0,0
18,4,8,105,0,0
18,4,9,105,0,0
18,4,10,105,0,0
18,4,11,105,0,0
18,4,12,105,0,0
18,4,13,105,0,0
18,4,14,105,0,0
18,4,15,105,0,0
18,4,16,105,0,0
18,4,17,105,0,0
18,4,18,105,0,0
18,4,19,105,0,0
18,4,20,105,0,0
18,5,1,105,0,0
18,5,2,105,0,0
18,5,3,105,0,0
18,5,4,105,0,0
18,5,5,105,0,0
18,5,6,105,0,0
18,5,7,105,0,0
18,5,8,105,0,0
18,5,9,105,0,0
18,5,10,105,0,0
18,5,11,105,0,0
18,5,12,105,0,0
18,5,13,105,0,0
18,5,14,105,0,0
18,5,15,105,0,0
18,5,16,105,0,0
18,5,17,105,0,0
18,5,18,105,0,0
18,5,19,105,0,0
18,5,20,105,0,0
19,1,1,105,0,0
19,1,2,105,0,0
19,1,3,105,0,3
19,1,4,105,0,3
19,1,5,105,0,0
19,1,6,105,0,0
19,1,7,105,0,0
19,1,8,105,0,0
19,1,9,105,0,0
19,1,10,105,0,0
19,1,11,105,0,0
19,1,12,105,0,0
19,1,13,105,0,0
19,1,14,105,0,0
19,1,15,105,0,0
19,1,16,105,0,0
19,1,17,105,0,0
19,1,18,105,0,0
19,1,19,105,0,0
19,1,20,105,0,0
19,2,1,106,4,0
19,2,2,106,4,0
19,2,3,106,4,0
19,2,4,106,4,0
19,2,5,106,4,0
19,2,6,106,4,0
19,2,7,106,4,0
19,2,8,106,4,0
19,2,9,106,4,0
19,2,10,106,4,0
19,2,11,106,4,0
19,2,12,106,4,0
19,2,13,106,4,0
19,2,14,106,4,0
19,2,15,106,4,0
19,2,16,106,4,0
19,2,17,106,4,0
19,2,18,106,4,0
19,2,19,106,4,0
19,2,20,106,4,0
19,3,1,104,0,0
19,3,2,104,0,0
19,3,3,104,0,0
19,3,4,104,0,0
19,3,5,104,0,0
19,3,6,104,0,0
19,3,7,104,0,0
19,3,8,104,0,0
19,3,9,104,0,0
19,3,10,104,0,0
19,3,11,104,0,0
19,3,12,104,0,0
19,3,13,104,0,0
19,3,14,104,0,0
19,3,15,104,0,0
19,3,16,104,0,0
19,3,17,104,0,0
19,3,18,104,0,0
19,3,19,104,0,0
19,3,20,104,0,0
19,4,1,109,0,2
19,4,2,109,0,4
19,4,3,109,0,0
19,4,4,109,0,3
19,4,5,109,0,1
19,4,6,109,0,0
19,4,7,109,0,0
19,4,8,109,0,4
19,4,9,109,0,0
19,4,10,109,0,3
19,4,11,109,0,4
19,4,12,109,0,2
19,4,13,109,0,4
19,4,14,109,0,0
19,4,15,109,0,0
19,4,16,109,0,0
19,4,17,109,0,1
19,4,18,109,0,1
19,4,19,109,0,0
19,4,20,109,0,0
19,5,1,102,0,0
19,5,2,102,0,0
19,5,3,102,0,0
19,5,4,102,0,0
19,5,5,102,0,0
19,5,6,102,0,0
19,5,7,102,0,0
19,5,8,102,0,0
19,5,9,102,0,0
19,5,10,102,0,0
19,5,11,102,0,0
19,5,12,102,0,0
19,5,13,102,0,0
19,5,14,102,0,0
19,5,15,102,0,0
19,5,16,102,0,0
19,5,17,102,0,0
19,5,18,102,0,0
19,5,19,102,0,0
19,5,20,102,0,0
20,1,1,105,0,0
20,1,2,105,0,0
20,1,3,105,0,0
20,1,4,105,0,0
20,1,5,105,0,0
20,1,6,105,0,0
20,1,7,105,0,0
20,1,8,105,0,0
20,1,9,105,0,0
20,1,10,105,0,0
20,1,11,105,0,0
20,1,12,105,0,0
20,1,13,105,0,0
20,1,14,105,0,0
20,1,15,105,0,0
20,1,16,105,0,0
20,1,17,105,0,0
20,1,18,105,0,0
20,1,19,105,0,0
20,1,20,105,0,0
20,2,1,102,0,0
20,2,2,102,0,0
20,2,3,102,0,0
20,2,4,102,0,0
20,2,5,102,0,0
20,2,6,102,0,0
20,2,7,102,0,0
20,2,8,102,0,0
20,2,9,102,0,0
20,2,10,102,0,0
20,2,11,102,0,0
20,2,12,102,0,0
20,2,13,102,0,0
20,2,14,102,0,0
20,2,15,102,0,0
20,2,16,102,0,0
20,2,17,102,0,0
20,2,18,102,0,0
20,2,19,102,0,0
20,2,20,102,0,0
20,3,1,105,0,0
20,3,2,105,0,0
20,3,3,105,0,0
20,3,4,105,0,0
20,3,5,105,0,0
20,3,6,105,0,0
20,3,7,105,0,0
20,3,8,105,0,0
20,3,9,105,0,0
20,3,10,105,0,0
20,3,11,105,0,0
20,3,12,105,0,0
20,3,13,105,0,0
20,3,14,105,0,0
20,3,15,105,0,0
20,3,16,105,0,0
20,3,17,105,0,0
20,3,18,105,0,0
20,3,19,105,0,0
20,3,20,105,0,0
20,4,1,110,0,0
20,4,2,110,0,0
20,4,3,110,0,0
20,4,4,110,0,0
20,4,5,110,0,0
20,4,6,110,0,0
20,4,7,110,0,0
20,4,8,110,0,0
20,4,9,110,0,0
20,4,10,110,0,0
20,4,11,110,0,0
20,4,12,110,0,0
20,4,13,110,0,0
20,4,14,110,0,0
20,4,15,110,0,0
20,4,16,110,0,0
20,4,17,110,0,0
20,4,18,110,0,0
20,4,19,110,0,0
20,4,20,110,0,0
20,5,1,107,4,0
20,5,2,107,4,0
20,5,3,107,4,0
20,5,4,107,4,0
20,5,5,107,4,0
20,5,6,107,4,0
20,5,7,107,4,0
20,5,8,107,4,0
20,5,9,107,4,0
20,5,10,107,4,0
20,5,11,107,4,0
20,5,12,107,4,0
20,5,13,107,4,0
20,5,14,107,4,0
20,5,15,107,4,0
20,5,16,107,4,0
20,5,17,107,4,0
20,5,18,107,4,0
20,5,19,107,4,0
20,5,20,107,4,0
21,1,1,104,0,0
21,1,2,104,0,0
21,1,3,104,0,0
21,1,4,104,0,0
21,1,5,104,0,0
21,1,6,104,0,0
21,1,7,104,0,0
21,1,8,104,0,0
21,1,9,104,0,0
21,1,10,104,0,0
21,1,11,104,0,0
21,1,12,104,0,0
21,1,13,104,0,0
21,1,14,104,0,0
21,1,15,104,0,0
21,1,16,104,0,0
21,1,17,104,0,0
21,1,18,104,0,0
21,1,19,104,0,0
21,1,20,104,0,0
21,2,1,105,0,0
21,2,2,105,0,0
21,2,3,105,0,0
21,2,4,105,0,0
21,2,5,105,0,0
21,2,6,105,0,0
21,2,7,105,0,0
21,2,8,105,0,0
21,2,9,105,0,0
21,2,10,105,0,0
21,2,11,105,0,0
21,2,12,105,0,0
21,2,13,105,0,0
21,2,14,105,0,0
21,2,15,105,0,0
21,2,16,105,0,0
21,2,17,105,0,0
21,2,18,105,0,0
21,2,19,105,0,0
21,2,20,105,0,0
21,3,1,103,0,0
21,3,2,103,0,0
21,3,3,103,0,0
21,3,4,103,0,0
21,3,5,103,0,0
21,3,6,103,0,0
21,3,7,103,0,0
21,3,8,103,0,0
21,3,9,103,0,0
21,3,10,103,0,0
21,3,11,103,0,0
21,3,12,103,0,0
21,3,13,103,0,0
21,3,14,103,0,0
21,3,15,103,0,0
21,3,16,103,0,0
21,3,17,103,0,0
21,3,18,103,0,0
21,3,19,103,0,0
21,3,20,103,0,0
21,4,1,107,0,0
21,4,2,107,0,0
21,4,3,107,0,0
21,4,4,107,0,0
21,4,5,107,0,0
21,4,6,107,0,0
21,4,7,107,0,0
21,4,8,107,0,0
21,4,9,107,0,0
21,4,10,107,0,0
21,4,11,107,0,0
21,4,12,107,0,0
21,4,13,107,0,0
21,4,14,107,0,0
21,4,15,107,0,0
21,4,16,107,0,0
21,4,17,107,0,0
21,4,18,107,0,0
21,4,19,107,0,0
21,4,20,107,0,0
21,5,1,110,0,0
21,5,2,110,0,0
21,5,3,110,0,0
21,5,4,110,0,0
21,5,5,110,0,0
21,5,6,110,0,0
21,5,7,110,0,0
21,5,8,110,0,0
21,5,9,110,0,0
21,5,10,110,0,0
21,5,11,110,0,0
21,5,12,110,0,0
21,5,13,110,0,0
21,5,14,110,0,0
21,5,15,110,0,0
21,5,16,110,0,0
21,5,17,110,0,0
21,5,18,110,0,0
21,5,19,110,0,0
21,5,20,110,0,0
22,1,1,103,4,0
22,1,2,103,4,0
22,1,3,103,4,0
22,1,4,103,4,0
22,1,5,103,4,0
22,1,6,103,4,0
22,1,7,103,4,0
22,1,8,103,4,0
22,1,9,103,4,0
22,1,10,103,4,0
22,1,11,103,4,0
22,1,12,103,4,0
22,1,13,103,4,0
22,1,14,103,4,0
22,1,15,103,4,0
22,1,16,103,4,0
22,1,17,103,4,0
22,1,18,103,4,0
22,1,19,103,4,0
22,1,20,103,4,0
22,2,1,109,0,0
22,2,2,109,0,0
22,2,3,109,0,0
22,2,4,109,0,0
22,2,5,109,0,0
22,2,6,109,0,0
22,2,7,109,0,0
22,2,8,109,0,0
22,2,9,109,0,0
22,2,10,109,0,0
22,2,11,109,0,0
22,2,12,109,0,0
22,2,13,109,0,0
22,2,14,109,0,0
22,2,15,109,0,0
22,2,16,109,0,0
22,2,17,109,0,0
22,2,18,109,0,0
22,2,19,109,0,0
22,2,20,109,0,0
22,3,1,103,0,0
22,3,2,103,0,0
22,3,3,103,0,0
22,3,4,103,0,0
22,3,5,103,0,0
22,3,6,103,0,0
22,3,7,103,0,0
22,3,8,103,0,0
22,3,9,103,0,0
22,3,10,103,0,0
22,3,11,103,0,0
22,3,12,103,0,0
22,3,13,103,0,0
22,3,14,103,0,0
22,3,15,103,0,0
22,3,16,103,0,0
22,3,17,103,0,0
22,3,18,103,0,0
22,3,19,103,0,0
22,3,20,103,0,0
22,4,1,104,0,0
22,4,2,104,0,0
22,4,3,104,0,0
22,4,4,104,0,0
22,4,5,104,0,0
22,4,6,104,0,0
22,4,7,104,0,0
22,4,8,104,0,0
22,4,9,104,0,0
22,4,10,104,0,0
22,4,11,104,0,0
22,4,12,104,0,0
22,4,13,104,0,0
22,4,14,104,0,0
22,4,15,104,0,0
22,4,16,104,0,0
22,4,17,104,0,0
22,4,18,104,0,0
22,4,19,104,0,0
22,4,20,104,0,0
22,5,1,105,0,0
22,5,2,105,0,0
22,5,3,105,0,0
22,5,4,105,0,0
22,5,5,105,0,0
22,5,6,105,0,0
22,5,7,105,0,0
22,5,8,105,0,0
22,5,9,105,0,0
22,5,10,105,0,0
22,5,11,105,0,0
22,5,12,105,0,0
22,5,13,105,0,0
22,5,14,105,0,0
22,5,15,105,0,0
22,5,16,105,0,0
22,5,17,105,0,0
22,5,18,105,0,0
22,5,19,105,0,0
22,5,20,105,0,0
23,1,1,105,0,0
23,1,2,105,0,0
23,1,3,105,0,0
23,1,4,105,0,0
23,1,5,105,0,0
23,1,6,105,0,0
23,1,7,105,0,0
23,1,8,105,0,0
23,1,9,105,0,0
23,1,10,105,0,0
23,1,11,105,0,0
23,1,12,105,0,0
23,1,13,105,0,0
23,1,14,105,0,0
23,1,15,105,0,0
23,1,16,105,0,0
23,1,17,105,0,0
23,1,18,105,0,0
23,1,19,105,0,0
23,1,20,105,0,0
23,2,1,105,11,0
23,2,2,105,11,0
23,2,3,105,11,0
23,2,4,105,11,0
23,2,5,105,11,0
23,2,6,105,11,0
23,2,7,105,11,0
23,2,8,105,11,0
23,2,9,105,11,0
23,2,10,105,11,0
23,2,11,105,11,0
23,2,12,105,11,0
23,2,13,105,11,0
23,2,14,105,11,0
23,2,15,105,11,0
23,2,16,105,11,0
23,2,17,105,11,0
23,2,18,105,11,0
23,2,19,105,11,0
23,2,20,105,11,0
23,3,1,106,8,1
23,3,2,106,8,1
23,3,3,106,8,0
23,3,4,106,8,1
23,3,5,106,8,0
23,3,6,106,8,0
23,3,7,106,8,0
23,3,8,106,8,1
23,3,9,106,8,0
23,3,10,106,8,0
23,3,11,106,8,2
23,3,12,106,8,0
23,3,13,106,8,0
23,3,14,106,8,0
23,3,15,106,8,1
23,3,16,106,8,0
23,3,17,106,8,0
23,3,18,106,8,0
23,3,19,106,8,1
23,3,20,106,8,0
23,4,1,106,0,0
23,4,2,106,0,0
23,4,3,106,0,0
23,4,4,106,0,0
23,4,5,106,0,0
23,4,6,106,0,0
23,4,7,106,0,0
23,4,8,106,0,0
23,4,9,106,0,0
23,4,10,106,0,0
23,4,11,106,0,0
23,4,12,106,0,0
23,4,13,106,0,0
23,4,14,106,0,0
23,4,15,106,0,0
23,4,16,106,0,0
23,4,17,106,0,0
23,4,18,106,0,0
23,4,19,106,0,0
23,4,20,106,0,0
23,5,1,106,0,0
23,5,2,106,0,0
23,5,3,106,0,0
23,5,4,106,0,0
23,5,5,106,0,0
23,5,6,106,0,0
23,5,7,106,0,0
23,5,8,106,0,0
23,5,9,106,0,0
23,5,10,106,0,0
23,5,11,106,0,0
23,5,12,106,0,0
23,5,13,106,0,0
23,5,14,106,0,0
23,5,15,106,0,0
23,5,16,106,0,0
23,5,17,106,0,0
23,5,18,106,0,0
23,5,19,106,0,0
23,5,20,106,0,0
24,1,1,107,0,0
24,1,2,107,0,0
24,1,3,107,0,0
24,1,4,107,0,0
24,1,5,107,0,0
24,1,6,107,0,0
24,1,7,107,0,0
24,1,8,107,0,0
24,1,9,107,0,0
24,1,10,107,0,0
24,1,11,107,0,0
