feature,stage,reason
log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,icc,ICC_A=0.202 ≤ 0.75
log-sigma-1-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,icc,ICC_A=0.581 ≤ 0.75
log-sigma-1-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,icc,ICC_A=0.559 ≤ 0.75
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformity,icc,ICC_A=0.530 ≤ 0.75
log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,icc,ICC_A=0.411 ≤ 0.75
log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,icc,ICC_A=0.402 ≤ 0.75
log-sigma-1-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,icc,ICC_A=0.196 ≤ 0.75
log-sigma-1-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,icc,ICC_A=0.600 ≤ 0.75
log-sigma-1-0-mm-3D_glszm_ZoneEntropy,icc,ICC_A=0.687 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_DependenceEntropy,icc,ICC_A=0.449 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity,icc,ICC_A=0.596 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_GrayLevelVariance,icc,ICC_A=0.502 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_HighGrayLevelEmphasis,icc,ICC_A=0.204 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,icc,ICC_A=0.394 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,icc,ICC_A=0.527 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_LowGrayLevelEmphasis,icc,ICC_A=0.486 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,icc,ICC_A=0.744 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,icc,ICC_A=0.220 ≤ 0.75
log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,icc,ICC_A=0.345 ≤ 0.75
log-sigma-1-0-mm-3D_ngtdm_Busyness,icc,ICC_A=0.734 ≤ 0.75
log-sigma-1-0-mm-3D_ngtdm_Coarseness,icc,ICC_A=0.697 ≤ 0.75
log-sigma-1-0-mm-3D_ngtdm_Complexity,icc,ICC_A=0.187 ≤ 0.75
log-sigma-1-0-mm-3D_ngtdm_Contrast,icc,ICC_A=0.721 ≤ 0.75
log-sigma-2-0-mm-3D_shape_Elongation,icc,ICC_A=0.470 ≤ 0.75
log-sigma-2-0-mm-3D_shape_Flatness,icc,ICC_A=0.617 ≤ 0.75
log-sigma-2-0-mm-3D_shape_Maximum2DDiameterRow,icc,ICC_A=0.739 ≤ 0.75
log-sigma-2-0-mm-3D_shape_Maximum2DDiameterSlice,icc,ICC_A=0.650 ≤ 0.75
log-sigma-2-0-mm-3D_shape_Maximum3DDiameter,icc,ICC_A=0.739 ≤ 0.75
log-sigma-2-0-mm-3D_shape_MeshVolume,icc,ICC_A=0.728 ≤ 0.75
log-sigma-2-0-mm-3D_shape_MinorAxisLength,icc,ICC_A=0.666 ≤ 0.75
log-sigma-2-0-mm-3D_shape_Sphericity,icc,ICC_A=0.511 ≤ 0.75
log-sigma-2-0-mm-3D_shape_SurfaceArea,icc,ICC_A=0.744 ≤ 0.75
log-sigma-2-0-mm-3D_shape_SurfaceVolumeRatio,icc,ICC_A=0.502 ≤ 0.75
log-sigma-2-0-mm-3D_shape_VoxelVolume,icc,ICC_A=0.729 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_90Percentile,icc,ICC_A=0.566 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_Energy,icc,ICC_A=0.725 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_InterquartileRange,icc,ICC_A=0.678 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_Maximum,icc,ICC_A=0.667 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_Mean,icc,ICC_A=0.551 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_Median,icc,ICC_A=0.385 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_Range,icc,ICC_A=0.746 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,icc,ICC_A=0.731 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_RootMeanSquared,icc,ICC_A=0.509 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_TotalEnergy,icc,ICC_A=0.725 ≤ 0.75
log-sigma-2-0-mm-3D_firstorder_Variance,icc,ICC_A=0.684 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_Autocorrelation,icc,ICC_A=0.715 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_ClusterProminence,icc,ICC_A=0.467 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_ClusterTendency,icc,ICC_A=0.647 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_Contrast,icc,ICC_A=0.715 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_Correlation,icc,ICC_A=0.614 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_DifferenceVariance,icc,ICC_A=0.702 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_Imc1,icc,ICC_A=0.641 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_Imc2,icc,ICC_A=0.659 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_MCC,icc,ICC_A=0.615 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_MaximumProbability,icc,ICC_A=0.742 ≤ 0.75
log-sigma-2-0-mm-3D_glcm_SumSquares,icc,ICC_A=0.657 ≤ 0.75
log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance,icc,ICC_A=0.684 ≤ 0.75
log-sigma-2-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,icc,ICC_A=0.715 ≤ 0.75
log-sigma-2-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,icc,ICC_A=0.692 ≤ 0.75
log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,icc,ICC_A=0.610 ≤ 0.75
log-sigma-2-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,icc,ICC_A=0.711 ≤ 0.75
log-sigma-2-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,icc,ICC_A=0.682 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformity,icc,ICC_A=0.645 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_GrayLevelVariance,icc,ICC_A=0.683 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,icc,ICC_A=0.732 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,icc,ICC_A=0.728 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformity,icc,ICC_A=0.598 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,icc,ICC_A=0.510 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,icc,ICC_A=0.549 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,icc,ICC_A=0.698 ≤ 0.75
log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,icc,ICC_A=0.729 ≤ 0.75
log-sigma-2-0-mm-3D_gldm_DependenceEntropy,icc,ICC_A=0.648 ≤ 0.75
log-sigma-2-0-mm-3D_gldm_DependenceNonUniformity,icc,ICC_A=0.587 ≤ 0.75
log-sigma-2-0-mm-3D_gldm_GrayLevelVariance,icc,ICC_A=0.684 ≤ 0.75
log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis,icc,ICC_A=0.715 ≤ 0.75
log-sigma-2-0-mm-3D_gldm_LowGrayLevelEmphasis,icc,ICC_A=0.694 ≤ 0.75
log-sigma-2-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,icc,ICC_A=0.702 ≤ 0.75
log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,icc,ICC_A=0.747 ≤ 0.75
log-sigma-2-0-mm-3D_ngtdm_Coarseness,icc,ICC_A=0.681 ≤ 0.75
log-sigma-2-0-mm-3D_ngtdm_Complexity,icc,ICC_A=0.637 ≤ 0.75
log-sigma-2-0-mm-3D_ngtdm_Strength,icc,ICC_A=0.691 ≤ 0.75
log-sigma-3-0-mm-3D_shape_Elongation,icc,ICC_A=0.470 ≤ 0.75
log-sigma-3-0-mm-3D_shape_Flatness,icc,ICC_A=0.617 ≤ 0.75
log-sigma-3-0-mm-3D_shape_Maximum2DDiameterRow,icc,ICC_A=0.739 ≤ 0.75
log-sigma-3-0-mm-3D_shape_Maximum2DDiameterSlice,icc,ICC_A=0.650 ≤ 0.75
log-sigma-3-0-mm-3D_shape_Maximum3DDiameter,icc,ICC_A=0.739 ≤ 0.75
log-sigma-3-0-mm-3D_shape_MeshVolume,icc,ICC_A=0.728 ≤ 0.75
log-sigma-3-0-mm-3D_shape_MinorAxisLength,icc,ICC_A=0.666 ≤ 0.75
log-sigma-3-0-mm-3D_shape_Sphericity,icc,ICC_A=0.511 ≤ 0.75
log-sigma-3-0-mm-3D_shape_SurfaceArea,icc,ICC_A=0.744 ≤ 0.75
log-sigma-3-0-mm-3D_shape_SurfaceVolumeRatio,icc,ICC_A=0.502 ≤ 0.75
log-sigma-3-0-mm-3D_shape_VoxelVolume,icc,ICC_A=0.729 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_90Percentile,icc,ICC_A=0.710 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_Energy,icc,ICC_A=0.716 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_Maximum,icc,ICC_A=0.732 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_Median,icc,ICC_A=0.716 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_TotalEnergy,icc,ICC_A=0.716 ≤ 0.75
log-sigma-3-0-mm-3D_firstorder_Variance,icc,ICC_A=0.669 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_Autocorrelation,icc,ICC_A=0.718 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_ClusterProminence,icc,ICC_A=0.402 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_ClusterShade,icc,ICC_A=0.661 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_ClusterTendency,icc,ICC_A=0.633 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_Contrast,icc,ICC_A=0.729 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_Correlation,icc,ICC_A=0.704 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_DifferenceVariance,icc,ICC_A=0.711 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_Imc1,icc,ICC_A=0.642 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_Imc2,icc,ICC_A=0.750 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_JointAverage,icc,ICC_A=0.727 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_MCC,icc,ICC_A=0.721 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_SumAverage,icc,ICC_A=0.727 ≤ 0.75
log-sigma-3-0-mm-3D_glcm_SumSquares,icc,ICC_A=0.641 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_GrayLevelVariance,icc,ICC_A=0.665 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,icc,ICC_A=0.717 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,icc,ICC_A=0.719 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,icc,ICC_A=0.531 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity,icc,ICC_A=0.599 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,icc,ICC_A=0.707 ≤ 0.75
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,icc,ICC_A=0.512 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,icc,ICC_A=0.627 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,icc,ICC_A=0.729 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,icc,ICC_A=0.732 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,icc,ICC_A=0.674 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,icc,ICC_A=0.311 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,icc,ICC_A=0.284 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,icc,ICC_A=0.698 ≤ 0.75
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,icc,ICC_A=0.475 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,icc,ICC_A=0.597 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_GrayLevelVariance,icc,ICC_A=0.669 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_HighGrayLevelEmphasis,icc,ICC_A=0.719 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,icc,ICC_A=0.680 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_LowGrayLevelEmphasis,icc,ICC_A=0.453 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,icc,ICC_A=0.663 ≤ 0.75
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,icc,ICC_A=0.750 ≤ 0.75
log-sigma-3-0-mm-3D_ngtdm_Coarseness,icc,ICC_A=0.529 ≤ 0.75
log-sigma-3-0-mm-3D_ngtdm_Complexity,icc,ICC_A=0.682 ≤ 0.75
log-sigma-3-0-mm-3D_ngtdm_Strength,icc,ICC_A=0.740 ≤ 0.75
log-sigma-1-0-mm-3D_shape_Maximum2DDiameterColumn,correlation,|r|=0.941 与 log-sigma-1-0-mm-3D_shape_MajorAxisLength
log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,correlation,|r|=0.968 与 log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity
log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,correlation,|r|=0.977 与 log-sigma-1-0-mm-3D_glcm_MaximumProbability
log-sigma-1-0-mm-3D_glrlm_RunPercentage,correlation,|r|=0.971 与 log-sigma-1-0-mm-3D_glcm_MaximumProbability
log-sigma-1-0-mm-3D_glrlm_RunVariance,correlation,|r|=0.969 与 log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity
log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis,correlation,|r|=0.970 与 log-sigma-1-0-mm-3D_glcm_MaximumProbability
log-sigma-1-0-mm-3D_glszm_ZonePercentage,correlation,|r|=0.931 与 log-sigma-1-0-mm-3D_glcm_Idm
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,correlation,|r|=0.952 与 log-sigma-1-0-mm-3D_glcm_Idm
log-sigma-1-0-mm-3D_gldm_DependenceVariance,correlation,|r|=0.978 与 log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis
log-sigma-1-0-mm-3D_gldm_GrayLevelNonUniformity,correlation,|r|=0.991 与 log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,correlation,|r|=0.999 与 log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis
log-sigma-2-0-mm-3D_shape_LeastAxisLength,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_shape_LeastAxisLength
log-sigma-2-0-mm-3D_shape_MajorAxisLength,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_shape_MajorAxisLength
log-sigma-2-0-mm-3D_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_glcm_Id
log-sigma-2-0-mm-3D_firstorder_Entropy,correlation,|r|=0.924 与 log-sigma-1-0-mm-3D_glcm_MaximumProbability
log-sigma-2-0-mm-3D_firstorder_Uniformity,correlation,|r|=0.915 与 log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity
log-sigma-2-0-mm-3D_glcm_DifferenceAverage,correlation,|r|=0.933 与 log-sigma-2-0-mm-3D_firstorder_Skewness
log-sigma-2-0-mm-3D_glcm_DifferenceEntropy,correlation,|r|=0.955 与 log-sigma-1-0-mm-3D_glcm_Idm
log-sigma-2-0-mm-3D_glcm_Id,correlation,|r|=0.957 与 log-sigma-1-0-mm-3D_glcm_MaximumProbability
log-sigma-2-0-mm-3D_glcm_Idm,correlation,|r|=0.956 与 log-sigma-1-0-mm-3D_glcm_MaximumProbability
log-sigma-2-0-mm-3D_glcm_JointEnergy,correlation,|r|=0.903 与 log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity
log-sigma-2-0-mm-3D_glcm_JointEntropy,correlation,|r|=0.944 与 log-sigma-1-0-mm-3D_glcm_Idm
log-sigma-2-0-mm-3D_glcm_SumEntropy,correlation,|r|=0.911 与 log-sigma-1-0-mm-3D_glcm_MaximumProbability
log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity,correlation,|r|=0.989 与 log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis
log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,correlation,|r|=0.913 与 log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity
log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,correlation,|r|=0.954 与 log-sigma-1-0-mm-3D_glszm_ZoneVariance
log-sigma-2-0-mm-3D_glrlm_RunPercentage,correlation,|r|=0.956 与 log-sigma-1-0-mm-3D_ngtdm_Strength
log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis,correlation,|r|=0.954 与 log-sigma-2-0-mm-3D_firstorder_Kurtosis
log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,correlation,|r|=0.958 与 log-sigma-2-0-mm-3D_glcm_ClusterShade
log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,correlation,|r|=0.944 与 log-sigma-2-0-mm-3D_glcm_ClusterShade
log-sigma-2-0-mm-3D_glszm_ZonePercentage,correlation,|r|=0.947 与 log-sigma-2-0-mm-3D_firstorder_Skewness
log-sigma-2-0-mm-3D_glszm_ZoneVariance,correlation,|r|=0.958 与 log-sigma-2-0-mm-3D_glcm_ClusterShade
log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized,correlation,|r|=0.934 与 log-sigma-2-0-mm-3D_glcm_Idmn
log-sigma-2-0-mm-3D_gldm_DependenceVariance,correlation,|r|=0.907 与 log-sigma-1-0-mm-3D_ngtdm_Strength
log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,correlation,|r|=0.982 与 log-sigma-2-0-mm-3D_glcm_InverseVariance
log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis,correlation,|r|=0.948 与 log-sigma-2-0-mm-3D_firstorder_10Percentile
log-sigma-2-0-mm-3D_gldm_SmallDependenceEmphasis,correlation,|r|=0.952 与 log-sigma-2-0-mm-3D_firstorder_Skewness
log-sigma-3-0-mm-3D_shape_LeastAxisLength,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_shape_LeastAxisLength
log-sigma-3-0-mm-3D_shape_MajorAxisLength,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_shape_MajorAxisLength
log-sigma-3-0-mm-3D_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 log-sigma-1-0-mm-3D_glcm_Id
log-sigma-3-0-mm-3D_firstorder_10Percentile,correlation,|r|=0.937 与 log-sigma-2-0-mm-3D_glrlm_RunEntropy
log-sigma-3-0-mm-3D_firstorder_Entropy,correlation,|r|=0.967 与 log-sigma-2-0-mm-3D_glrlm_RunVariance
log-sigma-3-0-mm-3D_firstorder_InterquartileRange,correlation,|r|=0.901 与 log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_firstorder_MeanAbsoluteDeviation,correlation,|r|=0.942 与 log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_firstorder_Minimum,correlation,|r|=0.908 与 log-sigma-2-0-mm-3D_glszm_ZoneEntropy
log-sigma-3-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,correlation,|r|=0.924 与 log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_firstorder_Uniformity,correlation,|r|=0.958 与 log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_glcm_DifferenceAverage,correlation,|r|=0.960 与 log-sigma-2-0-mm-3D_ngtdm_Contrast
