feature,stage,reason
log-sigma-3-0-mm-3D_glcm_DifferenceEntropy,correlation,|r|=0.968 与 log-sigma-3-0-mm-3D_firstorder_Kurtosis
log-sigma-3-0-mm-3D_glcm_Id,correlation,|r|=0.967 与 log-sigma-3-0-mm-3D_firstorder_Mean
log-sigma-3-0-mm-3D_glcm_Idm,correlation,|r|=0.966 与 log-sigma-3-0-mm-3D_firstorder_Mean
log-sigma-3-0-mm-3D_glcm_JointEnergy,correlation,|r|=0.949 与 log-sigma-3-0-mm-3D_glcm_InverseVariance
log-sigma-3-0-mm-3D_glcm_JointEntropy,correlation,|r|=0.975 与 log-sigma-2-0-mm-3D_glrlm_RunVariance
log-sigma-3-0-mm-3D_glcm_MaximumProbability,correlation,|r|=0.940 与 log-sigma-3-0-mm-3D_glcm_InverseVariance
log-sigma-3-0-mm-3D_glcm_SumEntropy,correlation,|r|=0.970 与 log-sigma-2-0-mm-3D_glrlm_RunVariance
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity,correlation,|r|=0.961 与 log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis
log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,correlation,|r|=0.944 与 log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,correlation,|r|=0.935 与 log-sigma-3-0-mm-3D_firstorder_Range
log-sigma-3-0-mm-3D_glrlm_RunPercentage,correlation,|r|=0.929 与 log-sigma-3-0-mm-3D_firstorder_Mean
log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,correlation,|r|=0.924 与 log-sigma-2-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,correlation,|r|=0.941 与 log-sigma-2-0-mm-3D_glcm_ClusterShade
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,correlation,|r|=0.951 与 log-sigma-2-0-mm-3D_glcm_ClusterShade
log-sigma-3-0-mm-3D_glszm_ZoneVariance,correlation,|r|=0.940 与 log-sigma-2-0-mm-3D_glcm_ClusterShade
log-sigma-3-0-mm-3D_gldm_DependenceVariance,correlation,|r|=0.919 与 log-sigma-3-0-mm-3D_gldm_DependenceEntropy
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,correlation,|r|=0.974 与 log-sigma-2-0-mm-3D_glcm_InverseVariance
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,correlation,|r|=0.957 与 log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized
