影像号,读者,filter,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass
IMG-C67D2F1ADF,R1,wavelet-LHH,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},49f2a414f16a5b17709579409fc5fae03bf23097,3D,"(1.0, 1.0, 2.0)","(47, 55, 34)",168.0577426328365,81.0,287.0,2355ad32395545b02512afd4ac09f95628014b3f,"(1.0, 1.0, 2.0)","(47, 55, 34)","(5, 5, 0, 37, 45, 29)",15950,1,"(22.30426332288401, 27.805830721003133, 14.479059561128526)","(-15.840191524308601, 49.02194222429368, -17.744323563974852)"
IMG-C67D2F1ADF,R1,wavelet-HLL,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},a3a03572457b4a029a85c62693a6f94a6e437a03,3D,"(1.0, 1.0, 2.0)","(47, 55, 34)",218.325372624872,127.0,307.0,2355ad32395545b02512afd4ac09f95628014b3f,"(1.0, 1.0, 2.0)","(47, 55, 34)","(5, 5, 0, 37, 45, 29)",15950,1,"(22.30426332288401, 27.805830721003133, 14.479059561128526)","(-15.840191524308601, 49.02194222429368, -17.744323563974852)"
IMG-C67D2F1ADF,R1,wavelet-HLH,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},e2c4a24ff52ec1375099075975fc89363775a2d8,3D,"(1.0, 1.0, 2.0)","(47, 55, 34)",178.84457845033566,83.0,275.0,2355ad32395545b02512afd4ac09f95628014b3f,"(1.0, 1.0, 2.0)","(47, 55, 34)","(5, 5, 0, 37, 45, 29)",15950,1,"(22.30426332288401, 27.805830721003133, 14.479059561128526)","(-15.840191524308601, 49.02194222429368, -17.744323563974852)"
IMG-C67D2F1ADF,R1,wavelet-HHL,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},4e74130bf595bc584ef4318cf25758d7bc09f9c9,3D,"(1.0, 1.0, 2.0)","(47, 55, 34)",136.7833769484583,13.0,234.0,2355ad32395545b02512afd4ac09f95628014b3f,"(1.0, 1.0, 2.0)","(47, 55, 34)","(5, 5, 0, 37, 45, 29)",15950,1,"(22.30426332288401, 27.805830721003133, 14.479059561128526)","(-15.840191524308601, 49.02194222429368, -17.744323563974852)"
IMG-C67D2F1ADF,R1,wavelet-HHH,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},e19e8e149eb4f0da0fe1b672c0eb6602760873ea,3D,"(1.0, 1.0, 2.0)","(47, 55, 34)",154.6785641142337,66.0,247.0,2355ad32395545b02512afd4ac09f95628014b3f,"(1.0, 1.0, 2.0)","(47, 55, 34)","(5, 5, 0, 37, 45, 29)",15950,1,"(22.30426332288401, 27.805830721003133, 14.479059561128526)","(-15.840191524308601, 49.02194222429368, -17.744323563974852)"
IMG-C67D2F1ADF,R1,wavelet-LLL,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},04d9e26db0c31073b6c6f22673ffa4fb03218bf1,3D,"(1.0, 1.0, 2.0)","(47, 55, 34)",27.68152235749232,3.0,62.0,2355ad32395545b02512afd4ac09f95628014b3f,"(1.0, 1.0, 2.0)","(47, 55, 34)","(5, 5, 0, 37, 45, 29)",15950,1,"(22.30426332288401, 27.805830721003133, 14.479059561128526)","(-15.840191524308601, 49.02194222429368, -17.744323563974852)"
IMG-C67D2F1ADF,R1,log-sigma-1-0-mm-3D,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},88929d6fb78670c54468310c32fd003aab3d7586,3D,"(1.0, 1.0, 2.0)","(47, 55, 34)",165.81645238366139,80.0,224.0,2355ad32395545b02512afd4ac09f95628014b3f,"(1.0, 1.0, 2.0)","(47, 55, 34)","(5, 5, 0, 37, 45, 29)",15950,1,"(22.30426332288401, 27.805830721003133, 14.479059561128526)","(-15.840191524308601, 49.02194222429368, -17.744323563974852)"
IMG-C67D2F1ADF,R1,log-sigma-2-0-mm-3D,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},af6d0e7ec4da7b6232a2bbc3d3d83ab913b2b9b7,3D,"(1.0, 1.0, 2.0)","(47, 55, 34)",115.7496074638753,73.0,153.0,2355ad32395545b02512afd4ac09f95628014b3f,"(1.0, 1.0, 2.0)","(47, 55, 34)","(5, 5, 0, 37, 45, 29)",15950,1,"(22.30426332288401, 27.805830721003133, 14.479059561128526)","(-15.840191524308601, 49.02194222429368, -17.744323563974852)"
IMG-C67D2F1ADF,R1,log-sigma-3-0-mm-3D,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},cc4dade58371f0b3bbe237817dd206b50e893ff5,3D,"(1.0, 1.0, 2.0)","(47, 55, 34)",90.79168278529981,54.0,120.0,2355ad32395545b02512afd4ac09f95628014b3f,"(1.0, 1.0, 2.0)","(47, 55, 34)","(5, 5, 0, 37, 45, 29)",15950,1,"(22.30426332288401, 27.805830721003133, 14.479059561128526)","(-15.840191524308601, 49.02194222429368, -17.744323563974852)"
IMG-B63D1A35CF,R1,wavelet-LLH,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},b6361fd29c1bfd3f21773ad6cfc1860ca9bffb79,3D,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)",155.17101994927708,59.0,251.0,e934de6c0c3934b64d19a142a90a3e8115ba6be0,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)","(5, 5, 5, 28, 51, 23)",7533,1,"(18.48904818797292, 35.587680870834994, 17.433559007035708)","(-3.914051812027033, 35.22728087083501, 13.41731801407142)"
IMG-B63D1A35CF,R1,wavelet-LHL,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},036ed4f3485a4ebc2eaff19d46ba70122f5c396f,3D,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)",216.42241221533715,67.0,323.0,e934de6c0c3934b64d19a142a90a3e8115ba6be0,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)","(5, 5, 5, 28, 51, 23)",7533,1,"(18.48904818797292, 35.587680870834994, 17.433559007035708)","(-3.914051812027033, 35.22728087083501, 13.41731801407142)"
IMG-B63D1A35CF,R1,wavelet-LHH,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},888662839daff079058d8f396afdabb4f3f24caf,3D,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)",168.05840980991974,38.0,302.0,e934de6c0c3934b64d19a142a90a3e8115ba6be0,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)","(5, 5, 5, 28, 51, 23)",7533,1,"(18.48904818797292, 35.587680870834994, 17.433559007035708)","(-3.914051812027033, 35.22728087083501, 13.41731801407142)"
IMG-B63D1A35CF,R1,wavelet-HLL,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},4d960d78871dc77a7e9b36800489194a644e1461,3D,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)",218.33675843857034,72.0,353.0,e934de6c0c3934b64d19a142a90a3e8115ba6be0,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)","(5, 5, 5, 28, 51, 23)",7533,1,"(18.48904818797292, 35.587680870834994, 17.433559007035708)","(-3.914051812027033, 35.22728087083501, 13.41731801407142)"
IMG-B63D1A35CF,R1,wavelet-HLH,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},af5b604d3ea3df73de5c8c630c6ca44c8b6de941,3D,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)",178.84333411770857,52.0,300.0,e934de6c0c3934b64d19a142a90a3e8115ba6be0,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)","(5, 5, 5, 28, 51, 23)",7533,1,"(18.48904818797292, 35.587680870834994, 17.433559007035708)","(-3.914051812027033, 35.22728087083501, 13.41731801407142)"
IMG-B63D1A35CF,R1,wavelet-HHL,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},8403aee34fbdf0f9a278b0652950b3d1077e237d,3D,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)",136.78780035035427,19.0,242.0,e934de6c0c3934b64d19a142a90a3e8115ba6be0,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)","(5, 5, 5, 28, 51, 23)",7533,1,"(18.48904818797292, 35.587680870834994, 17.433559007035708)","(-3.914051812027033, 35.22728087083501, 13.41731801407142)"
IMG-B63D1A35CF,R1,wavelet-HHH,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},0517c595c0b37e28d8ab8ccb81dac6d716b76c39,3D,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)",154.677347242921,50.0,252.0,e934de6c0c3934b64d19a142a90a3e8115ba6be0,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)","(5, 5, 5, 28, 51, 23)",7533,1,"(18.48904818797292, 35.587680870834994, 17.433559007035708)","(-3.914051812027033, 35.22728087083501, 13.41731801407142)"
IMG-B63D1A35CF,R1,wavelet-LLL,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},0cd69989bb30f2c30551522746dd91f84d1b752b,3D,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)",41.82864015478338,3.0,101.0,e934de6c0c3934b64d19a142a90a3e8115ba6be0,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)","(5, 5, 5, 28, 51, 23)",7533,1,"(18.48904818797292, 35.587680870834994, 17.433559007035708)","(-3.914051812027033, 35.22728087083501, 13.41731801407142)"
IMG-B63D1A35CF,R1,log-sigma-1-0-mm-3D,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},6a101d4849ca69e4260ba61a6db23ef68bf7b9a7,3D,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)",165.89111564305696,65.0,235.0,e934de6c0c3934b64d19a142a90a3e8115ba6be0,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)","(5, 5, 5, 28, 51, 23)",7533,1,"(18.48904818797292, 35.587680870834994, 17.433559007035708)","(-3.914051812027033, 35.22728087083501, 13.41731801407142)"
IMG-B63D1A35CF,R1,log-sigma-2-0-mm-3D,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},b1c548d2511a020e6b2210edbe99cc578b9e3e0f,3D,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)",116.58122205663189,37.0,167.0,e934de6c0c3934b64d19a142a90a3e8115ba6be0,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)","(5, 5, 5, 28, 51, 23)",7533,1,"(18.48904818797292, 35.587680870834994, 17.433559007035708)","(-3.914051812027033, 35.22728087083501, 13.41731801407142)"
IMG-B63D1A35CF,R1,log-sigma-3-0-mm-3D,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},720b46c4b52b8b740cbd0b671d53a519e0059c7e,3D,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)",92.36604178105472,31.0,142.0,e934de6c0c3934b64d19a142a90a3e8115ba6be0,"(1.0, 1.0, 1.9999999999999998)","(38, 61, 33)","(5, 5, 5, 28, 51, 23)",7533,1,"(18.48904818797292, 35.587680870834994, 17.433559007035708)","(-3.914051812027033, 35.22728087083501, 13.41731801407142)"
IMG-A8BED95109,R1,wavelet-LLH,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},b3d534b495d794d9e1e9a78efad8794f0d5190a8,3D,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)",155.10079284750339,80.0,229.0,73a34fbce46e37d4fe3545563592daa226492aca,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)","(5, 5, 1, 28, 29, 18)",4931,1,"(20.13060231190428, 18.8503346177246, 10.002027986209693)","(8.567907531465814, 35.02347315676977, -26.03007029758608)"
IMG-A8BED95109,R1,wavelet-LHL,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},a848d0f7bd90c3128d9ad370cc24681dd5f2fca3,3D,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)",216.51012145748987,103.0,311.0,73a34fbce46e37d4fe3545563592daa226492aca,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)","(5, 5, 1, 28, 29, 18)",4931,1,"(20.13060231190428, 18.8503346177246, 10.002027986209693)","(8.567907531465814, 35.02347315676977, -26.03007029758608)"
IMG-A8BED95109,R1,wavelet-LHH,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},368f3171d1e9b8ef9f20fb0e82dfa436887bd16a,3D,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)",168.05836707152497,80.0,249.0,73a34fbce46e37d4fe3545563592daa226492aca,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)","(5, 5, 1, 28, 29, 18)",4931,1,"(20.13060231190428, 18.8503346177246, 10.002027986209693)","(8.567907531465814, 35.02347315676977, -26.03007029758608)"
IMG-A8BED95109,R1,wavelet-HLL,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},5ce5752f3fa0c3f23760698a7c34a6f63cae807b,3D,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)",218.33667903733692,162.0,287.0,73a34fbce46e37d4fe3545563592daa226492aca,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)","(5, 5, 1, 28, 29, 18)",4931,1,"(20.13060231190428, 18.8503346177246, 10.002027986209693)","(8.567907531465814, 35.02347315676977, -26.03007029758608)"
IMG-A8BED95109,R1,wavelet-HLH,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},d5636a3c67290083300c0db41af272d4486bc9f4,3D,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)",178.84275191183085,89.0,243.0,73a34fbce46e37d4fe3545563592daa226492aca,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)","(5, 5, 1, 28, 29, 18)",4931,1,"(20.13060231190428, 18.8503346177246, 10.002027986209693)","(8.567907531465814, 35.02347315676977, -26.03007029758608)"
IMG-A8BED95109,R1,wavelet-HHL,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},ef08eaa0670344e52de96341ad3601f5e6d0a2ad,3D,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)",136.7861279802069,83.0,195.0,73a34fbce46e37d4fe3545563592daa226492aca,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)","(5, 5, 1, 28, 29, 18)",4931,1,"(20.13060231190428, 18.8503346177246, 10.002027986209693)","(8.567907531465814, 35.02347315676977, -26.03007029758608)"
IMG-A8BED95109,R1,wavelet-HHH,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},712106d687a3c1d6541917d77ddcb3fd29ac822e,3D,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)",154.67881241565453,70.0,220.0,73a34fbce46e37d4fe3545563592daa226492aca,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)","(5, 5, 1, 28, 29, 18)",4931,1,"(20.13060231190428, 18.8503346177246, 10.002027986209693)","(8.567907531465814, 35.02347315676977, -26.03007029758608)"
IMG-A8BED95109,R1,wavelet-LLL,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},0e75d1771b51108ff8198acf92085bc927aea2a4,3D,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)",29.6913236617184,1.0,57.0,73a34fbce46e37d4fe3545563592daa226492aca,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)","(5, 5, 1, 28, 29, 18)",4931,1,"(20.13060231190428, 18.8503346177246, 10.002027986209693)","(8.567907531465814, 35.02347315676977, -26.03007029758608)"
IMG-A8BED95109,R1,log-sigma-1-0-mm-3D,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},ac868a40ea11658dff63c82d338bdbb6b0fd5e75,3D,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)",165.93612235717498,112.0,218.0,73a34fbce46e37d4fe3545563592daa226492aca,"(0.9999999999999998, 1.0, 2.0)","(38, 39, 24)","(5, 5, 1, 28, 29, 18)",4931,1,"(20.13060231190428, 18.8503346177246, 10.002027986209693)","(8.567907531465814, 35.02347315676977, -26.03007029758608)"
