cv_before,cv_after,grad_before,grad_after,mu_before,mu_after
0.2545401305258756,0.2545378589113374,1.0681042613779186,1.0679410493557775,196.74589835934373,196.76336387260983
0.2686532812851274,0.2686534405907667,1.5651045588936496,1.565121636159404,235.1241696260706,235.1250270298207
0.279342321904061,0.2793456193849146,1.4146104573393938,1.414958996368033,243.4382410851017,243.46090696965928
0.2909532926422897,0.2909470453445487,0.4788454620563007,0.4788322582315264,201.6901910582535,201.7026873511712
0.3239084905196782,0.3239044375497897,1.243888068276147,1.243801134640732,227.9807080465089,227.9892703539125
0.2883301107537382,0.2883355985909744,1.2465667982611783,1.2465704408776508,583.4476340386863,583.6585366467436
0.3616744987206676,0.3616496551614683,1.1963697877482726,1.1959837317315776,571.5084202185861,571.5661372406836
0.2584617718922626,0.2584585469491951,1.089607583131248,1.0895350941301678,73.63703703703703,73.58565638123041
0.3012383030125041,0.3012345047386165,1.1898171199263092,1.1897006484776265,803.1702433851747,803.168775431328
0.2294661445349293,0.2294534980493425,1.1076348291738294,1.107512691990264,224.36021641300505,224.35729524899727
0.224937194548785,0.2249354833035292,1.7462574866008542,1.7461966874713877,285.8247847591134,285.8250061346276
0.2477017383028359,0.2477015136484866,0.4737693375772674,0.4737699200301957,228.5236378671008,228.52478086044343
0.2320085115525487,0.2320013536444122,0.6581413646426861,0.6582302748393991,231.94186294274803,231.9515755453324
0.2809980471305141,0.2809962423684754,0.2307913617172421,0.2307333147571201,182.16094700260643,182.16344687013537
0.2218905757129719,0.2218906183099889,0.5174148874100997,0.5174154088040199,183.51527205899455,183.5150420395384
0.253783509028172,0.2537849445188736,0.5637019399007567,0.563857382415558,197.97486692412065,197.9721305080801
0.1532204587234242,0.1531449938915893,0.6572815595259517,0.6560920404015802,1550.6547142221375,1551.5678398006823
0.2765649754899273,0.2765519513779473,0.0813505886935232,0.0808258650880031,175.7397687184598,175.79484931679318
0.2412408544789535,0.2412408779872108,1.1999267862986536,1.1999256194279204,274.9524164757287,274.9522864252762
0.2736722008721017,0.2736711143764649,1.2122368765255624,1.2122058514799174,207.07075163398693,207.0757653490276
0.2699559025924496,0.2699506784938206,0.2452564944453173,0.2451632522762839,175.91746389727547,175.92532084561367
0.2421183789789428,0.242118498270422,0.7848322167120753,0.7848487703282374,237.8534050093956,237.8534021258371
0.1475798188645564,0.1475731826892392,0.4451471468564846,0.444946589265071,1319.5469952041406,1319.5153159859265
0.2992954764690523,0.2992954918072239,1.5458876247193316,1.5458884727921318,177.57186147887666,177.57232247820048
0.2947658192062486,0.2947658348413265,0.194853711795603,0.1948584805640687,188.7297190734352,188.72823514303397
0.2984540167089204,0.2984540074674647,0.2936970252088556,0.2936980238185303,165.04618380062306,165.04651666084308
0.2439891892542427,0.2439892878029991,1.061893661096754,1.0618966350760266,208.81741025789404,208.81609886892343
0.2387407602206089,0.2387346998722684,1.198444125097215,1.1984542352653007,234.31953110662508,234.32242665887392
0.2567320939273966,0.256732174900627,0.5959806422209665,0.595982955112391,202.288350750945,202.2888820574803
0.2780491765877118,0.2780490486720351,0.2577627183188992,0.2577755224357971,178.07831325301206,178.0791289803849
0.2754876766537686,0.2754867682594671,0.3833610778504066,0.3835255832920886,204.61326929167103,204.60981688023895
0.2999320430703397,0.2999337953698006,2.2319226860434043,2.231967646293273,219.10855049341131,219.12484236519043
0.3177987487010191,0.3177985797815772,0.4870669394669578,0.4870549162389486,185.5753078980076,185.57516296496436
0.3248768711354089,0.3248704333106803,0.5113251648649149,0.5112375731636403,173.6750551303671,173.68047577688458
0.3064397327887988,0.3064391025935674,0.3294842164902949,0.329557429807462,210.1312453893099,210.13057482254516
0.2787104812059746,0.2787082787648461,1.5683066668799557,1.568335025501275,281.8702475914224,281.87327769196884
0.1932682624213578,0.1932427827349858,1.381181691710745,1.3802299959653443,199.24709150894253,199.3568799864243
0.2565155780010259,0.2565163477110189,0.4231586066678022,0.4230437062108513,221.5799447506439,221.60291773748827
0.2220439566560649,0.2220375255289111,0.5456351519094574,0.5454109938171269,240.70182994641596,240.72313676602576
