影像号,变体,尺度mm,K,聚类中心,聚类中心间距,ROI_Dice,common_voxels,adjusted_rand_index,unassigned_R1,unassigned_R2,H-low_Dice,H-low_fraction_R1,H-low_fraction_R2,R1_H-low_components,R1_H-low_largest_component_ml,R1_H-low_largest_component_fraction,R1_H-low_voxels,R1_H-low_volume_ml,R1_H-low_effective_bins,R1_H-low_texture_eligible,R2_H-low_components,R2_H-low_largest_component_ml,R2_H-low_largest_component_fraction,R2_H-low_voxels,R2_H-low_volume_ml,R2_H-low_effective_bins,R2_H-low_texture_eligible,H-high_Dice,H-high_fraction_R1,H-high_fraction_R2,R1_H-high_components,R1_H-high_largest_component_ml,R1_H-high_largest_component_fraction,R1_H-high_voxels,R1_H-high_volume_ml,R1_H-high_effective_bins,R1_H-high_texture_eligible,R2_H-high_components,R2_H-high_largest_component_ml,R2_H-high_largest_component_fraction,R2_H-high_voxels,R2_H-high_volume_ml,R2_H-high_effective_bins,R2_H-high_texture_eligible,R1_H_high_fraction,R1_H_high_largest_component_fraction,R1_H_high_component_density,R1_habitat_interface_density,R1_H_high_radial_index,R1_signal_contrast,R2_H_high_fraction,R2_H_high_largest_component_fraction,R2_H_high_component_density,R2_habitat_interface_density,R2_H_high_radial_index,R2_signal_contrast,H-mid_Dice,H-mid_fraction_R1,H-mid_fraction_R2,R1_H-mid_components,R1_H-mid_largest_component_ml,R1_H-mid_largest_component_fraction,R1_H-mid_voxels,R1_H-mid_volume_ml,R1_H-mid_effective_bins,R1_H-mid_texture_eligible,R2_H-mid_components,R2_H-mid_largest_component_ml,R2_H-mid_largest_component_fraction,R2_H-mid_voxels,R2_H-mid_volume_ml,R2_H-mid_effective_bins,R2_H-mid_texture_eligible
IMG-9E2C4ABE0B,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.5847432074776374,8727,1.0,0,0,1.0,1.0,0.9988091268518078,1,17.711999999999996,1.0,8856,17.711999999999996,15,1,2,41.92799999999999,0.9998092331171309,20968,41.93599999999999,25,1,,0.0,0.0011908731481922545,0,0.0,0.0,0,0.0,0,0,3,0.04599999999999999,0.92,25,0.04999999999999999,10,0,0.0,0.0,0.0,0.0,,,0.0011908731481922545,0.92,0.0714523888915353,0.0012146906111560995,0.19224163852742587,1.3612501621246338,,,,,,,,,,,,,,,,,
IMG-D0FB6C7AE7,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.6410220412747438,4566,0.07154077801833585,0,0,0.9580852038479157,0.9959288622241268,0.9465497442321745,1,9.296,1.0,4648,9.296,13,1,1,18.134,1.0,9067,18.134,19,1,0.085,0.004071137775873152,0.05345025576782545,2,0.036,0.9473684210526315,19,0.038,8,0,1,1.024,1.0,512,1.024,14,1,0.004071137775873152,0.9473684210526315,0.2142704092564817,0.004178272980501393,0.2580194172137991,1.36244797706604,0.05345025576782545,1.0,0.05219751539826704,0.021975153982670425,0.2755006628648124,1.4172197580337524,,,,,,,,,,,,,,,,,
IMG-1815129EC4,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.8566391650800367,42518,0.0,0,0,0.978558816110317,1.0,0.9209087768497632,1,100.116,1.0,50058,100.116,20,1,1,90.634,1.0,45317,90.634,24,1,0.0,0.0,0.07909122315023674,0,0.0,0.0,0,0.0,0,0,1,7.784,1.0,3892,7.784,26,1,0.0,0.0,0.0,0.0,,,0.07909122315023674,1.0,0.010160742953524761,0.010140421467617712,0.22481822491466247,0.2212510108947754,,,,,,,,,,,,,,,,,
IMG-AD73EFA971,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.7304497493077902,9761,0.0,0,0,0.9977410411746586,1.0,0.993872898261613,1,25.379999999999992,1.0,12690,25.379999999999992,20,1,1,27.89999999999999,1.0,13950,27.89999999999999,28,1,0.0,0.0,0.0061271017383870046,0,0.0,0.0,0,0.0,0,0,2,0.16999999999999998,0.9883720930232558,86,0.17199999999999996,17,0,0.0,0.0,0.0,0.0,,,0.0061271017383870046,0.9883720930232558,0.0712453690510117,0.003526645768025079,0.2882700095233799,0.49719953536987305,,,,,,,,,,,,,,,,,
IMG-D31CF4ABF7,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.708029197080292,4753,1.0,0,0,,0.02476780185758514,0.0025012506253126563,3,0.20599999999999996,0.5597826086956522,184,0.36799999999999994,12,0,3,0.015999999999999997,0.5333333333333333,15,0.029999999999999995,6,0,1.0,0.9752321981424149,0.9974987493746873,1,14.489999999999998,1.0,7245,14.489999999999998,23,1,4,11.955999999999998,0.9993313273152792,5982,11.963999999999999,27,1,0.9752321981424149,1.0,0.0673038093956118,0.01386458473549603,0.33676641966329685,1.4209709167480469,0.9974987493746873,0.9993313273152792,0.3335000833750209,0.00208437552109388,0.3266715081220831,1.767805814743042,,,,,,,,,,,,,,,,,
IMG-182FA24923,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.7349436812292467,5644,1.0,0,0,1.0,1.0,1.0,1,11.433999999999997,1.0,5717,11.433999999999997,5,1,2,19.281999999999996,0.9998962870773699,9642,19.283999999999995,8,1,,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
IMG-B1DBEB52F4,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.6065254849647046,21824,1.0,0,0,1.0,0.020073908481226335,0.023179138775102408,1,0.8799999999999998,1.0,440,0.8799999999999998,16,1,2,2.3179999999999996,0.9991379310344828,1160,2.3199999999999994,21,1,1.0,0.9799260915187736,0.9768208612248976,4,42.89999999999999,0.9986498440337074,21479,42.95799999999999,29,1,1,97.76999999999998,1.0,48885,97.76999999999998,41,1,0.9799260915187736,0.9986498440337074,0.0912450385510288,0.00659245403531183,0.3019880361157395,1.4741451740264893,0.9768208612248976,1.0,0.009991008092716558,0.005824757718053753,0.2915773785019571,1.8941991329193115,,,,,,,,,,,,,,,,,
IMG-825C59B3C8,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.8786427040046584,16598,0.15545032807743264,0,0,0.6611266262516178,0.2811320754716981,0.5946971563747474,4,9.599999999999998,0.9762050030506406,4917,9.833999999999998,17,1,5,24.099999999999998,0.9985911991381453,12067,24.133999999999997,19,1,0.7312989467998919,0.7188679245283018,0.4053028436252526,1,25.145999999999994,1.0,12573,25.145999999999994,21,1,1,16.447999999999997,1.0,8224,16.447999999999997,22,1,0.7188679245283018,1.0,0.02858776443682105,0.03747855917667239,0.3594336373718026,0.7233402729034424,0.4053028436252526,1.0,0.024641466660095614,0.03664186092356217,0.3041326688621656,0.7453250885009766,,,,,,,,,,,,,,,,,
IMG-DA4569F340,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.649894802811227,7259,1.0,0,0,1.0,1.0,1.0,1,15.181999999999999,1.0,7591,15.181999999999999,10,1,2,29.491999999999997,0.9998643883916464,14748,29.495999999999995,12,1,,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
IMG-8BF8DD5DE4,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.717425431711146,9597,0.8179049449004823,0,0,0.9868151852693794,0.9114337917107415,0.9033323142769795,1,18.956,1.0,9478,18.956,16,1,2,29.546,0.999932313523758,14774,29.548,20,1,0.8548185231539425,0.08856620828925858,0.09666768572302048,1,1.842,1.0,921,1.842,12,1,1,3.162,1.0,1581,3.162,16,1,0.08856620828925858,1.0,0.048081546302529095,0.019136455428406578,0.23497430139753336,0.7077047824859619,0.09666768572302048,1.0,0.03057169061449098,0.021002751452155303,0.3394188471593123,0.644798994064331,,,,,,,,,,,,,,,,,
IMG-16B3264BD9,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.6534130404559989,2350,0.7651165094498814,0,0,0.9600689457052571,0.7487231869254342,0.8155545112781954,1,4.397999999999998,1.0,2199,4.397999999999998,16,1,4,6.9259999999999975,0.9976951887064247,3471,6.9419999999999975,21,1,0.8859721082854799,0.2512768130745659,0.18444548872180452,2,1.4719999999999995,0.997289972899729,738,1.4759999999999995,15,1,1,1.5699999999999996,1.0,785,1.5699999999999996,14,1,0.2512768130745659,0.997289972899729,0.3404834865509024,0.057711950970377936,0.44699417227360994,0.5153651237487793,0.18444548872180452,1.0,0.11748120300751884,0.06907894736842106,0.3655990824760899,0.4573667049407959,,,,,,,,,,,,,,,,,
IMG-34B5A93F0D,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.6217367820920603,20720,0.0,0,0,0.9569594764661465,1.0,0.8754470938897169,1,79.62399999999998,1.0,39812,79.62399999999998,19,1,3,46.92999999999999,0.9986381240158319,23497,46.99399999999999,27,1,0.0,0.0,0.12455290611028316,0,0.0,0.0,0,0.0,0,0,3,5.981999999999999,0.8947053544720311,3343,6.685999999999999,19,1,0.0,0.0,0.0,0.0,,,0.12455290611028316,0.8947053544720311,0.055886736214605076,0.018498509687034276,0.31283788797237755,0.7731332778930664,,,,,,,,,,,,,,,,,
IMG-893073F906,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.6702867688813174,9443,0.0,0,0,0.0,0.054266432467412404,0.0,6,0.94,0.8006814310051107,587,1.174,15,1,0,0.0,0.0,0,0.0,0,0,0.9743673292060389,0.9457335675325876,1.0,1,20.46,1.0,10230,20.46,19,1,1,34.718,1.0,17359,34.718,35,1,0.9457335675325876,1.0,0.046223537025053156,0.020153462142923177,0.3483358956607025,0.9255015850067139,1.0,1.0,0.028803502505904716,0.0,0.342601469918997,,,,,,,,,,,,,,,,,,
IMG-EE9195B25E,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.7842258331332213,14696,0.38691686153061283,0,0,0.8208241829221031,0.43588035440676837,0.615987181769628,2,12.945999999999996,0.9893015436344185,6543,13.085999999999997,18,1,2,16.527999999999995,0.5971098265895953,13840,27.679999999999993,25,1,0.8005751258087707,0.5641196455932316,0.3840128182303721,2,16.933999999999997,0.9998819083608881,8468,16.935999999999996,19,1,6,11.501999999999999,0.6665507649513213,8628,17.255999999999997,25,1,0.5641196455932316,0.9998819083608881,0.06661781360335756,0.041036573179668245,0.34996828914281203,0.23328256607055664,0.3840128182303721,0.6665507649513213,0.13352323304254943,0.08358554388463593,0.32073625541810835,0.19545197486877441,,,,,,,,,,,,,,,,,
IMG-8F0C09D99C,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.8005340453938585,4497,0.33355179723299494,0,0,0.49159327461969576,0.13104458865396693,0.17033137194177764,2,0.6259999999999999,0.5,626,1.2519999999999998,15,1,3,1.4039999999999997,0.6381818181818182,1100,2.1999999999999997,16,1,0.9180116204002582,0.868955411346033,0.8296686280582224,2,8.289999999999997,0.9985545651650205,4151,8.301999999999998,20,1,2,10.713999999999999,0.9998133631952221,5358,10.715999999999998,22,1,0.868955411346033,0.9985545651650205,0.20933640360058617,0.05819552020096295,0.40836811756936475,0.5110735893249512,0.8296686280582224,0.9998133631952221,0.15484670176525245,0.05636419944255188,0.38395294256084245,0.3438410758972168,,,,,,,,,,,,,,,,,
IMG-EDA063D47C,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.6419822412522374,9146,-0.00023732314176589238,0,0,0.4776492133522018,0.9997857984363285,0.20844643975777824,1,18.67,1.0,9335,18.67,20,1,1,7.986,1.0,3993,7.986,21,1,0.0006370441153049849,0.0002142015636714148,0.7915535602422218,1,0.004,1.0,2,0.004,2,0,4,30.244,0.9972960495944074,15163,30.326,26,1,0.0002142015636714148,1.0,0.0535503909178537,0.0004284031273428296,0.18569533817705186,0.7041951417922974,0.7915535602422218,0.9972960495944074,0.1044059302568386,0.0508717895176446,0.3814318344753314,0.375455379486084,,,,,,,,,,,,,,,,,
IMG-7350051976,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.784175966709001,14510,0.9717837497791031,0,0,0.9993647656691135,0.976229396539981,0.9738409854423292,1,28.665999999999997,1.0,14333,28.665999999999997,15,1,2,43.47399999999999,0.9998160158226392,21741,43.48199999999999,24,1,0.9736842105263158,0.023770603460019073,0.026159014557670772,1,0.6979999999999998,1.0,349,0.6979999999999998,14,1,2,1.1599999999999997,0.9931506849315068,584,1.1679999999999997,20,1,0.023770603460019073,1.0,0.03405530581664624,0.007730554420378696,0.3322793523678653,1.1750516891479492,0.026159014557670772,0.9931506849315068,0.044792833146696534,0.007704367301231804,0.27261188777133444,1.0348784923553467,,,,,,,,,,,,,,,,,
IMG-4950E13031,primary_1x1x2,4.0,2,1.8727847;3.2299623,1.3571776248375897,0.7374535629854779,10918,1.0,0,0,1.0,1.0,0.9966390320412278,1,23.515999999999995,1.0,11758,23.515999999999995,15,1,2,35.57599999999999,0.9997751798561151,17792,35.583999999999996,20,1,,0.0,0.0033609679587721262,0,0.0,0.0,0,0.0,0,0,5,0.09199999999999998,0.7666666666666667,60,0.11999999999999998,14,0,0.0,0.0,0.0,0.0,,,0.0033609679587721262,0.7666666666666667,0.1400403316155053,0.003977145417880351,0.13007703574014556,0.9139211177825928,,,,,,,,,,,,,,,,,
IMG-9E2C4ABE0B,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.5847432074776374,8727,0.0,0,0,0.0,0.014566395663956639,0.003143905111227552,3,0.14399999999999996,0.5581395348837209,129,0.25799999999999995,9,0,1,0.13199999999999998,1.0,66,0.13199999999999998,9,0,,0.0,0.0011908731481922545,0,0.0,0.0,0,0.0,0,0,3,0.04599999999999999,0.92,25,0.04999999999999999,10,0,0.0,0.0,0.0,0.008694670280036135,,,0.0011908731481922545,0.92,0.0714523888915353,0.003215357500119087,0.19224163852742587,1.7511932849884033,0.9925541125541125,0.9854336043360433,0.9956652217405801,1.0,17.453999999999997,1.0,8727.0,17.453999999999997,15.0,1.0,2.0,41.79599999999999,0.9998086307530379,20902.0,41.803999999999995,25.0,1.0
IMG-D0FB6C7AE7,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.6410220412747438,4566,0.23808631928500168,0,0,0.6703750794659885,0.912363402614099,0.540453074433657,1,8.516,1.0,4258,8.516,12,1,2,9.112,0.880046358895113,5177,10.354,18,1,0.0,0.0,0.05345025576782545,0,0.0,0.0,0,0.0,0,0,1,1.024,1.0,512,1.024,14,1,0.0,0.0,0.0,0.044139704306835226,,,0.05345025576782545,1.0,0.05219751539826704,0.08894456623864704,0.2755006628648124,1.5215972661972046,0.0,0.087636597385901,0.4060966697985176,1.0,0.818,1.0,409.0,0.818,11.0,1.0,2.0,7.668,0.9856041131105399,3890.0,7.78,18.0,1.0
IMG-1815129EC4,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.8566391650800367,42518,0.0,0,0,0.0,0.012645331415557954,0.0,4,1.248,0.985781990521327,633,1.266,10,1,0,0.0,0.0,0,0.0,0,0,,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.005523592632546246,,,0.0,0.0,0.0,0.0,,,0.9973706860976501,0.9873546685844421,1.0,1.0,98.85,1.0,49425.0,98.85,20.0,1.0,1.0,98.418,1.0,49209.0,98.418,27.0,1.0
IMG-AD73EFA971,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.7304497493077902,9761,0.6680695586725843,0,0,0.7142857142857143,0.22450748620961386,0.12610430322029068,1,5.6979999999999995,1.0,2849,5.6979999999999995,18,1,4,1.5219999999999998,0.42994350282485877,1770,3.539999999999999,15,1,,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.015563435776201735,,,0.0,0.0,0.0,0.034233399829011114,,,0.9809877622377622,0.7754925137903861,0.8738956967797094,3.0,19.339999999999996,0.9826237171019205,9841.0,19.681999999999995,19.0,1.0,1.0,24.531999999999996,1.0,12266.0,24.531999999999996,28.0,1.0
IMG-D31CF4ABF7,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.708029197080292,4753,1.0,0,0,,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1.0,0.9752321981424149,0.9971652492913123,1,14.489999999999998,1.0,7245,14.489999999999998,23,1,4,11.951999999999998,0.9993311036789297,5980,11.959999999999997,27,1,0.9752321981424149,1.0,0.0673038093956118,0.01386458473549603,0.33676641966329685,,0.9971652492913123,0.9993311036789297,0.3335000833750209,0.00208437552109388,0.3267265081511772,,,0.02476780185758514,0.002834750708687677,3.0,0.20599999999999996,0.5597826086956522,184.0,0.36799999999999994,12.0,0.0,3.0,0.015999999999999997,0.47058823529411764,17.0,0.033999999999999996,6.0,0.0
IMG-182FA24923,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.7349436812292467,5644,1.0,0,0,1.0,1.0,1.0,1,11.433999999999997,1.0,5717,11.433999999999997,5,1,2,19.281999999999996,0.9998962870773699,9642,19.283999999999995,8,1,,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMG-B1DBEB52F4,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.6065254849647046,21824,0.6181736881520141,0,0,,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.9885312965546597,0.9577991696701492,0.9768208612248976,4,41.92999999999999,0.9986186529484614,20994,41.98799999999999,29,1,1,97.76999999999998,1.0,48885,97.76999999999998,41,1,0.9577991696701492,0.9986186529484614,0.0912450385510288,0.01382362334048086,0.3040330008863264,,0.9768208612248976,1.0,0.009991008092716558,0.005824757718053753,0.2915773785019571,,0.6431199411331862,0.042200830329850815,0.023179138775102408,2.0,1.3099999999999998,0.7081081081081081,925.0,1.8499999999999996,19.0,1.0,2.0,2.3179999999999996,0.9991379310344828,1160.0,2.3199999999999994,21.0,1.0
IMG-825C59B3C8,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.8786427040046584,16598,0.9550473861534561,0,0,,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.9837687700720423,0.37004002287021154,0.32965354097875904,3,12.937999999999997,0.9995364647713226,6472,12.943999999999996,21,1,1,13.377999999999997,1.0,6689,13.377999999999997,22,1,0.37004002287021154,0.9995364647713226,0.08576329331046315,0.034734133790737566,0.3592904983722969,,0.32965354097875904,1.0,0.024641466660095614,0.034473411857473754,0.31383845512211367,,0.9913725490196078,0.6299599771297885,0.6703464590212409,1.0,22.035999999999998,1.0,11018.0,22.035999999999998,19.0,1.0,3.0,27.173999999999992,0.9988972209969122,13602.0,27.203999999999994,19.0,1.0
IMG-DA4569F340,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.649894802811227,7259,1.0,0,0,1.0,1.0,1.0,1,15.181999999999999,1.0,7591,15.181999999999999,10,1,2,29.491999999999997,0.9998643883916464,14748,29.495999999999995,12,1,,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMG-8BF8DD5DE4,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.717425431711146,9597,0.9710099195756258,0,0,0.0,0.0030772189633618617,0.0,2,0.056,0.875,32,0.064,7,0,0,0.0,0.0,0,0.0,0,0,0.997808619430241,0.06654486008270026,0.09666768572302048,1,1.384,1.0,692,1.384,10,1,1,3.162,1.0,1581,3.162,16,1,0.06654486008270026,1.0,0.048081546302529095,0.019280700067314166,0.24122804737074802,1.1562812328338623,0.09666768572302048,1.0,0.03057169061449098,0.021002751452155303,0.3394188471593123,,0.9980329343000056,0.9303779209539379,0.9033323142769795,1.0,19.35,1.0,9675.0,19.35,16.0,1.0,2.0,29.546,0.999932313523758,14774.0,29.548,20.0,1.0
IMG-16B3264BD9,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.6534130404559989,2350,0.4908016532378165,0,0,0.9044585987261147,0.10214504596527069,0.03383458646616541,2,0.5879999999999997,0.98,300,0.5999999999999998,11,1,3,0.17399999999999993,0.6041666666666666,144,0.28799999999999987,7,0,0.0,0.0020429009193054137,0.05075187969924812,1,0.011999999999999997,1.0,6,0.011999999999999997,6,0,1,0.43199999999999983,1.0,216,0.43199999999999983,12,0,0.0020429009193054137,1.0,0.1702417432754512,0.049540347293156275,0.23570226039551584,1.4376401901245117,0.05075187969924812,1.0,0.11748120300751884,0.04593515037593986,0.3199171482253235,1.1447432041168213,0.9711060948081264,0.8958120531154239,0.9154135338345865,2.0,5.257999999999998,0.9992398327632079,2631.0,5.261999999999998,16.0,1.0,1.0,7.791999999999997,1.0,3896.0,7.791999999999997,21.0,1.0
IMG-34B5A93F0D,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.6217367820920603,20720,-0.03839756773203501,0,0,0.32845261801569636,0.5232342007434945,0.1069672131147541,1,41.66199999999999,1.0,20831,41.66199999999999,17,1,2,5.737999999999999,0.9993033786137234,2871,5.741999999999999,13,1,0.0,0.0,0.029619970193740686,0,0.0,0.0,0,0.0,0,0,1,1.5899999999999999,1.0,795,1.5899999999999999,18,1,0.0,0.0,0.0,0.03996282527881042,,,0.029619970193740686,1.0,0.018628912071535025,0.03029061102831595,0.3070647215799474,1.1819322109222412,0.5056301609808992,0.4767657992565056,0.8634128166915053,5.0,37.779999999999994,0.9952057320478374,18981.0,37.961999999999996,19.0,1.0,1.0,46.34799999999999,1.0,23174.0,46.34799999999999,27.0,1.0
IMG-893073F906,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.6702867688813174,9443,0.0,0,0,,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.9533362890711594,0.8977535361005824,1.0,1,19.422,1.0,9711,19.422,19,1,1,34.718,1.0,17359,34.718,35,1,0.8977535361005824,1.0,0.046223537025053156,0.028473698807432744,0.35642224619444257,,1.0,1.0,0.028803502505904716,0.0,0.342601469918997,,0.0,0.10224646389941758,0.0,4.0,1.514,0.6844484629294756,1106.0,2.212,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMG-EE9195B25E,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.7842258331332213,14696,0.73348000684099,0,0,,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.7368421052631579,0.005795749783492106,0.01789211322770162,5,0.10599999999999997,0.6091954022988506,87,0.17399999999999996,11,0,1,0.8039999999999998,1.0,402,0.8039999999999998,23,1,0.005795749783492106,0.6091954022988506,0.1665445340083939,0.005396042901871961,0.2356109263991233,,0.01789211322770162,1.0,0.022253872173758238,0.007922378493857931,0.21727268711177197,,0.9986320109439124,0.9942042502165079,0.9821078867722984,1.0,29.847999999999992,1.0,14924.0,29.847999999999992,21.0,1.0,1.0,44.13199999999999,1.0,22066.0,44.13199999999999,27.0,1.0
IMG-8F0C09D99C,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.8005340453938585,4497,0.00038595044206535327,0,0,,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.6539063859404907,0.8630939920452166,0.3965624032208114,1,8.245999999999999,1.0,4123,8.245999999999999,20,1,1,5.121999999999999,1.0,2561,5.121999999999999,22,1,0.8630939920452166,1.0,0.10466820180029308,0.05296211011094829,0.4099242471529633,,0.3965624032208114,1.0,0.07742335088262622,0.09879219572623105,0.38631771466515213,,0.387434554973822,0.13690600795478333,0.6034375967791886,1.0,1.3079999999999998,1.0,654.0,1.3079999999999998,16.0,1.0,1.0,7.793999999999998,1.0,3897.0,7.793999999999998,20.0,1.0
IMG-EDA063D47C,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.6419822412522374,9146,-0.07868851861481625,0,0,0.0,0.08428831530470172,0.0,1,1.574,1.0,787,1.574,8,1,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.3566506577573606,0,0.0,0.0,0,0.0,0,0,5,12.018,0.8795374707259953,6832,13.664,22,1,0.0,0.0,0.0,0.0340044982328371,,,0.3566506577573606,0.8795374707259953,0.13050741282104825,0.04880977239507204,0.37487231292047224,,0.8931792047449011,0.9157116846952983,0.6433493422426394,1.0,17.1,1.0,8550.0,17.1,20.0,1.0,1.0,24.648,1.0,12324.0,24.648,26.0,1.0
IMG-7350051976,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.784175966709001,14510,0.9011643652125917,0,0,0.7152777777777778,0.012055578259092767,0.01572228443449048,4,0.24199999999999997,0.6836158192090396,177,0.3539999999999999,11,0,1,0.7019999999999998,1.0,351,0.7019999999999998,12,1,0.9895988112927192,0.023021386732052854,0.026159014557670772,1,0.6759999999999999,1.0,338,0.6759999999999999,14,1,2,1.1599999999999997,0.9931506849315068,584,1.1679999999999997,20,1,0.023021386732052854,1.0,0.03405530581664624,0.014269173137174773,0.3374258557294852,1.5814107656478882,0.026159014557670772,0.9931506849315068,0.044792833146696534,0.014132138857782757,0.27261188777133444,1.6147215366363525,0.9968281121921665,0.9649230350088543,0.9581187010078387,1.0,28.333999999999996,1.0,14167.0,28.333999999999996,15.0,1.0,2.0,42.77199999999999,0.9998129967274427,21390.0,42.779999999999994,24.0,1.0
IMG-4950E13031,primary_1x1x2,4.0,3,1.4351036;2.2143322;3.4260761,0.7792285803184724,0.7374535629854779,10918,0.026745263774925216,0,0,0.08163265306122448,0.02883143391733288,0.1647434461124804,2,0.5179999999999999,0.7640117994100295,339,0.6779999999999999,10,1,3,3.9219999999999997,0.666780006800408,2941,5.881999999999999,16,1,,0.0,0.0006161774591082232,0,0.0,0.0,0,0.0,0,0,3,0.015999999999999997,0.7272727272727273,11,0.021999999999999995,7,0,0.0,0.0,0.0,0.017775131825140334,,,0.0006161774591082232,0.7272727272727273,0.08402419896930317,0.0290163567107327,0.13897195548370286,1.6830381155014038,0.9094385188166633,0.9711685660826671,0.8346403764284114,1.0,22.837999999999997,1.0,11419.0,22.837999999999997,15.0,1.0,5.0,29.741999999999997,0.9980536912751677,14900.0,29.799999999999997,20.0,1.0
IMG-9E2C4ABE0B,primary_1x1x2,6.0,2,1.8815602;3.1698066,1.288246407925611,0.5847432074776374,8727,0.0,0,0,0.9140795122254712,1.0,0.9053970371076073,1,17.711999999999996,1.0,8856,17.711999999999996,15,1,2,38.00599999999999,0.9997895512179723,19007,38.013999999999996,23,1,0.0,0.0,0.0946029628923927,0,0.0,0.0,0,0.0,0,0,9,3.185999999999999,0.8021148036253777,1986,3.971999999999999,21,1,0.0,0.0,0.0,0.0,,,0.0946029628923927,0.8021148036253777,0.21435716667460586,0.04139475063116277,0.32538326070980994,0.4615640640258789,,,,,,,,,,,,,,,,,
