feature,icc_A,n_A,icc_B,n_B,pass
log-sigma-1-0-mm-3D_shape_Elongation,0.4697598842624501,22,0.5738864996852152,8,False
log-sigma-1-0-mm-3D_shape_Flatness,0.616507232972749,22,0.6148435803984232,8,False
log-sigma-1-0-mm-3D_shape_LeastAxisLength,0.7669594053436322,22,0.8118146024205378,8,True
log-sigma-1-0-mm-3D_shape_MajorAxisLength,0.7644796519635452,22,0.5697862559124197,8,True
log-sigma-1-0-mm-3D_shape_Maximum2DDiameterColumn,0.8211426819564499,22,0.4773879265459173,8,True
log-sigma-1-0-mm-3D_shape_Maximum2DDiameterRow,0.7385779235397708,22,0.3607357215725509,8,False
log-sigma-1-0-mm-3D_shape_Maximum2DDiameterSlice,0.6496447982144226,22,0.5852050439216012,8,False
log-sigma-1-0-mm-3D_shape_Maximum3DDiameter,0.739142709602197,22,0.41764856156734387,8,False
log-sigma-1-0-mm-3D_shape_MeshVolume,0.7283102577095294,22,0.5641616353792328,8,False
log-sigma-1-0-mm-3D_shape_MinorAxisLength,0.6657388317444173,22,0.6521972274917414,8,False
log-sigma-1-0-mm-3D_shape_Sphericity,0.5113266810893029,22,0.764270329765584,8,False
log-sigma-1-0-mm-3D_shape_SurfaceArea,0.7442170545138365,22,0.7226857197978283,8,False
log-sigma-1-0-mm-3D_shape_SurfaceVolumeRatio,0.5015427142356769,22,0.11105134467485078,8,False
log-sigma-1-0-mm-3D_shape_VoxelVolume,0.7286509529434513,22,0.5653591439073548,8,False
log-sigma-1-0-mm-3D_firstorder_10Percentile,0.7601246105919005,22,0.5649717514124293,8,True
log-sigma-1-0-mm-3D_firstorder_90Percentile,0.45973154362416063,22,0.07547169811320752,8,False
log-sigma-1-0-mm-3D_firstorder_Energy,0.7243054116370613,22,0.5532225890706589,8,False
log-sigma-1-0-mm-3D_firstorder_Entropy,0.7881132698846908,22,0.6639343597647251,8,True
log-sigma-1-0-mm-3D_firstorder_InterquartileRange,0.6732591107115691,22,0.4324324324324324,8,False
log-sigma-1-0-mm-3D_firstorder_Kurtosis,0.4861899232409411,22,0.3722404999475102,8,False
log-sigma-1-0-mm-3D_firstorder_Maximum,0.650148242270225,22,0.25806451612903225,8,False
log-sigma-1-0-mm-3D_firstorder_MeanAbsoluteDeviation,0.7168141577585765,22,0.6107516005212958,8,False
log-sigma-1-0-mm-3D_firstorder_Mean,0.5810845040289214,22,0.23917866945054012,8,False
log-sigma-1-0-mm-3D_firstorder_Median,0.5844748858447489,22,0.18604651162790697,8,False
log-sigma-1-0-mm-3D_firstorder_Minimum,0.44345898004434603,22,0.5512306811677161,8,False
log-sigma-1-0-mm-3D_firstorder_Range,0.5729841020525119,22,0.7062133645955451,8,False
log-sigma-1-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.590020462547957,22,0.3256201443136845,8,False
log-sigma-1-0-mm-3D_firstorder_RootMeanSquared,0.5757021942882676,22,0.1803247883857898,8,False
log-sigma-1-0-mm-3D_firstorder_Skewness,0.7252969654262421,22,0.838584619978861,8,False
log-sigma-1-0-mm-3D_firstorder_TotalEnergy,0.7243054116370609,22,0.553222589070659,8,False
log-sigma-1-0-mm-3D_firstorder_Uniformity,0.7836421592552519,22,0.5152136135140866,8,True
log-sigma-1-0-mm-3D_firstorder_Variance,0.7628909479336298,22,0.6794748846848129,8,True
log-sigma-1-0-mm-3D_glcm_Autocorrelation,0.4087991424954053,22,0.632689589074843,8,False
log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.6950963447352474,22,0.738478569603305,8,False
log-sigma-1-0-mm-3D_glcm_ClusterShade,0.570258026277125,22,0.7798488863146453,8,False
log-sigma-1-0-mm-3D_glcm_ClusterTendency,0.6450357977411452,22,0.7569757132756431,8,False
log-sigma-1-0-mm-3D_glcm_Contrast,0.7626133544795837,22,-0.04772604843705553,8,True
log-sigma-1-0-mm-3D_glcm_Correlation,0.15330475810388003,22,0.6596964578048237,8,False
log-sigma-1-0-mm-3D_glcm_DifferenceAverage,0.8120897605293558,22,-0.14909263298940637,8,True
log-sigma-1-0-mm-3D_glcm_DifferenceEntropy,0.8049423365640245,22,-0.01852303190589926,8,True
log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.6971299985644769,22,0.10791619166095918,8,False
log-sigma-1-0-mm-3D_glcm_Id,0.825830062283914,22,-0.2573522876994033,8,True
log-sigma-1-0-mm-3D_glcm_Idm,0.8205178339390298,22,-0.2655991749393847,8,True
log-sigma-1-0-mm-3D_glcm_Idmn,0.6682781824663322,22,0.20678626094256458,8,False
log-sigma-1-0-mm-3D_glcm_Idn,0.6876060014932776,22,0.2292421950741912,8,False
log-sigma-1-0-mm-3D_glcm_Imc1,0.7003515263383124,22,0.41073422365490914,8,False
log-sigma-1-0-mm-3D_glcm_Imc2,0.6411736108404106,22,0.5470830128671871,8,False
log-sigma-1-0-mm-3D_glcm_InverseVariance,0.8175650422618466,22,-0.2770307071725646,8,True
log-sigma-1-0-mm-3D_glcm_JointAverage,0.44007403487444563,22,0.5759026319737552,8,False
log-sigma-1-0-mm-3D_glcm_JointEnergy,0.81352486068074,22,0.06589848184379656,8,True
log-sigma-1-0-mm-3D_glcm_JointEntropy,0.7690282004232867,22,0.4274479984595264,8,True
log-sigma-1-0-mm-3D_glcm_MCC,0.385272159225952,22,0.2598917434485048,8,False
log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.8361880326214962,22,-0.17407758457471842,8,True
log-sigma-1-0-mm-3D_glcm_SumAverage,0.4400740348744453,22,0.5759026319737536,8,False
log-sigma-1-0-mm-3D_glcm_SumEntropy,0.7389404598724284,22,0.7456364732747944,8,False
log-sigma-1-0-mm-3D_glcm_SumSquares,0.6958115802171991,22,0.6611836494571357,8,False
log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,0.7649735383299635,22,0.4321816947888328,8,True
log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,0.7751114731966181,22,0.6028033515464746,8,True
log-sigma-1-0-mm-3D_glrlm_GrayLevelVariance,0.7671418364952515,22,0.7001672446131779,8,True
log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.4070084360093086,22,0.6279135480320861,8,False
log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,0.7587378385688905,22,-0.22558523813908316,8,True
log-sigma-1-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.4225071882048567,22,0.5892923512718659,8,False
log-sigma-1-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.5390601645218349,22,0.22474817562198912,8,False
log-sigma-1-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,0.5029480044086458,22,0.19840961488052394,8,False
log-sigma-1-0-mm-3D_glrlm_RunEntropy,0.6668688051875714,22,0.7744225522440306,8,False
log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformity,0.7371404586955334,22,0.6006069147925518,8,False
log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.7697319041186084,22,-0.07051296478699462,8,True
log-sigma-1-0-mm-3D_glrlm_RunPercentage,0.763426263001575,22,-0.13575576280223098,8,True
log-sigma-1-0-mm-3D_glrlm_RunVariance,0.7468222518371753,22,-0.28390695633127616,8,False
log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis,0.7680418378880681,22,-0.08667749129768262,8,True
log-sigma-1-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,0.40298831155510795,22,0.6349711020699823,8,False
log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.4928195491404362,22,0.1921844077009276,8,False
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformity,0.7795004593982305,22,0.5865451476126368,8,True
log-sigma-1-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.7733351092214816,22,0.7412744320214175,8,True
log-sigma-1-0-mm-3D_glszm_GrayLevelVariance,0.8333917404576041,22,0.7614482018779642,8,True
log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis,0.4103866870109669,22,0.5885279758719508,8,False
log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis,0.710150789069902,22,0.012712028965312542,8,False
