feature,stage,reason
wavelet-HHL_glcm_MaximumProbability,icc,ICC_A=0.031 ≤ 0.75
wavelet-HHL_glcm_SumEntropy,icc,ICC_A=0.445 ≤ 0.75
wavelet-HHL_glrlm_GrayLevelNonUniformity,icc,ICC_A=0.593 ≤ 0.75
wavelet-HHL_glrlm_GrayLevelNonUniformityNormalized,icc,ICC_A=0.167 ≤ 0.75
wavelet-HHL_glrlm_LongRunEmphasis,icc,ICC_A=0.004 ≤ 0.75
wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis,icc,ICC_A=0.002 ≤ 0.75
wavelet-HHL_glrlm_LowGrayLevelRunEmphasis,icc,ICC_A=0.060 ≤ 0.75
wavelet-HHL_glrlm_RunLengthNonUniformityNormalized,icc,ICC_A=0.196 ≤ 0.75
wavelet-HHL_glrlm_RunPercentage,icc,ICC_A=0.103 ≤ 0.75
wavelet-HHL_glrlm_RunVariance,icc,ICC_A=0.003 ≤ 0.75
wavelet-HHL_glrlm_ShortRunEmphasis,icc,ICC_A=0.101 ≤ 0.75
wavelet-HHL_glrlm_ShortRunLowGrayLevelEmphasis,icc,ICC_A=0.119 ≤ 0.75
wavelet-HHL_glszm_GrayLevelNonUniformityNormalized,icc,ICC_A=0.124 ≤ 0.75
wavelet-HHL_glszm_LargeAreaEmphasis,icc,ICC_A=0.002 ≤ 0.75
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,icc,ICC_A=0.070 ≤ 0.75
wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,icc,ICC_A=0.000 ≤ 0.75
wavelet-HHL_glszm_LowGrayLevelZoneEmphasis,icc,ICC_A=0.056 ≤ 0.75
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,icc,ICC_A=0.418 ≤ 0.75
wavelet-HHL_glszm_SmallAreaEmphasis,icc,ICC_A=0.290 ≤ 0.75
wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,icc,ICC_A=0.099 ≤ 0.75
wavelet-HHL_glszm_ZoneEntropy,icc,ICC_A=0.460 ≤ 0.75
wavelet-HHL_glszm_ZonePercentage,icc,ICC_A=0.738 ≤ 0.75
wavelet-HHL_glszm_ZoneVariance,icc,ICC_A=0.002 ≤ 0.75
wavelet-HHL_gldm_DependenceEntropy,icc,ICC_A=0.295 ≤ 0.75
wavelet-HHL_gldm_DependenceNonUniformityNormalized,icc,ICC_A=0.744 ≤ 0.75
wavelet-HHL_gldm_DependenceVariance,icc,ICC_A=0.085 ≤ 0.75
wavelet-HHL_gldm_GrayLevelNonUniformity,icc,ICC_A=0.157 ≤ 0.75
wavelet-HHL_gldm_LargeDependenceEmphasis,icc,ICC_A=0.025 ≤ 0.75
wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis,icc,ICC_A=0.695 ≤ 0.75
wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis,icc,ICC_A=0.002 ≤ 0.75
wavelet-HHL_gldm_LowGrayLevelEmphasis,icc,ICC_A=0.068 ≤ 0.75
wavelet-HHL_gldm_SmallDependenceEmphasis,icc,ICC_A=0.712 ≤ 0.75
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,icc,ICC_A=0.318 ≤ 0.75
wavelet-HHL_ngtdm_Busyness,icc,ICC_A=0.267 ≤ 0.75
wavelet-HHL_ngtdm_Coarseness,icc,ICC_A=0.629 ≤ 0.75
wavelet-HHL_ngtdm_Contrast,icc,ICC_A=0.551 ≤ 0.75
wavelet-HHH_shape_Elongation,icc,ICC_A=0.470 ≤ 0.75
wavelet-HHH_shape_Flatness,icc,ICC_A=0.617 ≤ 0.75
wavelet-HHH_shape_Maximum2DDiameterRow,icc,ICC_A=0.739 ≤ 0.75
wavelet-HHH_shape_Maximum2DDiameterSlice,icc,ICC_A=0.650 ≤ 0.75
wavelet-HHH_shape_Maximum3DDiameter,icc,ICC_A=0.739 ≤ 0.75
wavelet-HHH_shape_MeshVolume,icc,ICC_A=0.728 ≤ 0.75
wavelet-HHH_shape_MinorAxisLength,icc,ICC_A=0.666 ≤ 0.75
wavelet-HHH_shape_Sphericity,icc,ICC_A=0.511 ≤ 0.75
wavelet-HHH_shape_SurfaceArea,icc,ICC_A=0.744 ≤ 0.75
wavelet-HHH_shape_SurfaceVolumeRatio,icc,ICC_A=0.502 ≤ 0.75
wavelet-HHH_shape_VoxelVolume,icc,ICC_A=0.729 ≤ 0.75
wavelet-HHH_firstorder_Energy,icc,ICC_A=0.729 ≤ 0.75
wavelet-HHH_firstorder_Entropy,icc,ICC_A=0.713 ≤ 0.75
wavelet-HHH_firstorder_Kurtosis,icc,ICC_A=0.438 ≤ 0.75
wavelet-HHH_firstorder_Maximum,icc,ICC_A=0.702 ≤ 0.75
wavelet-HHH_firstorder_Mean,icc,ICC_A=-0.112 ≤ 0.75
wavelet-HHH_firstorder_Median,icc,ICC_A=-1.100 ≤ 0.75
wavelet-HHH_firstorder_Minimum,icc,ICC_A=0.749 ≤ 0.75
wavelet-HHH_firstorder_Skewness,icc,ICC_A=0.034 ≤ 0.75
wavelet-HHH_firstorder_TotalEnergy,icc,ICC_A=0.729 ≤ 0.75
wavelet-HHH_firstorder_Uniformity,icc,ICC_A=0.330 ≤ 0.75
wavelet-HHH_glcm_Autocorrelation,icc,ICC_A=0.745 ≤ 0.75
wavelet-HHH_glcm_ClusterProminence,icc,ICC_A=0.714 ≤ 0.75
wavelet-HHH_glcm_ClusterShade,icc,ICC_A=0.498 ≤ 0.75
wavelet-HHH_glcm_Correlation,icc,ICC_A=0.314 ≤ 0.75
wavelet-HHH_glcm_DifferenceEntropy,icc,ICC_A=0.743 ≤ 0.75
wavelet-HHH_glcm_Id,icc,ICC_A=0.599 ≤ 0.75
wavelet-HHH_glcm_Idm,icc,ICC_A=0.551 ≤ 0.75
wavelet-HHH_glcm_Idmn,icc,ICC_A=0.529 ≤ 0.75
wavelet-HHH_glcm_Idn,icc,ICC_A=0.456 ≤ 0.75
wavelet-HHH_glcm_Imc1,icc,ICC_A=0.481 ≤ 0.75
wavelet-HHH_glcm_Imc2,icc,ICC_A=0.749 ≤ 0.75
wavelet-HHH_glcm_JointAverage,icc,ICC_A=0.749 ≤ 0.75
wavelet-HHH_glcm_JointEnergy,icc,ICC_A=0.079 ≤ 0.75
wavelet-HHH_glcm_JointEntropy,icc,ICC_A=0.698 ≤ 0.75
wavelet-HHH_glcm_MCC,icc,ICC_A=0.326 ≤ 0.75
wavelet-HHH_glcm_MaximumProbability,icc,ICC_A=0.109 ≤ 0.75
wavelet-HHH_glcm_SumAverage,icc,ICC_A=0.749 ≤ 0.75
wavelet-HHH_glcm_SumEntropy,icc,ICC_A=0.702 ≤ 0.75
wavelet-HHH_glrlm_GrayLevelNonUniformity,icc,ICC_A=0.550 ≤ 0.75
wavelet-HHH_glrlm_GrayLevelNonUniformityNormalized,icc,ICC_A=0.411 ≤ 0.75
wavelet-HHH_glrlm_LongRunEmphasis,icc,ICC_A=0.063 ≤ 0.75
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,icc,ICC_A=0.697 ≤ 0.75
wavelet-HHH_glrlm_LongRunLowGrayLevelEmphasis,icc,ICC_A=0.060 ≤ 0.75
wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,icc,ICC_A=0.265 ≤ 0.75
wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,icc,ICC_A=0.422 ≤ 0.75
wavelet-HHH_glrlm_RunPercentage,icc,ICC_A=0.294 ≤ 0.75
wavelet-HHH_glrlm_RunVariance,icc,ICC_A=0.043 ≤ 0.75
wavelet-HHH_glrlm_ShortRunEmphasis,icc,ICC_A=0.299 ≤ 0.75
wavelet-HHH_glrlm_ShortRunLowGrayLevelEmphasis,icc,ICC_A=0.348 ≤ 0.75
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,icc,ICC_A=0.250 ≤ 0.75
wavelet-HHH_glszm_LargeAreaEmphasis,icc,ICC_A=0.018 ≤ 0.75
wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,icc,ICC_A=0.131 ≤ 0.75
wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,icc,ICC_A=0.003 ≤ 0.75
wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,icc,ICC_A=0.283 ≤ 0.75
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,icc,ICC_A=0.418 ≤ 0.75
wavelet-HHH_glszm_SmallAreaEmphasis,icc,ICC_A=0.303 ≤ 0.75
wavelet-HHH_glszm_SmallAreaLowGrayLevelEmphasis,icc,ICC_A=0.388 ≤ 0.75
wavelet-HHH_glszm_ZoneEntropy,icc,ICC_A=0.732 ≤ 0.75
wavelet-HHH_glszm_ZoneVariance,icc,ICC_A=0.018 ≤ 0.75
wavelet-HHH_gldm_DependenceVariance,icc,ICC_A=0.143 ≤ 0.75
wavelet-HHH_gldm_GrayLevelNonUniformity,icc,ICC_A=0.370 ≤ 0.75
wavelet-HHH_gldm_LargeDependenceEmphasis,icc,ICC_A=0.103 ≤ 0.75
wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,icc,ICC_A=0.347 ≤ 0.75
wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis,icc,ICC_A=0.023 ≤ 0.75
wavelet-HHH_gldm_LowGrayLevelEmphasis,icc,ICC_A=0.279 ≤ 0.75
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,icc,ICC_A=0.507 ≤ 0.75
wavelet-HHH_ngtdm_Busyness,icc,ICC_A=0.150 ≤ 0.75
wavelet-HHH_ngtdm_Coarseness,icc,ICC_A=0.663 ≤ 0.75
wavelet-HHH_ngtdm_Contrast,icc,ICC_A=0.713 ≤ 0.75
wavelet-HHH_ngtdm_Strength,icc,ICC_A=0.600 ≤ 0.75
wavelet-LLL_shape_Elongation,icc,ICC_A=0.470 ≤ 0.75
wavelet-LLL_shape_Flatness,icc,ICC_A=0.617 ≤ 0.75
wavelet-LLL_shape_Maximum2DDiameterRow,icc,ICC_A=0.739 ≤ 0.75
wavelet-LLL_shape_Maximum2DDiameterSlice,icc,ICC_A=0.650 ≤ 0.75
wavelet-LLL_shape_Maximum3DDiameter,icc,ICC_A=0.739 ≤ 0.75
wavelet-LLL_shape_MeshVolume,icc,ICC_A=0.728 ≤ 0.75
wavelet-LLL_shape_MinorAxisLength,icc,ICC_A=0.666 ≤ 0.75
wavelet-LLL_shape_Sphericity,icc,ICC_A=0.511 ≤ 0.75
wavelet-LLL_shape_SurfaceArea,icc,ICC_A=0.744 ≤ 0.75
wavelet-LLL_shape_SurfaceVolumeRatio,icc,ICC_A=0.502 ≤ 0.75
wavelet-LLL_shape_VoxelVolume,icc,ICC_A=0.729 ≤ 0.75
wavelet-LLL_firstorder_10Percentile,icc,ICC_A=0.641 ≤ 0.75
wavelet-LLL_firstorder_90Percentile,icc,ICC_A=0.576 ≤ 0.75
wavelet-LLL_firstorder_Energy,icc,ICC_A=0.713 ≤ 0.75
wavelet-LLL_firstorder_InterquartileRange,icc,ICC_A=0.534 ≤ 0.75
wavelet-LLL_firstorder_Kurtosis,icc,ICC_A=0.502 ≤ 0.75
wavelet-LLL_firstorder_Maximum,icc,ICC_A=0.718 ≤ 0.75
wavelet-LLL_firstorder_Median,icc,ICC_A=0.388 ≤ 0.75
wavelet-LLL_firstorder_Minimum,icc,ICC_A=0.722 ≤ 0.75
wavelet-LLL_firstorder_Range,icc,ICC_A=0.744 ≤ 0.75
wavelet-LLL_firstorder_RootMeanSquared,icc,ICC_A=0.743 ≤ 0.75
wavelet-LLL_firstorder_Skewness,icc,ICC_A=0.672 ≤ 0.75
wavelet-LLL_firstorder_TotalEnergy,icc,ICC_A=0.713 ≤ 0.75
wavelet-LLL_glcm_Autocorrelation,icc,ICC_A=0.695 ≤ 0.75
wavelet-LLL_glcm_ClusterProminence,icc,ICC_A=0.350 ≤ 0.75
wavelet-LLL_glcm_ClusterShade,icc,ICC_A=0.563 ≤ 0.75
wavelet-LLL_glcm_Contrast,icc,ICC_A=0.511 ≤ 0.75
wavelet-LLL_glcm_Correlation,icc,ICC_A=0.748 ≤ 0.75
wavelet-LLL_glcm_DifferenceAverage,icc,ICC_A=0.528 ≤ 0.75
wavelet-LLL_glcm_DifferenceEntropy,icc,ICC_A=0.456 ≤ 0.75
wavelet-LLL_glcm_DifferenceVariance,icc,ICC_A=0.558 ≤ 0.75
wavelet-LLL_glcm_Id,icc,ICC_A=0.599 ≤ 0.75
wavelet-LLL_glcm_Idm,icc,ICC_A=0.609 ≤ 0.75
wavelet-LLL_glcm_Imc1,icc,ICC_A=0.632 ≤ 0.75
wavelet-LLL_glcm_Imc2,icc,ICC_A=0.708 ≤ 0.75
wavelet-LLL_glcm_InverseVariance,icc,ICC_A=0.622 ≤ 0.75
wavelet-LLL_glcm_JointAverage,icc,ICC_A=0.707 ≤ 0.75
wavelet-LLL_glcm_JointEnergy,icc,ICC_A=0.705 ≤ 0.75
wavelet-LLL_glcm_JointEntropy,icc,ICC_A=0.668 ≤ 0.75
wavelet-LLL_glcm_MCC,icc,ICC_A=0.671 ≤ 0.75
wavelet-LLL_glcm_SumAverage,icc,ICC_A=0.707 ≤ 0.75
wavelet-LLL_glrlm_GrayLevelNonUniformity,icc,ICC_A=0.735 ≤ 0.75
wavelet-LLL_glrlm_HighGrayLevelRunEmphasis,icc,ICC_A=0.715 ≤ 0.75
wavelet-LLL_glrlm_LongRunEmphasis,icc,ICC_A=0.520 ≤ 0.75
wavelet-LLL_glrlm_LongRunLowGrayLevelEmphasis,icc,ICC_A=0.415 ≤ 0.75
wavelet-LLL_glrlm_LowGrayLevelRunEmphasis,icc,ICC_A=0.478 ≤ 0.75
wavelet-LLL_glrlm_RunLengthNonUniformity,icc,ICC_A=0.737 ≤ 0.75
wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,icc,ICC_A=0.568 ≤ 0.75
wavelet-LLL_glrlm_RunPercentage,icc,ICC_A=0.554 ≤ 0.75
wavelet-LLL_glrlm_RunVariance,icc,ICC_A=0.487 ≤ 0.75
wavelet-LLL_glrlm_ShortRunEmphasis,icc,ICC_A=0.567 ≤ 0.75
wavelet-LLL_glrlm_ShortRunHighGrayLevelEmphasis,icc,ICC_A=0.697 ≤ 0.75
wavelet-LLL_glrlm_ShortRunLowGrayLevelEmphasis,icc,ICC_A=0.488 ≤ 0.75
wavelet-LLL_glszm_GrayLevelNonUniformity,icc,ICC_A=0.690 ≤ 0.75
wavelet-LLL_glszm_LargeAreaEmphasis,icc,ICC_A=0.711 ≤ 0.75
wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis,icc,ICC_A=0.388 ≤ 0.75
wavelet-LLL_glszm_LowGrayLevelZoneEmphasis,icc,ICC_A=0.349 ≤ 0.75
wavelet-LLL_glszm_SizeZoneNonUniformity,icc,ICC_A=0.623 ≤ 0.75
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,icc,ICC_A=0.574 ≤ 0.75
wavelet-LLL_glszm_SmallAreaEmphasis,icc,ICC_A=0.560 ≤ 0.75
wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,icc,ICC_A=0.358 ≤ 0.75
wavelet-LLL_glszm_ZoneEntropy,icc,ICC_A=0.627 ≤ 0.75
wavelet-LLL_glszm_ZonePercentage,icc,ICC_A=0.544 ≤ 0.75
wavelet-LLL_glszm_ZoneVariance,icc,ICC_A=0.712 ≤ 0.75
wavelet-LLL_gldm_DependenceEntropy,icc,ICC_A=0.744 ≤ 0.75
wavelet-LLL_gldm_DependenceNonUniformity,icc,ICC_A=0.747 ≤ 0.75
wavelet-LLL_gldm_DependenceNonUniformityNormalized,icc,ICC_A=0.579 ≤ 0.75
wavelet-LLL_gldm_DependenceVariance,icc,ICC_A=0.503 ≤ 0.75
wavelet-LLL_gldm_GrayLevelNonUniformity,icc,ICC_A=0.734 ≤ 0.75
wavelet-LLL_gldm_HighGrayLevelEmphasis,icc,ICC_A=0.702 ≤ 0.75
wavelet-LLL_gldm_LargeDependenceEmphasis,icc,ICC_A=0.547 ≤ 0.75
wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis,icc,ICC_A=0.285 ≤ 0.75
wavelet-LLL_gldm_LowGrayLevelEmphasis,icc,ICC_A=0.483 ≤ 0.75
wavelet-LLL_gldm_SmallDependenceEmphasis,icc,ICC_A=0.537 ≤ 0.75
wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis,icc,ICC_A=0.669 ≤ 0.75
wavelet-LLL_gldm_SmallDependenceLowGrayLevelEmphasis,icc,ICC_A=0.453 ≤ 0.75
wavelet-LLL_ngtdm_Busyness,icc,ICC_A=0.548 ≤ 0.75
wavelet-LLL_ngtdm_Coarseness,icc,ICC_A=0.623 ≤ 0.75
wavelet-LLL_ngtdm_Complexity,icc,ICC_A=0.692 ≤ 0.75
wavelet-LLL_ngtdm_Strength,icc,ICC_A=0.526 ≤ 0.75
wavelet-LLH_shape_Maximum2DDiameterColumn,correlation,|r|=0.941 与 wavelet-LLH_shape_MajorAxisLength
wavelet-LLH_firstorder_Range,correlation,|r|=0.916 与 wavelet-LLH_firstorder_MeanAbsoluteDeviation
wavelet-LLH_firstorder_RobustMeanAbsoluteDeviation,correlation,|r|=0.916 与 wavelet-LLH_firstorder_Mean
wavelet-LLH_firstorder_RootMeanSquared,correlation,|r|=0.976 与 wavelet-LLH_firstorder_Minimum
wavelet-LLH_firstorder_Uniformity,correlation,|r|=0.950 与 wavelet-LLH_firstorder_Kurtosis
wavelet-LLH_firstorder_Variance,correlation,|r|=0.939 与 wavelet-LLH_firstorder_Mean
wavelet-LLH_glcm_Autocorrelation,correlation,|r|=0.967 与 wavelet-LLH_firstorder_Skewness
wavelet-LLH_glcm_ClusterTendency,correlation,|r|=0.949 与 wavelet-LLH_firstorder_Mean
wavelet-LLH_glcm_Contrast,correlation,|r|=0.930 与 wavelet-LLH_firstorder_Mean
wavelet-LLH_glcm_DifferenceAverage,correlation,|r|=0.985 与 wavelet-LLH_firstorder_Mean
wavelet-LLH_glcm_DifferenceEntropy,correlation,|r|=0.976 与 wavelet-LLH_firstorder_Kurtosis
wavelet-LLH_glcm_DifferenceVariance,correlation,|r|=0.908 与 wavelet-LLH_firstorder_Mean
wavelet-LLH_glcm_Id,correlation,|r|=0.906 与 wavelet-LLH_firstorder_Kurtosis
wavelet-LLH_glcm_InverseVariance,correlation,|r|=0.943 与 wavelet-LLH_glcm_Idn
wavelet-LLH_glcm_JointAverage,correlation,|r|=0.999 与 wavelet-LLH_firstorder_Skewness
wavelet-LLH_glcm_JointEnergy,correlation,|r|=0.967 与 wavelet-LLH_glcm_Idn
wavelet-LLH_glcm_JointEntropy,correlation,|r|=0.973 与 wavelet-LLH_glcm_Idn
wavelet-LLH_glcm_SumAverage,correlation,|r|=0.999 与 wavelet-LLH_firstorder_Skewness
wavelet-LLH_glcm_SumEntropy,correlation,|r|=0.986 与 wavelet-LLH_firstorder_Kurtosis
wavelet-LLH_glcm_SumSquares,correlation,|r|=0.997 与 wavelet-LLH_glcm_Imc1
wavelet-LLH_glrlm_GrayLevelNonUniformityNormalized,correlation,|r|=0.996 与 wavelet-LLH_glcm_Idn
wavelet-LLH_glrlm_GrayLevelVariance,correlation,|r|=0.999 与 wavelet-LLH_glcm_Imc1
wavelet-LLH_glrlm_HighGrayLevelRunEmphasis,correlation,|r|=0.998 与 wavelet-LLH_glcm_Imc2
wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,correlation,|r|=0.989 与 wavelet-LLH_glcm_Imc2
wavelet-LLH_glrlm_RunEntropy,correlation,|r|=0.925 与 wavelet-LLH_firstorder_Kurtosis
wavelet-LLH_glrlm_RunLengthNonUniformityNormalized,correlation,|r|=0.925 与 wavelet-LLH_glcm_Idn
wavelet-LLH_glrlm_RunPercentage,correlation,|r|=0.919 与 wavelet-LLH_glcm_Idn
wavelet-LLH_glrlm_ShortRunEmphasis,correlation,|r|=0.924 与 wavelet-LLH_glcm_Idn
wavelet-LLH_glrlm_ShortRunHighGrayLevelEmphasis,correlation,|r|=0.996 与 wavelet-LLH_glcm_Imc2
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,correlation,|r|=0.905 与 wavelet-LLH_firstorder_Kurtosis
wavelet-LLH_glszm_GrayLevelVariance,correlation,|r|=0.946 与 wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis
wavelet-LLH_glszm_HighGrayLevelZoneEmphasis,correlation,|r|=0.991 与 wavelet-LLH_glcm_Imc2
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,correlation,|r|=0.985 与 wavelet-LLH_glcm_Imc2
wavelet-LLH_gldm_GrayLevelVariance,correlation,|r|=1.000 与 wavelet-LLH_glcm_Imc1
wavelet-LLH_gldm_HighGrayLevelEmphasis,correlation,|r|=0.998 与 wavelet-LLH_glcm_Imc2
wavelet-LLH_gldm_LargeDependenceEmphasis,correlation,|r|=0.943 与 wavelet-LLH_glszm_LowGrayLevelZoneEmphasis
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,correlation,|r|=0.912 与 wavelet-LLH_glcm_Imc2
wavelet-LLH_ngtdm_Contrast,correlation,|r|=0.917 与 wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis
wavelet-LHL_shape_LeastAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_LeastAxisLength
wavelet-LHL_shape_MajorAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_MajorAxisLength
wavelet-LHL_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 wavelet-LLH_firstorder_10Percentile
wavelet-LHH_shape_LeastAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_LeastAxisLength
wavelet-LHH_shape_MajorAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_MajorAxisLength
wavelet-LHH_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 wavelet-LLH_firstorder_10Percentile
wavelet-LHH_glszm_SizeZoneNonUniformity,correlation,|r|=0.902 与 wavelet-LHH_glszm_GrayLevelVariance
wavelet-LHH_gldm_DependenceNonUniformity,correlation,|r|=0.981 与 wavelet-LHH_gldm_DependenceEntropy
wavelet-HLL_shape_LeastAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_LeastAxisLength
wavelet-HLL_shape_MajorAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_MajorAxisLength
wavelet-HLL_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 wavelet-LLH_firstorder_10Percentile
wavelet-HLL_glrlm_RunLengthNonUniformity,correlation,|r|=1.000 与 wavelet-LHH_glszm_GrayLevelVariance
wavelet-HLL_glszm_GrayLevelNonUniformity,correlation,|r|=0.997 与 wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis
wavelet-HLL_glszm_SizeZoneNonUniformity,correlation,|r|=0.986 与 wavelet-LHH_gldm_DependenceEntropy
wavelet-HLL_gldm_DependenceNonUniformity,correlation,|r|=0.997 与 wavelet-LHH_gldm_GrayLevelVariance
wavelet-HLH_shape_LeastAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_LeastAxisLength
wavelet-HLH_shape_MajorAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_MajorAxisLength
wavelet-HLH_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 wavelet-LLH_firstorder_10Percentile
wavelet-HLH_firstorder_Entropy,correlation,|r|=0.908 与 wavelet-HLL_firstorder_Uniformity
wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation,correlation,|r|=0.900 与 wavelet-HLL_glcm_DifferenceVariance
wavelet-HLH_firstorder_Uniformity,correlation,|r|=0.910 与 wavelet-HLL_glcm_SumEntropy
wavelet-HLH_glcm_DifferenceEntropy,correlation,|r|=0.908 与 wavelet-HLL_glcm_SumEntropy
wavelet-HLH_glcm_Id,correlation,|r|=0.920 与 wavelet-HLL_glcm_SumEntropy
wavelet-HLH_glcm_Idm,correlation,|r|=0.919 与 wavelet-HLL_glcm_SumEntropy
wavelet-HLH_glcm_InverseVariance,correlation,|r|=0.919 与 wavelet-HLL_glcm_SumEntropy
wavelet-HLH_glcm_JointEntropy,correlation,|r|=0.904 与 wavelet-HLL_glcm_SumEntropy
wavelet-HLH_glcm_SumEntropy,correlation,|r|=0.906 与 wavelet-HLL_firstorder_Uniformity
wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,correlation,|r|=0.924 与 wavelet-HLH_glcm_JointEnergy
wavelet-HLH_glrlm_LongRunEmphasis,correlation,|r|=0.909 与 wavelet-HLH_glcm_JointEnergy
wavelet-HLH_glrlm_RunLengthNonUniformity,correlation,|r|=1.000 与 wavelet-HLL_glrlm_RunPercentage
wavelet-HLH_glrlm_RunLengthNonUniformityNormalized,correlation,|r|=0.915 与 wavelet-HLH_glcm_JointEnergy
wavelet-HLH_glrlm_RunPercentage,correlation,|r|=0.916 与 wavelet-HLH_glcm_JointEnergy
wavelet-HLH_glrlm_RunVariance,correlation,|r|=0.900 与 wavelet-HLH_glcm_JointEnergy
wavelet-HLH_glrlm_ShortRunEmphasis,correlation,|r|=0.917 与 wavelet-HLH_glcm_JointEnergy
wavelet-HLH_glszm_GrayLevelNonUniformity,correlation,|r|=0.999 与 wavelet-HLL_glrlm_ShortRunLowGrayLevelEmphasis
wavelet-HLH_glszm_SizeZoneNonUniformity,correlation,|r|=0.993 与 wavelet-HLL_glszm_LowGrayLevelZoneEmphasis
wavelet-HLH_glszm_ZonePercentage,correlation,|r|=0.936 与 wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis
wavelet-HLH_gldm_DependenceNonUniformity,correlation,|r|=0.996 与 wavelet-HLL_gldm_GrayLevelVariance
wavelet-HLH_gldm_DependenceNonUniformityNormalized,correlation,|r|=0.928 与 wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis
wavelet-HLH_gldm_DependenceVariance,correlation,|r|=0.900 与 wavelet-HLH_glszm_SmallAreaEmphasis
wavelet-HLH_gldm_LargeDependenceEmphasis,correlation,|r|=0.911 与 wavelet-HLH_gldm_GrayLevelVariance
wavelet-HLH_gldm_SmallDependenceEmphasis,correlation,|r|=0.937 与 wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis
wavelet-HHL_shape_LeastAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_LeastAxisLength
wavelet-HHL_shape_MajorAxisLength,correlation,|r|=1.000 与 wavelet-LLH_shape_MajorAxisLength
wavelet-HHL_shape_Maximum2DDiameterColumn,correlation,|r|=1.000 与 wavelet-LLH_firstorder_10Percentile
wavelet-HHL_firstorder_10Percentile,correlation,|r|=0.910 与 wavelet-HLH_glszm_SmallAreaEmphasis
wavelet-HHL_firstorder_90Percentile,correlation,|r|=0.910 与 wavelet-HLH_glszm_SmallAreaEmphasis
wavelet-HHL_firstorder_MeanAbsoluteDeviation,correlation,|r|=0.933 与 wavelet-HLH_glrlm_RunEntropy
wavelet-HHL_glcm_ClusterTendency,correlation,|r|=0.904 与 wavelet-HLH_glrlm_RunEntropy
wavelet-HHL_glcm_Contrast,correlation,|r|=0.909 与 wavelet-HLH_glrlm_RunEntropy
wavelet-HHL_glcm_DifferenceAverage,correlation,|r|=0.937 与 wavelet-HLH_glszm_SmallAreaEmphasis
wavelet-HHL_glcm_Imc1,correlation,|r|=0.926 与 wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis
wavelet-HHL_glcm_SumSquares,correlation,|r|=0.907 与 wavelet-HLH_glrlm_RunEntropy
wavelet-HHL_glrlm_RunEntropy,correlation,|r|=0.932 与 wavelet-HLH_glszm_GrayLevelNonUniformityNormalized
