feature,mean_A,std_A
original_glszm_SizeZoneNonUniformityNormalized,0.3932330433388665,0.030961916680027003
original_glszm_SizeZoneNonUniformity,1004.6733870879848,894.4926567137966
original_glcm_Imc1,-0.08392951876248284,0.031537912383910294
original_glcm_Correlation,0.5194962472827327,0.11842265769023129
original_glcm_Imc2,0.6685163540704793,0.09084441336583739
original_glrlm_RunLengthNonUniformity,8504.328862274713,9437.318395408609
original_gldm_DependenceNonUniformity,1715.6087568150606,1799.6924319802301
original_glcm_Contrast,14.373180538420609,3.278839629617445
original_glszm_LargeAreaHighGrayLevelEmphasis,204764.4498141653,559690.0655752639
original_glszm_SmallAreaEmphasis,0.6510720607019144,0.026746886665283135
original_glszm_GrayLevelNonUniformity,138.1709302597989,120.78072827855509
original_shape_LeastAxisLength,25.38934824314812,8.94216306984735
original_gldm_LargeDependenceHighGrayLevelEmphasis,3124.6671857937413,1069.445055833163
original_shape_MajorAxisLength,46.22899832040567,12.815792887522871
